ÈÕÆÚ,000659.SZ,000695.SZ,000812.SZ,002014.SZ,002117.SZ,002191.SZ,002228.SZ,002229.SZ,002243.SZ,002303.SZ,002522.SZ,002565.SZ,002585.SZ,002599.SZ,002701.SZ,002735.SZ,002752.SZ,002787.SZ,002799.SZ,002803.SZ,002831.SZ,002836.SZ,002846.SZ,002951.SZ,300057.SZ,300501.SZ,600076.SH,600210.SH,600836.SH,601515.SH,601968.SH,603022.SH,603058.SH,603429.SH,603499.SH,603607.SH,603687.SH
2018/6/15,3.14,9.14,3.29,6.5625,10.1465,7.4905,4.853,10.7978,6.1798,5.443,9.4709,3.2141,5.5975,6.5335,5.2726,18.7176,7.8492,10.6383,15.9851,18.9733,23.4354,16.0226,13.9419,,5.8542,14.7188,5.8915,3.5758,4.18,6.5162,4.0735,9.06,11.974,19.2404,20.0479,27.7106,
2018/6/19,2.83,8.46,3,5.9694,9.23,6.9842,4.5559,9.722,5.7412,5.0288,8.5258,2.8927,5.1327,5.9096,5.0269,18.7176,7.5419,9.7344,14.3886,17.0737,22.8449,14.4203,12.5526,,5.2663,13.3717,5.2984,3.2256,3.78,6.1516,3.6761,8.1599,10.7806,17.3363,18.0417,24.9396,
2018/6/20,2.81,8.53,3.2,6.132,9.1723,7.1717,4.7539,9.3833,5.8509,5.0192,7.6703,2.8799,5.1617,6.0803,5.1309,18.7176,8.2951,10.1218,15.2168,17.8542,22.3581,14.799,12.8106,,5.1504,13.6937,4.8512,3.2348,3.83,6.2292,3.7456,8.1896,11.0789,17.5963,19.5973,25.048,
2018/6/21,2.71,8.34,3.04,6.0555,8.9992,7.0686,4.8233,8.7358,5.6515,4.7879,6.9042,3.1049,4.9196,5.9155,5.1687,18.7176,8.2852,9.5655,14.668,17.6763,22.4618,14.0028,11.6893,,4.7446,12.9183,4.4915,3.1703,3.76,5.9732,3.7059,7.9126,11.1088,17.0686,19.9,24.2197,
2018/6/22,2.74,8.37,3.34,6.1798,9.0889,7.1061,4.8827,8.8753,5.7811,4.9517,6.4068,3.1884,5.0358,6.0038,5.2443,18.7176,8.4735,9.5953,14.2789,18.0493,22.7728,14.2455,11.9672,,4.8523,13.2732,4.6179,3.2256,3.93,6.0353,3.7754,8.061,11.2182,17.2598,19.1891,24.6536,
2018/6/25,2.71,8.41,3.67,6.1703,8.9479,7.1155,4.9223,8.8155,5.7014,4.971,6.3073,3.137,4.9874,6.0273,5.2254,18.7176,8.2654,9.5953,15.7058,17.791,22.9937,14.566,13.1679,,4.844,13.1943,4.5184,3.2064,4.01,5.9577,3.7754,8.1302,10.9397,16.3421,20.0479,24.9297,
2018/6/26,2.65,8.51,3.62,6.1511,9.1146,7.0124,4.8431,8.9849,5.7512,4.9903,6.2476,3.1949,5.0068,6.0744,5.2254,18.7176,8.4041,9.6947,17.2723,18.0389,22.8269,14.7602,12.9288,,4.9516,13.5491,4.6179,3.2256,4.09,5.95,3.835,8.2291,11.0391,16.9004,21.1812,25.8961,
2018/6/27,2.64,8.5,3.43,6.199,9.1466,6.9186,4.744,8.8354,5.6814,4.9999,6.2974,3.2141,5.0261,6.0567,5.1876,18.6361,8.2646,9.5556,17.7712,18.4711,22.3761,14.7893,12.7595,,4.9268,13.3454,4.7075,3.216,4,5.8646,3.835,8.239,10.9198,16.5104,21.6598,26.1624,
2018/6/28,2.63,8.44,3.36,6.2277,9.0633,6.8811,4.6153,8.4171,5.512,4.9903,6.3173,3.2141,5.0068,6.0626,5.0647,18.6244,8.6135,9.5457,18.5695,18.4769,22.0876,14.2067,12.2316,,4.8937,13.076,4.6478,3.1967,3.97,5.8801,3.7655,8.1995,10.8701,16.8086,21.7795,24.9691,
2018/6/29,2.8,8.96,3.7,6.3616,9.5056,7.003,4.7242,8.8653,5.6316,5.0866,6.4366,3.2077,5.1714,6.169,5.1592,18.8399,8.9126,9.8834,18.3001,19.5258,22.5384,14.799,12.6499,,5.0841,13.6608,4.7771,3.2449,4.05,5.9887,3.835,8.3973,11.3176,17.3516,21.7162,26.1328,
2018/7/2,2.65,8.86,3.88,6.5816,9.2556,6.9186,4.8035,8.7956,5.5618,5.0962,6.3471,3.2656,5.0649,6.0803,5.0836,18.6943,8.6633,9.6351,17.6316,19.0762,22.4798,14.8961,12.5603,,4.9682,13.2403,4.6378,3.1871,4,5.9189,3.7754,8.2093,11.1585,17.5657,21.1108,25.837,
2018/7/3,2.65,9.05,3.8,6.6677,9.3261,7.0686,5.0114,8.9351,5.6814,5.2215,6.4466,3.2591,5.1133,6.1749,5.1687,18.5778,8.783,9.8238,17.7014,19.1857,22.3265,15.5662,12.7993,,5.0759,13.582,4.7473,3.216,4.07,6.0896,3.8251,8.3775,11.4668,19.3246,23.2226,26.33,
2018/7/4,2.58,8.85,3.85,6.4286,9.2043,7.003,5.2194,8.6263,5.6715,5.1637,6.2476,3.1691,4.9874,6.033,5.0647,18.6186,8.2247,9.8039,16.6736,18.6728,23.4399,15.1292,12.4408,,4.9516,13.168,4.6179,3.1678,4.03,6.0818,3.7456,8.2093,11.0093,19.2022,21.5191,24.7226,
2018/7/5,2.37,8.37,3.63,6.1703,8.9672,7.1104,5.0709,8.6063,5.5419,5.1733,5.8099,3.0342,4.9002,5.9206,5.008,19.3932,7.8459,9.5655,16.1448,18.0734,23.9628,14.2455,11.8431,,4.8192,13.3849,4.4089,3.0427,3.97,6.0818,3.5966,8.1005,10.5817,18.7204,19.4073,24.6634,
2018/7/6,2.25,8.2,3.66,6.132,8.9736,7.1397,5.1006,8.1282,5.5519,5.1733,6.168,3.1049,4.9002,5.9798,5.2348,19.0146,7.7761,9.7245,16.5639,18.6728,24.1116,14.8379,12.0523,,4.8523,13.306,4.5084,3.0138,3.96,6.0896,3.5966,8.0508,10.7408,18.1851,18.5989,24.2197,
2018/7/9,2.27,8.34,3.7,6.2659,9.0697,7.296,5.1402,8.1979,5.6416,5.2022,6.3272,3.227,4.9971,6.2045,5.1876,18.6244,8.0652,10.2907,17.5916,18.9033,23.9313,15.1486,12.2714,,4.9599,13.6674,4.608,3.1004,4.01,6.1904,3.6463,8.1304,10.9298,19.4393,19.3151,25.0185,
2018/7/10,2.3,8.51,3.67,6.2659,9.1915,7.3058,5.1303,8.2577,5.6715,5.3082,6.3969,3.2913,4.9487,6.1099,5.3671,18.6361,8.2048,10.7575,17.4919,18.5691,24.1386,15.2457,12.5503,,4.9599,13.9171,4.6179,3.1293,4.08,6.2292,3.6761,8.2397,12.0237,19.3246,20.3503,26.0835,
2018/7/11,2.11,8.19,3.73,6.2372,8.8133,7.1788,5.0312,7.8991,5.3126,5.2311,6.2377,3.2141,4.9875,6.0803,5.3293,18.6069,7.9356,10.9264,16.4741,17.9812,24.4677,14.7699,12.0224,,4.8026,13.306,4.4985,3.0619,3.98,6.1206,3.5569,8.0409,12.521,19.5769,19.7051,25.0382,
2018/7/12,2.17,8.39,3.82,6.3329,9.0697,7.3741,5.3086,8.1182,5.8409,5.3949,6.4168,3.2399,5.1621,6.1631,5.4238,18.5662,8.3742,10.9264,17.7014,18.304,24.2964,15.168,12.3411,,4.9599,13.6806,4.6876,3.1293,4.04,6.2447,3.6463,8.2298,12.8392,20.1199,20.8751,27.543,
2018/7/13,2.26,8.48,3.85,6.3425,9.1402,7.3058,5.4373,8.1581,6.429,5.3852,6.2874,3.2013,5.1233,6.2045,5.4043,18.5662,8.3842,10.6582,17.0927,18.4423,24.9816,15.0127,12.2415,,5.0676,13.8645,4.6378,3.1197,4.04,6.1827,3.6463,8.2099,12.163,21.3817,20.4851,27.1485,
2018/7/16,2.27,8.43,3.82,6.2851,9.1915,7.3448,5.982,8.0087,7.0769,5.5972,6.2476,3.2077,5.1427,6.2282,5.3653,18.4148,8.454,10.6681,17.7513,18.2406,24.8824,14.9447,12.2615,,5.3822,13.7725,4.598,3.1101,4.05,6.3456,3.6264,8.2099,12.0337,21.7105,20.3645,27.6909,
2018/7/17,2.27,8.41,3.84,6.2946,9.2812,7.3351,6.091,8.3673,7.7846,5.5875,6.3571,3.2527,5.1039,6.1749,5.4238,18.3158,8.1948,10.4695,17.9908,18.1829,24.1206,14.9932,13.0483,,5.3905,14.0288,4.7373,3.1197,4.07,6.2913,3.7158,8.3093,12.0834,21.3052,20.1943,27.2669,
2018/7/18,2.3,8.46,3.71,6.3425,9.1402,7.2667,6.0217,8.188,8.562,5.5779,6.3471,3.3041,5.1427,6.1809,5.4335,18.2284,8.5038,11.5124,17.6415,18.0965,23.7329,14.9156,12.5503,,5.3491,13.7988,4.6577,3.1293,4.1,6.3068,3.6562,8.2894,12.2723,21.5117,19.7689,26.5667,
2018/7/19,2.24,8.43,3.61,6.3233,9.1402,7.1593,5.784,8.188,9.4192,5.4623,6.2377,3.317,5.133,6.2459,5.3165,18.0537,8.6434,11.1747,17.0129,17.5432,23.8501,14.4689,12.0224,,5.2166,13.812,4.5383,3.1486,4,6.2215,3.6661,8.19,11.8049,21.0834,19.074,26.4089,
2018/7/20,2.27,8.64,3.62,6.419,9.2428,7.2374,5.8434,8.0286,9.7681,5.5105,6.3571,3.2913,5.2009,6.4648,5.3555,17.9081,8.5736,11.2244,17.1326,18.2982,24.3415,14.7213,12.1519,,5.2415,13.996,4.598,3.1678,4.05,6.3068,3.7456,8.2397,11.9044,21.1599,19.3505,27.4444,
2018/7/23,2.29,8.74,3.61,6.4286,9.3197,7.3155,5.8236,7.919,10.7449,5.5297,6.4366,3.362,5.4144,6.2637,5.375,17.978,8.6035,11.1548,16.8932,17.866,24.7156,15.0321,13.3671,,5.3905,14.2259,4.6577,3.1871,4.08,6.3068,3.7854,8.3292,12.0337,22.6588,19.2158,27.543,
2018/7/24,2.35,8.9,3.69,6.4955,9.4094,7.589,5.8236,8.0286,10.0073,5.5394,6.4466,3.3877,5.4144,6.3287,5.4335,18.1061,8.5836,11.3038,16.6936,17.9178,24.0755,15.304,13.5464,,5.5147,14.2325,4.807,3.2545,4.17,6.3533,3.835,8.359,12.0734,23.8058,19.7973,27.6515,
2018/7/25,2.42,8.97,3.69,6.4764,9.3581,7.6086,6.1207,8.178,11.004,5.7032,6.4665,3.4134,5.3465,6.3051,5.3165,18.0129,8.4141,11.4032,16.4541,18.4538,23.9313,15.2263,13.377,,5.3491,14.4296,4.807,3.2545,4.15,6.3689,3.8648,8.5379,11.8845,23.4082,19.5633,26.7836,
2018/7/26,2.5,9.33,4.06,6.4955,9.3197,7.5304,5.9325,8.188,10.2764,5.6453,6.6555,3.3684,5.395,6.4056,5.258,18.0537,8.1449,10.9661,15.7457,18.5748,23.4084,15.2457,13.4667,,5.2994,14.2719,4.9961,3.3026,4.26,6.3921,3.9642,8.5876,11.5464,23.4158,19.1166,25.4918,
2018/7/27,2.51,9.08,3.85,6.4477,9.2748,7.6672,5.675,8.1182,10.406,5.6068,6.5461,3.362,5.3659,6.5357,5.2775,18.0304,8.2745,11.125,14.8277,18.8342,24.0259,15.0903,13.3472,,5.2497,14.1668,4.8767,3.293,4.34,6.3999,3.9344,8.4285,12.2226,23.867,18.8187,25.6003,
2018/7/30,2.37,8.97,3.76,6.3329,9.4543,7.4816,5.6255,7.8593,9.4192,5.4623,6.3173,3.3363,5.3756,6.4411,5.3067,17.978,7.9356,10.9065,15.0472,17.9985,23.9763,14.7019,13.2874,,5.2083,13.904,4.817,3.2256,4.18,6.2835,3.8748,8.2298,11.5265,22.8193,18.3791,24.6437,
2018/7/31,2.47,9.02,3.84,6.3425,9.5312,7.4327,5.8137,7.8792,9.0205,5.5201,6.3969,3.3299,5.4047,6.1868,5.3165,18.1003,8.0253,11.423,14.8177,17.5144,23.1695,14.7213,12.7595,,5.1835,13.766,4.8468,3.2545,4.21,6.2913,4.2623,8.5478,11.4966,22.9952,18.606,24.7325,
2018/8/1,2.44,8.99,3.65,6.2851,9.4735,7.4132,5.4076,7.8593,8.8112,5.3756,6.4764,3.3041,5.2592,6.169,5.2287,18.077,7.806,11.0754,15.7956,17.3991,22.8089,14.935,12.4208,,5.1587,13.5951,4.7174,3.1967,4.19,6.1749,4.0238,8.2795,12.6503,22.6282,18.684,25.3242,
2018/8/2,2.3,8.63,3.43,6.132,9.2492,7.2081,5.2392,7.2317,8.6816,5.2793,6.1979,3.2656,5.0651,6.1809,5.297,17.9955,7.7362,10.5588,14.5583,16.7479,20.7624,13.8377,12.0124,,4.8854,13.2994,4.4985,3.1004,4.04,5.9965,4.0834,7.862,13.1376,22.5593,17.8828,23.8351,
2018/8/3,2.3,8.79,3.36,6.0746,9.2492,7.0811,5.1996,6.8731,7.9739,5.1637,6.0387,3.2913,5.0651,6.1158,5.1799,17.7509,7.5867,10.3503,14.5084,16.477,21.6819,13.3618,12.0523,,4.9434,12.9709,4.4985,3.0812,3.97,5.95,3.8847,8.1602,12.4514,22.5058,17.4148,23.2138,
2018/8/6,2.25,8.5,3.29,5.8641,8.9672,7.1397,5.2095,6.8432,7.964,4.9325,5.8696,3.2712,4.9293,5.9738,5.1702,17.8673,7.3374,9.645,13.4008,15.4339,20.821,12.585,11.5642,,4.7529,12.6818,4.4288,3.0138,3.99,5.8724,3.8947,8.6472,12.153,22.4752,16.0888,22.6024,
2018/8/7,2.31,8.58,3.4,5.9598,9.153,7.1983,5.5661,7.0823,8.2231,5.0384,6.1481,3.3314,5.1233,6.0744,5.1994,18.0246,7.487,9.8139,13.77,15.4627,21.5016,12.9054,11.9427,,4.8771,13.0366,4.5681,3.0812,4.04,6.0198,3.9443,9.3231,12.889,22.2152,16.5284,23.4012,
2018/8/8,2.28,8.57,3.44,5.845,8.9672,7.1202,5.5958,6.9428,7.7148,5.1059,6.0288,3.3381,5.2009,6.0507,5.1897,17.9314,7.4271,9.5357,13.4606,15.1861,21.0959,12.6336,11.6339,,4.8026,12.8461,4.7075,3.0427,3.98,5.9732,3.8748,8.7764,13.0879,22.697,15.6208,22.2474,
2018/8/9,2.29,8.73,3.47,5.9215,9.153,7.2569,5.7245,7.1122,7.7746,5.1251,6.1183,3.3582,5.3077,6.1868,5.2287,17.9372,7.5966,9.7245,13.7999,15.3013,21.434,12.8763,11.9527,,4.9185,13.214,4.7871,3.0908,4.05,6.0896,3.9245,9.2734,13.0381,23.6529,15.9683,22.7898,
2018/8/10,2.52,8.82,3.49,5.9024,9.685,7.3644,5.7641,7.1321,8.0038,5.0866,6.1481,3.3515,5.2883,6.2104,5.3653,18.0362,7.6066,9.9529,13.9596,15.3301,21.4791,13.0317,12.1419,,4.9434,13.2732,4.7672,3.1101,4.06,6.0896,3.9245,9.5815,12.69,23.8135,16.3299,22.9673,
2018/8/13,2.55,8.88,3.45,5.845,9.3774,7.3546,6.0117,7.1321,8.1135,4.971,6.0885,3.3381,5.3659,6.2045,5.4628,18.077,7.5468,10.0423,13.9695,15.2091,21.1726,13.1191,12.1121,,4.9599,13.3126,4.7174,3.1101,4.03,6.1129,3.9046,9.5417,12.7597,23.4617,16.4221,23.1941,
2018/8/14,2.81,8.89,3.46,5.8163,9.2364,7.3741,5.9919,7.1221,8.9208,5.1733,6.0487,3.3247,5.5794,6.3169,5.336,18.0537,7.5667,9.943,14.4186,15.1111,21.0824,13.0997,12.3013,,4.9599,13.3323,4.7771,3.0908,4.03,6.0973,3.8847,9.005,12.4812,23.5994,16.3724,23.3223,
2018/8/15,3.09,8.81,3.38,5.8067,9.0569,7.13,5.8434,7.0723,8.4424,5.1059,5.8795,3.2578,5.4338,6.1513,5.2872,17.7683,7.5169,9.6549,13.8997,14.5636,21.0734,12.6238,12.0025,,4.8854,13.214,4.6677,3.033,4,5.95,3.835,8.6373,11.964,23.1099,15.9116,22.5038,
2018/8/16,2.86,8.94,3.37,5.7206,9.0825,7.2472,5.8632,6.9428,7.8145,5.2118,5.601,3.2445,5.3756,6.0862,5.2287,18.0886,7.3175,9.496,13.5405,14.7481,21.1365,12.7792,11.883,,4.8192,12.9643,4.608,2.9849,3.96,5.95,3.7754,8.349,11.8547,22.9952,15.9541,22.0797,
2018/8/17,3.05,8.96,3.2,5.6441,9.1146,7.1007,5.6849,6.8333,7.4158,5.2889,5.0439,3.1843,5.3562,6.0034,5.2092,17.9547,7.1281,9.4463,13.2611,13.8663,21.2537,12.4199,11.6439,,4.7032,12.7803,4.5084,2.9464,3.92,5.8957,3.6562,8.2894,10.8402,22.7888,15.2308,22.0699,
2018/8/20,3.05,9.15,3.25,5.6441,9.1466,7.2569,6.0018,7.0325,7.4955,5.3178,4.6957,3.1776,5.6473,6.0093,5.1702,18.0129,7.148,9.5556,13.5704,13.9758,21.6774,12.4588,11.5642,,4.7695,12.9446,4.5582,2.9368,3.9,5.9655,3.6761,8.4484,11.0093,22.7811,15.6705,20.9851,
2018/8/21,3.06,9.06,3.32,5.6919,9.1594,7.4425,5.8929,7.0225,7.7048,5.3756,4.6957,3.2177,5.6279,6.0567,5.1799,17.8382,7.2577,9.7046,13.8698,14.4945,21.5377,12.6821,11.6439,,4.8109,13.1155,4.6179,2.9849,3.92,6.0508,3.7456,8.4683,11.0391,23.0182,15.713,21.0048,
2018/8/22,2.93,8.91,3.26,5.6441,9.0697,7.423,5.7939,6.8432,7.5952,5.2215,4.5862,3.2043,5.7443,6.0567,5.1897,17.7858,7.0882,9.5854,13.4507,14.3735,21.1004,12.3325,11.3252,,4.7778,12.8723,4.5482,2.9656,3.88,6.0508,3.7754,8.3093,10.6911,22.674,15.2805,20.2455,
2018/8/23,2.96,8.9,3.25,5.6632,9.0761,7.4718,5.8137,6.8432,7.7248,5.26,5.0439,3.1642,5.8511,5.9738,5.2482,18.0537,7.1081,9.6847,13.4706,14.7308,21.9885,12.3714,11.5244,,4.8192,13.0826,4.5681,2.956,3.88,5.9965,3.7655,9.015,10.7209,22.3299,15.5003,20.64,
2018/8/24,2.93,8.82,3.28,5.7015,9.2812,7.7648,5.5364,6.5245,7.5752,5.3563,4.8847,3.1909,5.7637,5.9916,5.1702,17.8557,7.158,9.5059,13.281,14.6962,21.736,12.3811,11.5343,,4.8109,13.0563,4.5681,2.9656,3.88,6.1051,3.7854,8.4087,10.5121,22.4446,15.3301,20.4625,
2018/8/27,2.92,8.93,3.34,5.7685,9.371,8.0188,5.9721,6.6938,7.8344,5.5297,4.8946,3.2043,5.822,6.0803,5.2092,17.9722,7.2477,9.5953,13.5405,15.5837,21.9704,12.7404,11.7236,,4.8688,13.2075,4.6876,3.0042,3.93,6.2059,3.8251,8.6472,10.7905,22.9417,15.7343,20.9851,
2018/8/28,3.01,8.83,3.38,5.7398,9.3453,8.2043,5.9721,6.7137,7.8045,5.4719,4.8349,3.2244,6.0742,6.0567,5.1702,18.1294,7.2178,9.6549,13.6802,16.1082,22.2454,12.7112,11.7834,,4.8606,13.2206,4.6975,3.0042,3.93,6.2603,3.8152,8.4683,10.8701,24.0888,15.6776,20.8865,
2018/8/29,2.99,8.94,3.34,5.7589,9.5568,8.1555,6.0514,6.6739,7.8444,5.4141,4.8648,3.2244,6.0937,6.0153,5.1897,18.4322,7.0782,9.4861,13.6901,16.2004,21.9299,12.8181,11.5841,,4.786,13.0169,4.7274,2.9945,3.91,6.2447,3.845,8.8062,10.6314,24.3564,15.3514,21.6754,
2018/8/30,3,8.75,3.27,5.6537,9.4799,8.0969,5.8632,6.4846,7.7447,5.3467,4.7554,3.1709,6.2004,5.9561,5.1702,17.943,7.148,9.208,13.311,17.8199,21.7496,12.7598,11.4646,,4.7364,12.7475,4.6478,3.0234,3.93,6.1904,3.7854,8.4981,10.5021,23.5917,15.2876,20.7287,
2018/8/31,2.97,8.61,3.23,5.7111,9.4799,8.009,6.4475,6.2555,7.5254,5.366,4.8548,3.1776,6.016,5.8319,5.1799,17.0753,7.1679,8.9795,12.6724,18.5172,21.9073,12.6821,11.3551,,4.7198,12.5701,4.5383,3.0523,3.86,6.043,3.7655,8.3391,10.3927,23.4235,14.5501,20.1075,
2018/9/3,2.92,8.64,3.23,5.6824,9.3902,8.0969,6.606,6.1758,7.5752,5.2022,4.7753,3.1508,6.0839,5.9798,5.3555,16.3007,6.9087,9.1881,12.6624,17.4914,21.7541,12.5267,11.5841,,4.695,12.373,4.5383,3.0619,3.83,6.0896,3.7556,8.3093,10.7905,23.0029,14.3232,19.4862,
2018/9/4,2.88,8.68,3.3,5.8163,9.4735,8.3216,6.5565,6.2157,7.6351,5.3274,4.9046,3.1709,6.4236,5.9384,5.3165,16.2658,6.9287,9.1682,12.822,17.2551,21.9524,12.6238,11.5742,,4.7446,12.5438,4.608,3.1004,3.87,6.2137,3.8052,8.3391,10.7209,23.347,14.4296,19.7229,
2018/9/5,2.88,8.62,3.29,5.7876,9.3774,8.2239,6.7248,5.9766,7.7945,5.3274,4.8151,3.1709,6.3847,5.9206,5.297,15.3049,6.7891,8.9696,12.7522,16.7825,21.5332,12.4588,11.2754,,4.6618,12.4058,4.5582,3.0716,3.82,6.1051,3.7655,8.1502,10.4623,23.0182,13.9049,19.3383,
2018/9/6,2.87,8.6,3.23,5.7493,9.3261,8.2239,6.814,5.9069,7.6251,5.2118,4.8051,3.1575,6.278,5.891,5.2677,14.6992,6.6994,8.1252,12.4728,16.7882,21.4791,12.4005,11.2355,,4.637,12.2415,4.4885,3.0523,3.81,6.0353,3.7556,7.9713,10.3231,22.8958,14.0183,19.2594,
2018/9/7,2.9,8.58,3.29,5.6919,9.262,8.2434,6.606,6.4946,7.9042,5.1251,4.9145,3.1374,6.5885,6.0153,5.258,14.7982,6.5199,7.9564,12.5925,16.7133,21.2041,12.5073,11.2554,,4.637,12.3664,4.5582,3.0716,3.82,6.043,3.8549,8.0508,10.3529,23.2476,15.0394,19.4073,
2018/9/10,3,8.49,3.26,5.6154,9.0184,8.2239,6.5169,6.6241,8.6916,5.0866,4.7454,3.0772,6.6758,5.9324,5.2287,14.6468,6.7991,7.6385,12.2732,16.5404,20.1944,12.4393,10.7574,,4.5625,11.8341,4.5283,3.0427,3.78,5.8181,3.7655,8.0111,9.796,22.2152,14.0396,18.7564,
2018/9/11,3.06,8.32,3.31,5.5963,9.0313,8.1067,6.8338,6.3352,8.2431,5.1155,4.8349,3.0705,6.5982,5.9502,5.2384,14.3964,6.839,7.6485,12.3431,16.7998,20.2034,12.3811,10.7773,,4.579,11.6699,4.4985,3.0234,3.77,5.8879,3.7754,8.2993,9.7264,22.284,13.9687,18.8452,
2018/9/12,3.08,8.16,3.3,5.5963,9.012,8.3313,6.6654,6.2057,8.1235,5.1444,4.8548,3.0638,6.7341,5.9206,5.2384,14.5827,6.8589,7.7279,12.4628,16.5635,20.6587,12.4005,10.9068,,4.6287,11.591,4.5184,3.0523,3.83,5.8957,3.835,8.1403,9.7662,23.3241,14.1389,19.1509,
2018/9/13,3.08,8.31,3.35,5.6154,9.2107,8.3704,6.8338,6.2456,8.253,5.2504,5.0339,3.0772,6.9281,5.891,5.258,14.8506,6.8589,7.7975,12.5327,16.8171,20.7894,13.0414,10.9566,,4.695,11.7487,4.5681,3.0908,3.84,5.9577,3.835,8.2298,9.8258,23.6682,14.2523,19.4961,
2018/9/14,3.1,8.2,3.26,5.6058,9.1594,8.0774,6.5664,6.0264,7.7646,5.2696,4.9145,3.0638,6.8408,5.8615,5.1994,14.9671,6.7193,7.6485,12.3331,15.4166,20.821,12.6821,10.8072,,4.6784,11.7684,4.5084,3.0716,3.81,5.9577,3.8251,8.1403,9.6568,23.217,13.8482,18.8353,
2018/9/17,2.91,8.26,3.2,5.5867,9.1338,8.1262,6.5069,5.9965,6.9872,5.1637,4.5763,3.0103,6.8117,5.826,5.2775,14.6934,6.6396,7.3505,11.7843,15.5895,20.7443,12.449,10.2693,,4.6204,11.361,4.3691,3.0427,3.78,5.8724,3.7754,8.1403,9.0402,23.477,13.4369,17.7013,
2018/9/18,2.66,8.29,3.25,5.625,9.5184,8.1164,6.5862,6.1758,7.0171,5.2215,4.6957,2.9969,6.1325,5.8556,5.258,14.5944,6.829,7.7081,11.9839,15.6183,20.6812,12.585,10.4486,,4.786,11.4859,4.4487,3.0908,3.92,5.9189,3.8251,8.19,9.2689,23.9358,13.9616,17.9774,
2018/9/19,2.56,8.49,3.34,5.7111,9.544,8.1555,6.913,6.1758,7.1167,5.3082,4.7852,3.0036,6.2489,5.8556,5.2677,14.6701,6.8689,7.6286,12.1236,15.5722,20.9968,12.9152,10.5682,,4.7943,11.5253,4.4885,3.1197,3.91,5.981,3.845,8.1999,9.3684,24.28,13.8836,18.007,
2018/9/20,2.63,8.57,3.34,5.7206,9.4863,7.9895,6.8437,6.7934,7.2563,5.2985,4.8449,3.0304,6.2974,5.897,5.3165,14.21,6.9187,7.5789,12.3331,15.4281,21.3213,12.8666,10.4088,,4.8192,11.4399,4.4985,3.1004,4.14,5.9344,3.8549,8.1105,10.3032,23.8594,14.0396,18.0168,
2018/9/21,2.7,8.83,3.36,5.7685,9.8068,8.1067,7.2299,7.1421,7.2164,5.3949,4.9046,3.0572,6.2683,5.9265,5.3457,14.2216,6.9387,7.6783,12.2433,15.6125,21.2762,12.8569,10.5084,,4.844,11.6304,4.5482,3.1486,4.1,6.1284,3.9543,8.1801,10.0546,24.4711,14.0538,18.1943,
2018/9/25,2.7,8.86,3.31,5.7493,9.653,7.9895,7.329,7.8593,7.1267,5.4238,4.8847,3.0304,6.5206,5.9088,5.2872,14.2857,6.8988,7.6783,12.4429,15.2091,21.123,12.8666,10.5084,,4.8854,11.7619,4.5582,3.1582,4.05,6.1749,3.9543,8.1999,9.7761,25.6182,14.0467,18.2634,
2018/9/26,2.7,9.08,3.3,5.7589,9.6338,7.9602,7.3191,7.67,7.1068,5.3949,4.8449,3.0304,6.5885,5.8733,5.2677,14.2799,6.9686,7.6286,12.383,15.3417,21.2627,12.8278,10.4984,,4.9102,11.6239,4.5482,3.1582,4.05,6.1516,3.9245,8.19,9.975,25.9012,14.0396,18.1943,
2018/9/27,2.67,8.9,3.22,5.6632,9.5056,7.8137,7.121,7.2317,6.6682,5.1829,4.7255,2.9836,6.54,5.755,5.2189,13.9479,7.158,7.4697,11.944,14.8633,21.4791,12.3422,10.0801,,4.8109,11.4859,4.4985,3.1004,3.98,6.1129,3.845,8.021,9.4877,25.6335,13.5716,16.9912,
2018/9/28,2.74,8.83,3.26,5.7111,9.5184,7.8625,7.1903,7.1321,6.7679,5.26,4.7952,2.9903,6.3071,5.8674,5.258,13.9479,7.1281,7.5293,12.1036,15.3013,22.3175,12.3811,10.1299,,4.8688,11.5844,4.4885,3.139,4,6.2137,3.8748,8.0807,9.8557,27.3771,13.9191,17.3068,
2018/10/8,2.71,8.76,3.11,5.5867,9.262,7.6379,6.8437,7.0923,6.5287,5.077,4.6061,3.0371,5.9481,5.7432,5.2092,13.9887,6.9287,7.1121,11.5847,15.4224,22.3085,11.478,11.1459,,4.844,11.0391,4.2795,3.0427,3.87,6.0973,3.8052,7.9018,9.3584,26.6277,13.8482,16.7151,
2018/10/9,2.75,8.74,3.14,5.5771,9.1338,7.6183,6.9823,7.0225,6.718,4.9421,4.626,3.1107,5.9675,5.7373,5.1799,14.2391,7.0882,7.1419,11.7145,14.9901,21.709,11.4489,10.9965,,4.844,11.0719,4.1203,3.0619,3.97,6.0586,3.845,7.8521,9.4678,25.8477,14.6423,16.9518,
2018/10/10,3.03,8.77,3.15,5.6919,9.0825,7.462,6.2891,7.2417,6.7878,4.8843,4.5763,2.9635,6.0645,5.7373,5.1799,14.3148,7.0383,7.271,12.1735,14.7135,21.736,11.7207,10.7873,,4.8937,11.1442,4.1501,3.0619,3.96,6.0663,3.9145,7.8421,10.2137,25.8782,14.5005,18.648,
