ÈÕÆÚ,000030.SZ,000338.SZ,000559.SZ,000581.SZ,000622.SZ,000678.SZ,000700.SZ,000757.SZ,000760.SZ,000887.SZ,000903.SZ,000980.SZ,001696.SZ,002048.SZ,002085.SZ,002101.SZ,002126.SZ,002213.SZ,002239.SZ,002265.SZ,002283.SZ,002284.SZ,002328.SZ,002355.SZ,002363.SZ,002406.SZ,002434.SZ,002448.SZ,002454.SZ,002472.SZ,002488.SZ,002510.SZ,002516.SZ,002536.SZ,002553.SZ,002590.SZ,002592.SZ,002611.SZ,002625.SZ,002662.SZ,002684.SZ,002703.SZ,002708.SZ,002715.SZ,002725.SZ,002765.SZ,002813.SZ,002863.SZ,002865.SZ,002906.SZ,002921.SZ,200030.SZ,200581.SZ,300100.SZ,300258.SZ,300304.SZ,300375.SZ,300428.SZ,300432.SZ,300473.SZ,300507.SZ,300547.SZ,300580.SZ,300585.SZ,300611.SZ,300643.SZ,300652.SZ,300680.SZ,300681.SZ,300694.SZ,300695.SZ,300707.SZ,300733.SZ,300742.SZ,600081.SH,600148.SH,600178.SH,600480.SH,600523.SH,600609.SH,600626.SH,600660.SH,600676.SH,600698.SH,600699.SH,600741.SH,600742.SH,600933.SH,600960.SH,601311.SH,601689.SH,601717.SH,601799.SH,603006.SH,603009.SH,603013.SH,603023.SH,603035.SH,603037.SH,603040.SH,603085.SH,603089.SH,603121.SH,603158.SH,603161.SH,603166.SH,603178.SH,603179.SH,603197.SH,603239.SH,603286.SH,603305.SH,603306.SH,603319.SH,603335.SH,603348.SH,603358.SH,603586.SH,603596.SH,603655.SH,603701.SH,603730.SH,603758.SH,603767.SH,603768.SH,603788.SH,603809.SH,603917.SH,603922.SH,603926.SH,603982.SH,603997.SH,900946.SH
2018/6/11,4.7628,8.2453,7.6495,19.9183,3.65,5.37,3.768,5.5,3.84,15.4102,2.7357,7.86,5.0292,13.5494,10.5518,9.2175,10.0296,11.74,3.62,12.82,4.4594,6.67,3.5435,9.2679,6.5723,5.7204,8.3779,7.2018,6.1584,8.8538,8.8565,5.1927,3.5463,7.6804,7.2023,9.67,13.6646,6.7802,13.15,4.0425,7.51,5.46,5.468,16.75,9.3737,7.2174,43.1133,9.4193,23.1702,21.2472,37.4046,3.9733,14.4254,12.5976,14.2295,4.8729,4.205,13.531,10,37.7374,14.3415,12.4768,21.1521,15.8425,13.9317,13.115,24.5943,34.5625,60.9795,,69.0657,28.9024,22.8718,88.61,10.0308,19.2961,5.4861,10.1333,9.2046,4.13,5.5107,23.5715,5.0134,5.55,18.9338,23.0991,11.5675,12.628,5.9956,11.4263,12.877,5.8869,57.7477,13.22,10.7256,43.5347,5.3116,13.6515,23.8599,41.6728,21.0133,17.7917,,16.7712,25.0881,7.2051,13.5717,25.0961,29.9935,13.7567,25.2113,35.7607,16.8415,21.161,7.0239,44.686,17.9611,16.6966,45.7499,25.5278,10.2219,30.4374,9.65,9.8751,15.5324,25.5754,16.1333,19.1428,25.5942,16.5985,,10.4736,0.342
2018/6/12,4.8169,8.9148,7.6398,20.7097,3.69,5.39,3.7773,5.58,3.9,15.5253,2.7648,7.98,5.058,13.6565,10.6384,9.1923,9.9005,11.79,3.62,13.29,4.4889,6.75,3.4974,9.3378,6.5822,5.7391,8.3877,7.1534,6.3264,9.0516,8.7973,5.2225,3.5463,7.7505,7.1829,9.68,14.51,6.5498,13.64,4.0132,7.44,5.47,5.6373,17.13,10.314,7.277,47.4226,9.6386,22.9024,22.0663,36.7037,4.0388,14.6009,12.6566,14.5655,4.9225,4.2517,13.7589,10,37.9824,14.7661,12.3139,20.9364,16.0789,14.4739,13.8304,24.3266,35.3982,61.4178,,69.7235,28.6143,22.459,79.75,10.1673,19.2961,5.5756,10.228,9.3823,4.18,5.5886,23.9615,5.042,5.6,19.109,23.5826,11.7953,12.5988,5.9659,11.5636,13.1929,5.945,59.0985,13.18,10.7748,39.7066,5.3034,13.7082,24.3353,41.7419,21.2584,17.6897,,16.8292,24.4977,7.3613,13.7682,25.1742,29.9656,13.747,24.8653,35.6617,16.9768,21.1154,7.2695,43.1492,17.4883,16.9039,43.4579,25.0428,10.1802,30.0855,9.72,9.7966,15.552,25.1344,16.1541,18.618,25.2707,17.0756,,10.4736,0.342
2018/6/13,4.8101,8.9423,7.4555,20.5407,3.5,5.22,3.7773,6.14,3.81,15.3431,2.726,7.96,5.0484,13.2085,10.2921,9.0095,9.7019,12.3,3.62,13.46,4.42,6.58,3.3822,9.2679,6.4134,5.6548,8.3191,7.105,6.277,8.7845,8.7315,5.1232,3.5375,7.6422,7.0571,9.38,14.17,6.307,13.37,3.8664,6.7,5.25,5.4281,16.85,10.3833,7.1479,42.6843,9.2,23.309,20.4182,35.4204,4.0715,14.6009,12.1744,14.0319,4.7637,4.1875,13.2735,9.67,37.7276,14.2919,11.8361,20.2699,15.5765,13.9415,12.9461,24.4852,34.1148,60.9197,,68.6043,27.6208,21.7514,76.85,10.2063,19.2961,5.5557,10.0765,9.5008,4.6,5.5205,23.9901,5.023,5.55,19.3938,23.61,11.9471,12.2291,6.0648,11.4361,12.8905,5.8869,57.1956,12.81,10.5466,35.7321,5.1563,13.576,23.6176,41.5841,20.952,17.6829,,16.8679,23.7524,7.2735,13.3456,24.2862,29.2415,13.5339,23.3724,35.0086,16.7353,20.7583,7.0469,42.4694,17.0252,16.4203,39.1131,23.855,9.979,29.2938,9.67,9.5809,15.7104,25.144,15.2409,17.7663,24.5944,16.6288,,10.4736,0.334
2018/6/14,4.8574,8.6672,7.3004,20.7541,3.48,5.17,3.7586,6.75,3.78,15.1225,2.7066,7.89,5.0292,12.9747,10.3306,8.6833,9.4536,13.32,3.62,13.13,4.42,6.49,3.3476,9.2778,6.3836,5.6642,8.3289,7.0469,6.2572,8.5273,8.4159,5.0041,3.5375,7.5276,6.8828,9.28,13.82,6.2696,13.09,3.8761,7.37,5.2,5.4281,16.81,10.314,7.0685,39.4025,9.0505,23.438,19.905,35.7659,4.078,14.651,11.9972,13.607,4.7042,4.1407,13.115,9.65,37.8746,14.2147,11.847,19.3975,15.675,13.9317,12.9958,24.049,32.7518,60.7205,,68.9578,27.8691,21.889,75.98,10.3428,19.2961,5.506,9.906,9.2342,4.86,5.501,24.323,5.0134,5.44,19.6932,23.5279,11.9471,12.2096,6.0945,11.1027,12.9039,5.8772,56.8505,12.69,10.239,33.7692,5.0664,13.5571,23.6362,41.5545,18.8606,17.9209,,16.7228,24.0718,7.4785,13.4243,24.8229,29.2903,13.2336,23.4515,34.0686,16.5807,20.6899,6.8012,41.8783,16.6537,16.7854,36.592,24.4291,10.09,29.1276,9.74,9.6005,15.255,24.9139,15.2201,17.6177,25.3589,16.6515,,10.4736,0.334
2018/6/15,4.8912,8.7314,6.9902,20.4963,3.35,5.03,3.6838,6.21,3.52,14.7485,2.6581,7.71,4.9524,12.4682,10.1863,8.6449,9.4933,13.15,3.62,12.33,4.3216,6.41,3.2612,9.0881,6.1851,5.5893,8.3485,7.0759,6.0694,8.4086,7.8571,4.875,3.52,7.2983,6.7376,8.94,13.07,6.17,12.99,3.6575,7.14,4.98,5.3883,16.22,9.9874,6.8997,38.9935,8.3727,21.2261,20.132,33.8014,4.078,14.4003,11.2886,13.5872,4.466,4.0356,12.6494,9.02,38.1098,13.0678,11.3963,17.9273,14.7981,12.5415,12.3301,22.8892,31.3788,58.7778,,67.1317,27.1935,20.4048,76.7,10.2648,19.2961,5.2874,9.8113,9.1157,4.46,5.2186,24.4276,4.9372,5.18,19.4084,23.4914,11.9281,11.8594,5.9857,11.1909,13.1257,5.7707,57.4618,12.29,9.5743,34.1598,4.9847,12.9713,22.5178,39.7499,18.8606,16.6763,,16.7034,23.162,7.6445,13.2769,23.8472,28.9422,13.1754,21.9882,33.5046,16.7353,20.1125,6.118,39.3268,15.4479,16.4598,35.6552,23.9045,9.5904,28.5705,9.5,9.0906,14.8194,24.3292,14.5836,16.1422,24.4277,16.0533,,10.4736,0.316
2018/6/19,4.6885,8.1261,6.5151,19.8383,3.06,4.62,3.394,5.59,3.17,13.7512,2.4059,6.96,4.5877,11.4357,9.2341,8.1364,9.0365,11.86,3.62,11.1,3.918,5.83,2.9846,8.5388,5.5696,5.0837,8.28,6.5726,5.4763,7.914,7.6927,4.4084,3.1864,6.6487,6.2827,8.05,12.12,6.17,12.49,3.2898,7.85,4.49,4.8504,14.62,10.9871,6.6813,38.6842,7.5355,19.1035,18.1188,30.4252,3.8293,14.0075,10.1568,12.9449,4.0194,3.7494,11.3815,8.12,34.8556,11.9099,10.2562,16.1336,13.3203,11.2893,11.0981,20.6588,28.2449,55.8887,,60.4755,24.4712,18.3604,69.03,9.2705,19.2961,4.7805,8.8264,8.2268,4.02,4.6929,24.5513,4.4701,4.66,18.6563,23.6191,10.7704,10.6725,5.4811,10.0728,12.3999,5.3253,56.5449,11.08,8.6416,30.7419,4.4862,12.1966,20.5233,36.5254,18.8606,15.01,,16.4518,20.8487,7.0196,11.9452,22.0128,27.9744,11.8676,19.7934,30.1502,15.7594,18.6764,5.5039,35.3961,13.9045,14.8217,32.0877,21.519,8.6327,25.7164,8.56,8.1786,13.7899,22.6804,13.2623,14.5279,21.9869,14.448,,10.4736,0.29
2018/6/20,4.8439,8.1352,6.583,20.0339,3.05,4.66,3.394,5.5,3.23,13.9526,2.435,7,4.7221,11.5331,9.3302,8.2035,9.0564,12.72,3.62,11.29,3.9081,5.83,3.0365,8.3191,5.6291,5.1399,8.3974,6.5629,5.5554,7.9931,7.6598,4.4679,3.2391,6.8079,6.302,8.06,12.6,6.17,12.4,3.3295,8.64,4.54,4.9799,14.71,12.0858,6.8898,40.4599,7.6052,19.5895,18.405,32.2613,3.9602,14.1997,10.2158,13.4588,4.0591,3.837,11.4905,8.2,35.5417,12.2849,10.3973,16.5257,13.5863,11.3484,11.2273,21.0256,28.6727,55.8987,,61.7223,24.7792,18.7142,69.35,9.3192,19.2961,4.8501,8.8643,8.3058,4.42,4.7513,25.0745,4.6226,4.73,18.9703,23.017,10.8084,10.867,5.5603,10.1807,12.4133,5.4899,57.9252,11.34,8.2547,30.5759,4.5516,12.5934,21.0266,38.7836,18.8606,15.0032,,16.6474,21.6037,6.7853,12.0545,22.6372,28.5314,11.3929,20.41,29.7841,15.9429,18.798,5.5193,35.14,14.0078,15.2954,32.5063,21.8654,8.9589,25.6773,8.46,8.2472,13.9087,22.8721,13.5528,14.9637,22.232,14.5767,,10.4736,0.293
2018/6/21,4.925,8.1994,6.2824,19.945,3.11,4.64,3.3098,5.1,3.16,13.4731,2.3865,6.82,4.7509,10.9584,9.1282,8.2515,8.8876,13.91,3.62,10.63,3.7309,5.6,2.9327,7.5401,5.4008,5.0088,8.4072,6.4467,5.3676,7.9338,7.1667,4.2495,3.0986,6.8525,6.1665,7.71,12.55,6.17,11.98,3.1705,9.5,4.31,4.721,14.13,11.0861,6.7409,43.5921,7.2364,17.7645,18.4839,33.4953,3.9275,14.2081,9.3694,13.439,3.8408,3.7962,10.8169,7.79,34.836,11.7941,9.9467,14.977,12.5026,10.4907,10.2834,19.4197,27.8072,55.9385,,59.0814,23.1597,17.5249,65.8,9.017,19.2961,4.7209,8.8169,8.0787,4.38,4.5468,24.9603,4.6036,4.48,18.6563,22.3328,10.7894,10.5655,5.4218,9.7099,12.0907,5.3834,57.2449,11.04,7.8578,28.7595,4.4862,12.5178,20.6258,39.1681,18.8606,13.5002,,16.5692,20.1654,6.4338,11.5676,22.3055,27.863,11.4704,18.9579,27.5082,15.9429,18.4029,5.0741,32.6279,13.367,15.6013,30.5132,20.054,8.9727,23.8495,7.88,8.0511,13.5028,23.0063,13.1585,14.4685,20.9086,13.6605,,10.4736,0.278
2018/6/22,5.0601,8.4012,6.4376,20.0695,3.09,4.66,3.4407,5.07,3.23,13.6745,2.4059,7.01,4.7412,11.2993,9.1186,8.2707,9.1458,14.18,3.62,10.78,3.7703,5.67,2.9961,7.5701,5.4506,5.1305,8.603,6.5435,5.4368,8.092,7.2061,4.3091,3.125,7.0181,6.2246,7.89,12.76,6.17,12.03,3.2699,10.45,4.38,4.8305,14.48,10.7891,6.86,41.218,7.3859,17.9827,18.178,33.9889,3.9864,14.3167,9.8714,13.4588,3.9698,3.802,11.1141,8.23,35.4633,12.2297,10.9403,15.4122,13.005,10.8949,11.3167,20.0045,29.2498,57.8513,,59.8177,23.9148,17.8395,66.13,9.0853,19.2961,4.7805,8.8927,8.1676,4.82,4.615,24.8937,4.6608,4.53,18.722,22.4331,10.9602,10.7017,5.9659,9.9747,12.3058,5.4609,58.8126,11.25,8.1158,28.779,4.6497,12.8296,21.0638,40.7262,18.8606,13.5886,,16.5594,20.41,6.5119,11.5676,22.7446,27.4978,11.9354,19.3358,27.9634,16.2328,18.6232,5.1585,33.2288,13.6978,15.5421,31.2706,20.3807,9.2711,26.1171,8.05,8.1884,13.6909,23.2939,13.4491,14.7755,21.0851,13.7513,,10.4736,0.287
2018/6/25,5.0398,8.1169,6.4085,19.9183,3.09,4.67,3.4504,5.11,3.18,13.4252,2.3962,6.94,4.7122,11.3967,9.2437,8.2323,8.9372,13.52,3.62,10.83,3.7802,5.66,2.9903,7.7998,5.4307,5.0348,8.4464,6.4371,5.328,8.1118,7.193,4.319,3.0986,6.8525,6.06,7.95,12.96,6.17,12,3.2898,11.17,4.4,4.8206,14.45,11.868,6.9,42.0559,7.4457,18.2902,18.3951,34.4529,3.9929,14.2081,9.9599,13.4588,3.9995,3.7611,11.0843,8.22,35.4829,12.4392,12.037,15.3529,13.074,11.0428,11.0484,19.8955,29.1901,57.5325,,59.7588,24.4911,18.2818,67.36,9.0463,19.2961,4.8103,8.7506,8.1577,4.93,4.7805,24.6845,4.6798,4.53,18.4299,22.6886,11.4821,10.7114,6.0846,10.4063,12.2789,5.3737,59.3647,11.24,8.3142,28.8474,4.5679,12.7257,21.0732,40.5191,18.8606,13.1261,,16.7257,20.4296,6.3753,11.5278,22.7934,26.0371,11.9063,19.6243,27.3202,16.0782,18.6688,5.1892,34.0268,13.56,15.6704,31.3603,20.9449,9.1809,26.0878,8.08,8.2276,13.8493,23.5623,13.5667,14.7953,20.9264,13.5923,,10.4736,0.287
2018/6/26,5.0466,7.9151,6.486,20.0072,3.18,4.72,3.4987,5.19,3.25,13.4731,2.4059,7.06,4.7509,11.4746,9.186,8.146,8.9869,14.21,3.62,11.13,3.8195,5.71,3.031,7.7498,5.5303,5.1305,8.4464,6.5048,5.4467,8.3789,7.2785,4.3786,3.1337,6.8589,6.1374,8.05,13.06,6.17,11.87,3.6177,10.29,4.48,4.9401,14.77,11.6899,6.91,43.1133,7.5853,18.677,18.78,35.7264,4.0257,14.1579,10.4914,13.4093,4.2377,3.837,11.2329,8.6,36.3259,12.7535,12.4768,15.6694,13.3794,11.2991,11.2769,20.3416,30.0258,58.3594,,62.7728,25.6038,18.7929,74.1,9.1925,19.2961,4.9296,8.8453,8.3355,4.94,4.946,24.2945,4.718,4.64,18.576,22.1138,11.3208,10.8573,6.3716,10.5534,12.4671,5.4705,59.1182,11.35,8.4134,30.2145,4.7069,13.0375,21.3435,41.2587,18.8606,13.3098,,18.3396,20.9383,6.2972,11.6471,22.3738,25.6225,11.8676,20.0719,29.2794,16.1652,18.8588,5.3658,35.2483,13.8149,16.0256,32.5561,21.2913,9.5765,26.3419,8.21,8.3649,13.9483,23.4281,13.9887,15.0627,21.581,13.7968,,10.4736,0.3
2018/6/27,5.0331,7.9793,6.4763,19.8027,3.2,4.71,3.4987,5.71,3.24,13.4923,2.4544,7.09,4.6639,11.4941,9.1475,8.146,8.967,13.75,3.62,11.17,3.7998,5.69,3.0252,7.62,5.5303,5.1305,8.5638,6.5823,5.5356,8.3888,7.1667,4.3686,3.1074,6.8653,5.9922,8.13,13.71,6.17,11.75,3.9755,11.32,4.5,5.0596,14.71,12.8579,7.09,41.4075,8.3428,18.7464,18.38,36.0423,4.0584,14.1914,10.4816,13.3501,4.0988,3.767,11.1141,8.46,35.9534,12.6267,12.8297,15.9266,13.2809,11.3484,11.4359,20.3416,30.7919,58.7778,,62.8317,25.8026,18.7142,75.99,9.4752,19.2961,4.9395,8.9874,8.2564,4.85,4.9265,24.3135,4.6703,4.68,18.6563,22.1412,11.2734,10.8573,6.2133,10.5534,12.8502,5.5674,57.3435,11.28,8.7706,30.4489,4.6251,13.2925,21.4553,40.7459,18.8606,13.8538,,17.4886,20.9971,6.1702,11.6371,20.9004,25.5929,11.7029,19.6641,28.7847,16.6386,18.836,5.9031,35.2681,13.6495,15.8381,32.6757,21.2023,9.3891,25.8728,8.21,8.5708,13.9285,22.9776,13.8572,15.1915,21.4024,13.8195,,10.4736,0.3
2018/6/28,4.9925,7.75,6.4085,19.2958,3.14,5.18,3.4601,5.79,3.14,13.4252,2.435,6.9,4.6253,11.611,9.0128,8.0788,8.6195,14.02,3.62,11.1,3.7802,5.64,3.0077,7.5801,5.4805,5.1114,8.554,6.5435,5.7136,8.3097,6.45,4.2991,3.0635,6.8398,5.8954,7.93,13.31,6.17,11.67,3.8761,12.45,4.5,4.97,14.98,13.2637,7.05,37.7964,8.6618,18.5976,17.9,34.2653,4.0257,14.1161,10.265,13.271,4.0095,3.7494,11.0348,8.51,36.6494,12.5661,12.5202,15.7288,13.074,11.1907,11.575,20.2226,30.7919,58.7778,,62.4979,27.4717,18.5766,73.42,9.7091,19.2961,4.8401,8.9211,8.2268,4.78,4.9655,24.2089,4.5845,4.53,18.4299,21.2107,11.3588,10.8573,6.0055,10.828,12.6956,5.5286,57.0773,11.16,8.5027,31.2985,4.6251,13.1603,21.3435,40.4402,18.8606,13.609,,16.6572,20.5861,6.1312,11.6272,20.9882,25.5436,11.7223,18.8584,28.6956,16.3198,18.6156,5.9261,34.6868,13.0983,15.7394,33.1839,21.0439,9.1809,25.5893,8.43,8.7474,13.7008,23.2172,13.6981,14.7161,20.9561,13.5999,,10.4736,0.297
2018/6/29,5.0128,8.0252,6.5927,19.6604,3.23,5.7,3.547,5.85,3.25,13.8184,2.4835,7.11,4.7315,12.0104,9.0417,8.1364,8.9571,14.03,3.62,11.45,3.8983,5.8,3.0948,7.7498,5.6499,5.255,8.5932,6.7468,5.8025,8.4778,7.0944,4.6963,3.125,6.9863,6.031,8.2,13.42,6.17,11.71,4.1743,11.78,4.95,5.1194,14.99,12.5906,7.08,38.7541,8.6917,19.163,18.7,35.598,4.1239,14.2749,10.7768,13.5872,4.1683,3.8254,11.6787,8.76,37.1983,13.0017,12.6125,16.2927,14.0001,11.733,11.724,20.6984,30.7919,58.977,,64.7657,28.0679,19.2843,76.96,9.8456,19.2961,5.0091,9.1105,8.3947,4.97,5.0142,24.4562,4.737,4.67,18.7585,21.6394,11.6055,11.2076,6.3716,11.2498,13.0652,5.6255,59.0492,11.48,8.7012,31.6208,4.715,13.5098,21.8654,41.4066,18.8606,13.9831,,16.6866,21.2221,6.3167,11.8955,21.4176,26.2048,11.8288,20.2608,29.6158,16.4744,19.1779,6.0029,36.3714,13.6978,16.1736,33.9014,21.7566,9.3822,26.3322,8.9,8.8552,14.0572,23.6198,14.127,15.2509,21.9777,13.9937,,10.4736,0.306
2018/7/2,4.952,7.8601,6.457,19.2958,3.2,6.27,3.518,5.8,3.2,13.4444,2.4835,7.05,4.6639,11.7376,8.5704,7.9445,8.4109,13.46,3.62,11.4,3.8195,5.72,3.0484,7.5701,5.5801,5.1975,8.4855,6.6597,5.5949,8.3888,7.8045,4.4679,3.1337,6.7952,5.8761,8.24,14.54,6.17,11.55,3.9954,11.43,4.86,5.0596,14.51,13.1548,6.95,40.9486,8.6119,19.1035,20.57,36.3878,4.0911,14.1997,10.1765,13.2216,4.1484,3.7494,11.4112,8.62,34.934,12.6653,13.1446,15.897,13.872,11.6147,11.416,20.2821,30.7919,58.4989,,63.2244,26.7365,18.8813,78.16,10.1381,19.2961,4.9494,8.9401,8.2268,4.83,4.9947,23.7903,4.6989,4.69,18.7001,20.7272,11.2069,10.9546,6.1935,10.8476,12.8636,5.548,58.8619,11.27,8.1456,30.4489,4.617,13.3965,21.8934,39.5231,16.9761,13.6022,,16.7159,20.8894,6.1409,11.6471,21.2029,26.4812,11.4898,19.7536,29.9028,16.2038,18.8588,5.9185,36.7458,13.367,16.0256,33.2736,21.321,9.1601,25.9412,8.39,8.6297,14.1166,23.754,13.7604,14.8448,21.4818,13.7665,,10.4736,0.298
2018/7/3,5.0601,7.7409,6.5733,19.3225,3.27,6.46,3.5664,5.76,3.27,13.6074,2.5029,7.13,4.6833,11.8545,8.5511,7.8293,8.5996,13.13,3.62,11.69,3.8688,5.82,3.1239,7.6899,5.6898,5.2741,8.5638,6.7468,5.6345,8.3591,7.9754,4.5275,3.1513,6.999,6.4666,8.28,13.88,5.55,11.29,3.9557,10.83,4.89,5.0895,14.9,12.65,6.94,42.1756,8.6718,19.53,20.24,36.9505,4.1435,14.1579,11.1902,13.2414,4.2377,3.7494,11.6391,8.72,34.6008,13.0789,13.0849,16.4213,14.0888,12.0189,11.9128,21.0355,30.7919,56.885,,64.2356,27.6108,19.3531,76.6,10.8789,19.2961,5.0091,9.2242,8.5034,4.98,5.1115,24.1518,4.7275,4.85,18.7658,21.0829,11.1405,11.0908,6.233,10.9561,12.8434,5.5383,57.8463,11.5,8.3142,30.029,4.7722,13.4815,22.3128,40.2923,15.2754,13.881,,16.7452,21.4178,6.2874,11.8558,21.6029,26.6194,11.6641,20.6786,29.6653,16.0589,19.1095,5.9876,37.0906,13.9458,16.223,34.29,21.9248,9.3961,26.0585,8.49,8.7277,14.2255,24.3771,14.0509,15.34,21.9777,14.0618,,10.4736,0.306
2018/7/4,5.0601,7.4382,6.3988,19.1002,3.25,5.81,3.489,5.45,3.19,13.6172,2.4641,7.04,4.577,11.6694,8.1279,7.5895,8.5102,12.3,3.62,11.2,3.7605,5.7,3.0716,7.6799,5.5801,5.1688,8.5638,6.6597,5.4368,8.2108,7.4954,4.3786,3.1337,7.0054,6.5827,8.01,13.29,5.18,11.14,3.8563,10.28,4.68,4.9102,14.55,11.383,7.05,41.4374,8.2132,18.3497,20.01,34.0975,4.1239,14.0409,12.3121,12.8659,4.1782,3.656,11.2726,8.35,32.4737,12.5275,12.1347,15.6596,13.4976,11.4668,11.3067,20.4704,30.7919,53.8963,,61.8107,25.2561,18.3112,74.87,10.5572,19.2961,4.8699,8.9685,8.2663,4.96,4.946,23.952,4.6703,4.84,18.408,21.2928,10.8748,10.7698,6.0055,10.7392,12.4133,5.4415,56.673,11.24,8.0959,27.031,4.6987,13.0564,21.7163,38.892,13.7509,13.1193,,16.7844,20.5274,6.2483,11.5079,20.7248,25.8791,11.6738,19.853,27.1817,15.8077,18.684,5.7035,33.3864,13.7116,15.9763,30.862,20.6974,9.0768,25.3352,8.24,8.7768,14.0374,23.8978,13.3868,14.6666,21.1148,13.7211,,10.4736,0.301
2018/7/5,4.979,7.2823,6.2824,18.4155,3.1,5.39,3.3344,5.12,2.98,12.7845,2.3865,6.94,4.4805,11.2993,8.2722,7.3208,8.4606,11.65,3.62,10.77,3.6712,5.73,3.0658,7.5801,5.4905,5.0444,8.4366,6.5435,5.3182,7.9733,6.9234,4.2694,3.046,6.878,6.1181,8.08,12.47,4.89,10.7,3.7768,9.79,4.58,4.701,14,10.4229,7.14,40.6793,8.2132,18.0719,20.2,34.5023,4.0388,13.9657,12.1744,13.0042,4.0095,3.5742,11.015,8.2,32.2875,12.136,13.3509,15.0067,13.074,11.3386,11.0981,19.9847,29.4985,52.6012,,61.3492,26.2894,17.8356,78.86,10.4013,19.2961,4.7109,8.7222,8.1083,4.83,5.1894,24.3325,4.6131,4.54,18.3788,21.6212,10.5427,10.5655,5.7482,10.7194,12.2789,5.2285,56.0519,11.09,7.9273,27.3923,4.5925,13.2547,21.2166,37.4523,12.3797,12.6636,,16.579,19.9403,5.9945,11.1899,19.8271,25.6324,11.296,18.749,26.2416,15.7594,18.3041,5.4809,32.5097,13.2361,15.4237,30.3239,20.1035,8.8825,24.9246,8.05,8.4728,13.6612,23.5911,13.1377,14.3002,20.1231,13.2516,,10.4736,0.295
2018/7/6,4.9114,7.4749,6.2921,18.6912,3.14,5.24,3.4407,5.63,2.88,13.049,2.435,6.96,4.4708,11.6207,8.3395,7.292,8.54,11.64,3.62,10.75,3.7109,5.66,3.1471,7.63,5.5502,5.0827,8.5051,6.5629,5.3182,8.0723,7.0023,4.3289,3.0899,6.8844,5.9438,7.98,12.78,4.82,11.09,3.5382,9.98,4.54,4.7309,14.29,10.5021,6.86,38.971,8.0039,18.3199,20.5,35.4598,4.0911,14.1078,11.9775,13.0042,4.0591,3.5509,11.2825,8.37,32.8854,12.4062,12.9817,15.1155,13.34,11.7165,11.5055,20.1433,28.2847,52.9996,,61.3394,26.3888,18.3013,79.55,10.3428,17.4163,4.7507,8.8548,8.1182,4.57,4.8779,24.1137,4.6036,4.59,18.3058,21.5756,10.5427,10.5946,5.8076,10.5617,12.5141,5.3059,55.7068,11.1,8.0265,28.7302,4.5679,13.3303,21.255,37.4918,12.418,12.7317,,16.6083,20.0675,5.9945,11.2794,19.8076,25.5633,11.4704,19.5745,27.0134,15.6724,18.3497,6.0259,33.9677,13.243,15.6901,31.0314,20.4698,9.1462,25.2179,8.09,8.5512,13.6909,23.1118,13.3453,14.3794,19.9842,13.0395,,10.4736,0.296
2018/7/9,4.9858,7.5849,6.457,19.1091,3.25,5.41,3.547,5.68,2.91,13.48,2.4843,7.01,4.5384,11.8155,8.2722,7.6278,8.7287,11.87,3.62,11.24,3.7605,5.75,3.1935,7.69,5.7097,5.1975,8.603,6.7275,5.3874,8.2108,7.0746,4.458,3.125,6.9735,6.5343,8.11,12.92,4.88,11.38,3.5879,10.33,4.61,4.9002,14.48,10.9178,6.85,39.3107,8.1933,18.9051,20.62,39.0038,4.078,14.3,12.322,13.2908,4.1186,3.5626,11.4806,8.51,33.3265,12.8087,12.846,15.6596,13.77,11.9851,12.1115,20.8174,29.1403,53.9959,,62.2426,29.0316,18.8562,82.65,10.4597,18.2717,4.8501,8.9211,8.2367,4.61,4.9947,24.1518,4.6798,4.69,18.8169,21.7215,10.704,10.8281,5.867,10.749,12.9174,5.3447,56.673,11.33,8.1158,29.3161,4.6742,13.5854,21.6874,38.4581,11.6366,12.9765,,16.6768,20.7524,6.1507,11.5477,20.0808,25.9877,11.4994,19.8928,27.8051,15.7787,18.6916,6.2793,35.3075,13.5531,15.3348,32.2472,21.321,9.5348,26.8795,8.22,8.6297,13.9483,23.3035,13.8019,14.9538,20.4603,13.4106,,10.4736,0.302
