ÈÕÆÚ,000550.SZ,000572.SZ,000625.SZ,000800.SZ,000868.SZ,000927.SZ,000951.SZ,000957.SZ,002594.SZ,200550.SZ,200625.SZ,600006.SH,600066.SH,600104.SH,600166.SH,600213.SH,600303.SH,600418.SH,600686.SH,600733.SH,601127.SH,601238.SH,601633.SH,601777.SH,900953.SH
2018/6/4,12.683,4.06,9.5956,8.7981,5.27,4.32,13.144,7.1858,49.8575,9.718,8.0163,4.2403,20.9114,32.6166,2.1193,9.21,6.43,7.1512,12.9003,13.1725,18.6926,12.4667,10.6269,5.72,0.622
2018/6/5,12.7413,3.98,9.7282,8.8479,5.31,4.3,13.1634,7.3507,50.8706,9.804,8.0717,4.2793,20.8927,32.6527,2.1293,9.29,6.58,7.26,13.6912,13.1725,18.9376,12.9837,10.6269,5.76,0.642
2018/6/6,13.237,3.85,9.6619,8.7882,5.46,4.19,13.2995,7.4088,50.7712,10.0429,7.9793,4.3184,20.7897,32.4274,2.1392,9.38,6.54,7.3292,13.6912,13.1725,18.5261,12.9501,10.6269,5.81,0.638
2018/6/7,13.1204,3.95,9.6145,8.6987,5.33,4.12,12.9593,7.3507,50.5726,9.9855,8.1086,4.2598,20.799,32.067,2.1492,9.26,6.74,7.2204,13.533,13.1725,18.1832,13.1247,10.5496,5.74,0.638
2018/6/8,13.0329,3.87,9.3872,8.5496,5.16,4.18,12.7454,7.1179,49.788,9.9951,8.1271,4.1914,20.8646,32.4725,2.0994,9.01,6.88,7.1611,13.1771,13.1725,18.2714,12.9031,10.3467,5.68,0.64
2018/6/11,12.9746,3.78,9.1977,8.4005,5.08,4.07,12.8815,7.1373,49.0828,9.8517,7.85,4.1914,20.4713,32.7878,2.0895,8.91,7.01,7.2402,13.622,13.1725,18.6926,12.8091,10.2791,5.71,0.636
2018/6/12,13.237,3.82,9.2356,8.4502,5.33,4.06,13.5523,7.5737,49.6887,9.9377,7.8685,4.2012,20.8365,33.0852,2.1094,9.32,7.04,7.4479,13.622,13.1725,19.349,13.0111,10.2984,5.99,0.644
2018/6/13,13.0134,3.85,9.3019,8.5596,5.49,4.23,13.4259,7.6998,48.7253,9.8613,7.8962,4.3868,20.3963,33.0221,2.1094,9.48,6.63,7.3984,13.3452,13.1725,19.3686,12.6649,10.1922,5.83,0.643
2018/6/14,13.0718,3.79,9.1883,8.4303,5.29,4.16,13.8148,7.37,48.7154,9.9377,7.9793,4.2989,20.0967,33.0852,2.0994,9.07,6.53,7.3094,12.9893,13.1725,19.1335,12.6649,10.1342,5.76,0.643
2018/6/15,12.683,3.65,9.1977,8.2017,5.13,4.04,13.669,7.0985,47.8513,9.7275,7.9424,4.2696,19.9656,32.914,2.0596,8.61,6.18,7.2402,12.6038,13.1725,18.4085,12.2225,9.941,5.66,0.617
2018/6/19,11.7694,3.32,8.5347,7.3865,4.62,3.67,12.8329,6.3906,44.6731,9.5173,7.6653,3.8957,19.694,33.1572,1.8606,7.78,5.69,6.528,11.813,13.1725,17.3113,11.7802,9.9506,5.15,0.567
2018/6/20,11.8763,3.4,8.5347,7.3666,4.61,3.74,12.8718,6.3324,45.0803,9.5173,7.6561,3.9253,19.6753,32.3734,1.8805,7.86,5.75,6.4489,11.9415,13.1725,17.2427,11.6071,9.7767,5.14,0.571
2018/6/21,11.5265,3.31,8.5063,6.9988,4.27,3.69,13.1245,5.8088,45.4577,9.5173,7.5083,3.7974,19.3662,32.2742,1.8706,7.57,5.4,6.2808,11.4373,13.1725,16.8508,11.7032,9.6898,4.99,0.544
2018/6/22,11.6042,3.35,8.5441,7.0783,4.38,3.75,13.7662,5.9057,46.5304,9.5364,7.5268,3.8269,19.1977,31.7697,1.9004,7.74,5.46,6.3599,11.6746,13.1725,17.0271,11.5494,9.6222,5.15,0.566
2018/6/25,11.4973,3.31,8.4684,7.118,4.35,3.73,13.4843,5.8766,45.7458,9.5173,7.4622,3.8072,19.1977,31.6706,1.8706,7.8,5.3,6.3302,11.8624,13.1725,16.6059,11.3474,9.5642,5.14,0.564
2018/6/26,11.5362,3.36,8.4494,7.2274,4.79,3.83,13.4065,6.2064,46.0636,9.5364,7.4622,3.8859,19.0572,31.6706,1.9004,8.17,5.38,6.4192,12.1194,13.1725,16.8116,11.2801,9.6029,5.19,0.571
2018/6/27,11.5945,3.36,8.3736,7.2473,5.27,3.89,13.1148,6.2548,46.7787,9.5364,7.3236,3.9154,18.7107,31.7517,1.99,8.18,5.38,6.4291,11.7635,13.1725,16.841,10.8762,9.4773,5.21,0.581
2018/6/28,11.5653,3.34,8.3736,7.0485,5.26,3.81,12.5996,6.0318,45.6961,9.5269,7.2313,3.8662,17.6618,30.5894,1.9601,7.97,5.27,6.35,11.7042,13.1725,16.692,10.3569,9.4096,5.11,0.582
2018/6/29,11.7694,3.43,8.5252,7.4362,5.79,3.89,12.9204,6.633,47.3547,9.5077,7.3236,4.0236,17.9709,31.5264,2.0198,8.57,5.46,6.51,12.3468,13.1725,17.1788,10.7127,9.4869,5.23,0.6
2018/7/2,11.5459,3.41,8.4494,7.1976,6.16,3.81,12.1815,6.73,45.6663,9.5269,7.3606,3.9253,16.613,30.1298,1.98,8.59,5.82,6.43,11.8426,13.1725,16.9105,10.5877,9.5546,5.14,0.59
2018/7/3,11.6528,3.42,8.5347,7.2672,5.92,3.82,11.9676,6.6718,45.0406,9.5364,7.2405,3.9351,16.4725,29.5802,1.99,8.35,5.67,6.27,11.8624,13.1725,16.8907,10.4627,9.4869,5.19,0.612
2018/7/4,11.5459,3.35,8.5536,7.1678,5.49,3.71,11.7051,6.3712,45.4776,9.3835,7.2036,3.8662,16.4632,29.5802,1.9701,8.2,5.53,6.34,13.0486,13.1725,16.8609,10.3185,9.429,5.13,0.597
2018/7/5,11.3418,3.29,8.4684,6.8993,5.5,3.49,11.0927,6.3809,45.269,9.3453,7.1851,3.758,15.6484,30.0307,1.9004,7.9,5.17,6.19,12.8114,13.1725,16.7615,9.953,9.1488,5.01,0.595
2018/7/6,11.2058,3.16,8.2589,7.0286,5.22,3.52,11.0732,6.1579,45.716,9.2402,7.0658,3.8072,15.9856,30.3821,1.9203,7.87,5.19,6.1,13.3452,13.1725,16.9205,10.0011,8.9652,4.98,0.594
2018/7/9,11.3515,3.19,8.3686,7.1777,5.31,3.58,11.4038,6.3033,46.2026,9.3644,7.1553,3.8859,16.0886,31.0669,1.9502,8.07,5.25,6.26,13.3056,13.1725,17.0198,10.1069,8.9942,5.05,0.604
2018/7/10,11.3904,3.21,8.3586,7.2075,5.37,3.59,11.5302,6.3615,46.3119,9.4122,7.0559,3.8859,16.6411,31.2111,1.9601,8.16,5.23,6.3,13.2167,13.1725,16.9702,10.1357,8.8107,5.06,0.601
2018/7/11,11.1766,3.1,8.0794,7.0385,5.12,3.47,11.2774,6.1482,45.1499,9.3835,7.0857,3.817,16.3789,31.2471,1.9203,7.87,5.06,6.14,12.9399,13.1725,16.9105,9.8857,9.2454,4.95,0.581
2018/7/12,11.4682,3.15,8.209,7.2075,5.25,3.57,11.5788,6.3227,46.2026,9.4695,7.1056,3.8761,16.5474,30.9858,1.9601,8.08,5.12,6.27,13.0981,13.1725,17.1093,10.0107,9.3034,5.07,0.602
2018/7/13,11.4682,3.18,8.229,7.2274,5.23,3.54,11.4427,6.3324,45.6365,9.4026,7.0658,3.8957,16.7628,31.5624,1.9502,8.04,5.07,6.28,12.9201,13.1725,17.1391,10.0492,9.0522,5.06,0.602
2018/7/16,11.5459,3.12,7.9796,7.1876,4.97,3.49,11.2385,6.3324,43.6502,9.374,6.7578,3.8072,16.6036,31.5805,1.9402,7.98,5.02,6.41,12.5515,13.1725,17.2086,9.9434,8.8203,5.09,0.598
2018/7/17,11.5945,3.12,7.9297,7.1777,4.94,3.56,11.1704,6.3518,43.2529,9.3644,6.6783,3.7974,16.9501,31.0671,1.9303,8.07,5.06,6.32,12.6113,13.1725,17.1291,9.8665,8.7237,5.11,0.598
2018/7/18,11.75,3.12,7.9996,7.5256,5.43,3.67,11.1413,6.5361,43.0046,9.3166,6.6882,3.9056,16.4819,31.0006,1.9303,8.1,5.11,6.29,12.4718,13.1725,17.0695,9.9146,8.9556,5.08,0.603
2018/7/19,11.5848,3.04,7.8998,7.3467,5.41,3.58,11.1704,6.3712,41.8624,9.2784,6.559,3.8367,16.5381,30.2306,1.9004,7.85,5.03,6.17,12.0435,13.1725,17.2782,9.9242,8.8686,4.96,0.595
2018/7/20,11.7208,3.03,7.9098,7.4065,5.26,3.62,11.2871,6.4003,42.6173,9.3453,6.559,3.8466,16.6317,30.8009,1.9004,7.86,5.05,6.22,12.163,13.1725,17.3577,9.9434,8.8686,5.04,0.604
2018/7/23,11.9541,3.05,7.9896,7.4763,5.22,3.66,11.5302,6.4391,43.2032,9.5173,6.718,3.9154,16.7816,30.9911,1.9104,7.97,5.08,6.25,12.0734,13.1725,17.3775,9.9723,8.8686,5.11,0.606
2018/7/24,11.994,3.1,8.1592,7.6757,5.33,3.72,12.026,6.5943,43.9878,9.6365,6.7975,4.0236,16.6598,30.9625,1.9601,8.14,5.18,6.38,12.3523,13.1725,17.5266,10.4819,8.9652,5.2,0.621
2018/7/25,12.1038,3.19,8.1392,7.6757,5.57,3.7,12.0065,6.7494,43.7495,9.557,6.7279,4.0433,17.0157,31.1242,1.99,8.35,5.7,6.46,12.3722,13.1725,17.3278,10.3858,8.8976,5.21,0.618
2018/7/26,11.9142,3.17,8.1093,7.5959,5.37,3.7,11.9676,6.6136,42.7066,9.557,6.7578,4.0531,16.6411,30.5538,2.02,8.22,6.27,6.39,11.9439,13.1725,17.0397,10.4339,8.7817,5.26,0.62
2018/7/27,11.9242,3.28,8.0993,7.6258,5.29,3.76,11.8218,6.6039,42.6967,9.6166,6.7975,4.0433,16.4387,29.6412,2.03,8.21,5.74,6.37,11.8841,13.1725,17.0695,10.2992,8.7624,5.19,0.62
2018/7/30,11.8244,3.11,7.9896,7.4364,5.25,3.64,12.0065,6.41,42.2101,9.6465,6.6981,4.0138,16.0822,30.1165,1.98,8.03,5.46,6.28,11.7148,13.1725,17.0298,10.1742,8.5981,5.18,0.615
2018/7/31,11.8244,3.12,8.0594,7.4663,5.28,3.69,12.0649,6.4,41.9518,9.7359,6.8075,4.0138,16.1882,30.3066,2.01,8.05,5.39,6.18,12.0833,13.1725,17.0397,10.2223,8.4532,5.19,0.609
2018/8/1,11.7246,3.08,7.9397,7.3367,5.31,3.67,11.8607,6.38,41.6936,9.4279,6.7478,3.9646,15.6968,29.8218,1.99,7.98,5.29,6.12,11.9837,13.1725,17.1887,10.1838,8.2407,5.11,0.604
2018/8/2,11.525,3,7.7103,7.0875,5.09,3.57,11.2191,6.18,39.8264,9.3782,6.6186,3.817,15.0319,28.8616,2.02,7.62,5.26,5.93,12.1531,13.1725,17.1689,9.7992,8.0281,4.97,0.582
2018/8/3,11.3554,3,7.5308,7.0277,5.06,3.49,11.1996,6.11,38.0685,9.3186,6.6981,3.7974,15.0319,27.6353,1.98,7.61,5.17,5.8,12.163,13.1725,17.0099,9.7992,7.8349,4.94,0.579
2018/8/6,11.086,2.92,7.5308,6.8682,4.77,3.39,11.0635,6.04,37.0356,8.9908,7.2646,3.7482,14.9355,27.9015,1.92,7.48,5.16,5.71,11.914,13.1725,16.692,9.7992,7.5065,4.94,0.572
2018/8/7,11.2556,3,7.6704,7.0177,4.86,3.43,11.5593,6.18,37.7408,9.2292,7.1652,3.8269,15.3017,28.5384,1.96,7.66,5.26,5.82,12.163,13.1725,17.2186,10.0107,7.661,5.04,0.588
2018/8/8,11.1059,2.96,7.5407,6.9679,4.8,3.4,11.4524,6.07,38.0288,9.1199,7.2447,3.7974,14.9163,27.6068,1.95,7.59,5.16,5.69,12.1232,13.1725,17.0298,9.8376,7.236,4.99,0.577
2018/8/9,11.2456,3,7.6305,7.0776,4.9,3.41,11.8704,6.16,38.9822,9.1497,7.1851,3.8466,15.3113,28.5194,1.99,7.72,5.28,5.77,12.3523,13.1725,17.2682,10.0492,7.2649,5.06,0.59
2018/8/10,11.2456,3.01,7.6405,7.1274,4.94,3.44,11.8801,6.2,41.4056,9.1299,7.0957,3.8466,15.3692,28.5099,1.98,7.76,5.39,5.77,12.2826,13.1725,17.0695,10.0396,7.3132,5.05,0.596
2018/8/13,11.2656,2.98,7.5607,7.0975,5.12,3.39,11.7635,6.23,42.8755,9.0106,6.9963,3.8269,15.3692,28.1581,1.97,7.86,5.49,5.75,12.3324,13.1725,17,10.0588,7.2746,4.99,0.598
2018/8/14,11.2357,2.98,7.5308,7.0676,5.11,3.41,11.6954,6.2,42.8556,8.8119,6.887,3.8367,15.3306,28.4148,1.96,7.78,5.43,5.82,12.2527,13.1725,17.1093,10.1454,7.2166,5.01,0.597
2018/8/15,11.086,2.94,7.3412,7.0576,4.98,3.46,11.4427,6.3,41.8426,8.5934,6.7677,3.7777,14.7043,27.7304,1.93,7.61,5.35,5.52,11.904,13.1725,17.1291,9.9338,6.8495,4.89,0.59
2018/8/16,10.9762,2.9,7.2016,6.9878,4.86,3.45,11.4815,6.21,41.9717,8.4841,6.7379,3.758,14.897,26.9413,1.92,7.5,5.19,5.37,11.7945,13.1725,17.0496,9.8473,6.8399,4.82,0.589
2018/8/17,10.6868,2.78,7.0221,6.9081,4.76,3.4,11.4621,6.07,42.3005,8.4344,6.7081,3.7383,14.7814,26.6466,1.89,7.19,5.15,5.25,11.2765,13.1725,17.0099,9.7992,6.7143,4.63,0.591
2018/8/20,10.6968,2.81,6.9921,6.8882,4.87,3.39,11.4913,6.17,45.0807,8.3053,6.6087,3.7777,14.4345,26.7132,1.91,7.15,5.27,5.1,11.0075,13.1725,17.2086,9.8953,6.6949,4.63,0.592
2018/8/21,10.8665,2.81,7.052,6.9181,4.95,3.4,11.4329,6.2,44.7419,8.4444,6.7776,3.7974,14.7332,27.0459,1.92,7.24,5.3,5.12,10.9677,13.1725,17.3974,9.9338,6.8882,4.68,0.594
2018/8/22,11.1458,2.87,7.0221,6.8882,4.79,3.39,11.1802,6.11,44.6323,8.504,6.7279,3.7678,14.3574,27.141,1.91,7.05,5.23,5.05,10.7087,13.1725,17.5762,9.9242,6.7529,4.65,0.587
2018/8/23,11.1758,2.86,7.1916,6.8882,4.84,3.4,11.151,6.11,44.1639,8.4444,6.8373,3.7875,14.6465,26.8748,1.91,7.14,5.21,5.07,10.7286,13.1725,17.6855,9.8953,6.7626,4.81,0.598
2018/8/24,11.2556,2.91,7.1717,6.8582,4.8,3.41,11.1218,6.05,43.297,8.4543,6.718,3.7875,14.7428,26.9698,1.92,7.05,5.2,5.08,10.5792,13.1725,17.0298,9.8953,6.7916,4.73,0.589
2018/8/27,11.3454,2.92,7.2116,6.9579,4.86,3.45,11.569,6.14,44.8515,8.5735,6.8472,3.8269,14.9548,27.7113,1.93,7.18,5.24,5.16,10.8282,13.1725,17.0099,10.0588,6.9075,4.79,0.604
2018/8/28,11.4652,2.9,7.1717,6.938,4.85,3.4,11.6663,6.13,45.4295,8.494,6.7876,3.817,15.321,27.4452,1.93,7.22,5.22,5.13,10.868,13.1725,16.99,10.1261,6.9848,4.76,0.6
2018/8/29,11.3953,2.85,7.1218,6.9181,4.77,3.39,11.7538,6.14,46.137,8.5238,6.6584,3.8269,15.1379,27.0934,1.9,7.15,5.25,5.07,10.8083,13.1725,16.8708,10.3088,6.8785,4.73,0.595
2018/8/30,11.4552,2.78,7.0221,6.8383,4.7,3.39,11.7635,6,44.8415,8.504,6.6882,3.8367,15.0704,27.2075,1.91,7.15,5.16,5.02,10.5991,13.1725,16.8708,10.1646,6.8302,4.69,0.597
2018/8/31,11.3554,2.78,6.9722,6.7785,4.6,3.37,11.6079,5.83,44.3034,8.4543,6.8373,3.8072,14.5983,27.7113,1.87,7.07,5.15,4.89,10.5692,13.1725,16.8907,10.0011,6.8688,4.65,0.584
2018/9/3,11.3554,2.8,6.9622,6.4595,4.58,3.15,11.8413,5.7,43.5162,8.494,6.9466,3.7875,14.579,27.6258,1.85,7,5.08,4.94,10.5493,13.1725,16.6423,9.828,6.8399,4.64,0.574
2018/9/4,11.4951,2.81,7.0021,6.5094,4.61,3.13,11.7829,5.75,44.3632,8.5934,6.8571,3.8466,14.8488,27.6163,1.87,7.09,5.18,4.97,10.619,13.1725,16.6522,9.8184,6.9365,4.68,0.584
2018/9/5,11.4153,2.79,6.8924,6.4296,4.47,3.01,11.2774,5.63,42.3503,8.5238,6.8373,3.817,14.6465,26.6941,1.84,6.99,5.18,4.89,10.4198,13.1725,16.5727,9.7799,6.8688,4.61,0.58
2018/9/6,11.3454,2.74,6.8226,6.3897,4.4,3.07,11.2288,5.63,42.45,8.5139,6.8273,3.7875,14.2321,26.8843,1.84,6.87,5.22,4.83,10.3401,13.1725,16.6423,9.7511,6.6273,4.6,0.574
2018/9/7,11.2157,2.74,6.8325,6.3897,4.5,3.07,11.3552,5.68,42.6692,8.4444,6.7081,3.7974,14.2899,27.0079,1.84,7,5.32,4.86,10.36,13.1725,16.7218,9.8376,6.7143,4.61,0.58
2018/9/10,10.9363,2.64,6.643,6.1704,4.38,3.01,11.151,5.54,41.583,8.3252,6.6484,3.7482,13.8756,27.0459,1.82,6.76,5.24,4.83,10.1807,13.1725,16.6721,9.7703,6.7239,4.52,0.578
2018/9/11,10.7866,2.68,6.6131,6.1505,4.39,3.02,11.1121,5.57,41.3738,8.3351,6.5789,3.7383,13.7214,26.8843,1.83,6.75,5.38,4.83,10.1807,13.1725,16.692,9.7607,6.6853,4.55,0.578
2018/9/12,10.8066,2.68,6.5932,6.1605,4.47,2.99,11.1802,5.64,41.892,8.1861,6.4099,3.7383,13.6058,26.8367,1.83,6.76,5.46,4.87,10.1508,13.1725,16.6522,9.7799,6.7529,4.57,0.577
2018/9/13,11.1558,2.73,6.643,6.2402,4.52,3.04,11.5204,5.66,42.7689,8.1563,6.3901,3.7678,13.336,27.3786,1.83,6.81,5.55,5.01,10.2604,13.1725,16.6522,9.8376,6.7819,4.63,0.581
2018/9/14,11.086,2.73,6.8026,6.32,4.73,3.1,11.5204,5.78,44.6522,8.1563,6.4199,3.817,13.5287,27.9015,1.84,6.98,5.43,5.25,10.3998,13.1725,17.2086,10.03,7.0138,4.61,0.58
2018/9/17,10.9263,2.61,6.643,6.1904,4.37,3,11.5399,5.5,44.6522,8.1463,6.2609,3.7482,13.2685,27.8729,1.81,6.64,5.21,5.05,10.111,13.1725,16.682,9.8843,6.9268,4.55,0.579
2018/9/18,11.086,2.61,6.7129,6.2601,4.42,3.02,11.7246,5.56,44.9212,8.1861,6.3404,3.7777,13.2975,28.1106,1.82,6.68,5.27,5.08,10.1408,13.1725,16.7317,9.8843,6.9751,4.6,0.582
2018/9/19,11.1359,2.64,6.7827,6.3399,4.48,3.05,11.9288,5.57,46.7946,8.2059,6.3006,3.8072,13.5094,28.3768,1.83,6.73,5.28,5.09,10.1707,13.1725,16.7317,9.9717,7.1876,4.64,0.589
2018/9/20,11.0361,2.66,6.7926,6.3299,4.46,3.05,11.8413,5.59,45.7882,8.1563,6.1118,3.7974,13.4227,28.2057,1.83,6.71,5.27,5.01,10.1907,13.1725,16.7019,9.9523,7.1587,4.63,0.583
2018/9/21,11.4352,2.71,7.3313,6.5991,4.57,3.36,12.4246,5.67,46.8445,8.2755,6.3602,3.9154,13.7696,29.7362,1.86,6.86,5.37,5.18,10.3899,13.1725,16.7714,10.3795,7.7576,4.7,0.592
2018/9/25,11.5949,2.7,7.3213,6.5393,4.52,3.29,12.1912,5.61,48.0303,8.1364,6.3304,3.8859,13.548,29.8693,1.85,6.87,5.64,5.2,10.5692,13.1725,16.682,10.4281,7.6224,4.69,0.587
2018/9/26,11.4851,2.7,7.2515,6.5492,4.52,3.26,12.1329,5.62,48.0901,8.196,6.3205,3.8859,13.8467,30.1355,1.87,6.85,5.6,5.18,10.5194,13.1725,16.6224,10.4378,7.6127,4.68,0.587
2018/9/27,11.2855,2.64,7.2216,6.5991,4.41,3.29,11.9579,5.46,47.6317,8.2854,6.2112,3.8466,13.7311,29.7647,1.83,6.72,5.6,5.06,10.2703,9.5,16.5231,10.564,7.4292,4.59,0.591
2018/9/28,11.3454,2.68,7.2615,6.5692,4.52,3.34,12.0649,5.53,48.9271,8.2059,6.2807,3.8957,14.1358,31.6375,1.87,6.76,5.69,5.22,10.3799,10.45,16.5926,10.7291,7.6031,4.64,0.595
2018/10/8,11.0261,2.65,7.032,6.2601,4.38,3.13,11.4038,5.34,46.3861,8.0271,5.9031,3.7777,13.7792,28.5289,1.85,6.4,5.23,5.07,9.9815,10.8,16.4535,10.4378,7.4098,4.56,0.583
2018/10/9,11.0361,2.6,6.9423,6.2901,4.38,3.14,11.326,5.3,46.9242,8.0967,5.9627,3.758,13.2975,28.5669,1.84,6.46,5.11,5.01,9.8619,11.7,16.3939,10.564,7.3422,4.56,0.58
2018/10/10,11.096,2.58,7.0221,6.31,4.4,3.07,11.3552,5.34,45.7483,8.0768,5.6944,3.7482,13.1915,27.9015,1.84,6.5,5.11,5.1,9.8719,11.03,16.5032,10.6708,7.149,4.58,0.58
2018/10/11,10.3675,2.32,6.4435,5.682,3.97,2.78,10.6552,4.81,42.6692,7.898,5.3963,3.3743,12.5459,27.0554,1.7,5.88,4.6,4.6,8.8857,10.34,16.4734,10.2727,6.7239,4.12,0.543
2018/10/12,10.1181,2.2,6.4735,5.5424,3.93,2.75,10.4802,4.45,46.2565,8.0072,5.3068,3.2661,12.5169,26.9888,1.65,5.84,4.43,4.59,8.3179,10.77,16.5529,10.2921,6.579,3.96,0.536
2018/10/15,9.8387,2.09,5.9747,5.4427,3.82,2.72,10.1302,4.44,46.7647,7.5304,4.7801,3.2169,12.2279,25.6674,1.61,5.75,4.44,4.47,8.0489,9.88,16.5032,10.0882,5.9607,3.9,0.538
2018/10/16,9.4395,2.08,5.7553,5.2434,3.82,2.65,10.1788,4.26,45.7982,7.3218,4.4621,3.1973,11.3992,25.81,1.56,5.78,4.29,4.37,7.521,8.99,16.3939,10.0494,5.7965,3.86,0.534
2018/10/17,9.5094,2.14,5.7952,5.353,3.85,2.66,10.1496,4.26,47.1434,7.3218,4.472,3.2268,11.5534,26.3519,1.58,5.7,4.33,4.43,7.6007,8.67,16.3939,10.0591,5.8062,3.9,0.507
2018/10/18,9.2998,2.01,5.6655,5.2135,3.64,2.59,9.7608,4.16,46.0174,7.1628,4.3925,3.1186,11.563,26.1523,1.54,5.42,4.07,4.21,7.4114,7.9,16.2747,10.0106,5.8351,3.75,0.457
2018/10/19,9.5792,2.05,5.8351,5.3032,3.68,2.56,10.0233,4.22,46.8544,7.5006,4.3727,3.1579,11.5823,26.7702,1.55,5.51,4.1,4.3,7.6604,8.2,16.3641,10.1465,5.8738,3.8,0.44
2018/10/22,9.9784,2.15,6.1244,5.6222,3.87,2.66,10.4899,4.41,49.8339,7.739,4.7006,3.2858,11.9581,27.4357,1.62,5.81,4.35,4.5,8.0589,8.59,16.533,10.6125,6.0284,3.97,0.484
2018/10/23,9.8287,2.15,5.9947,5.5225,3.87,2.73,10.2274,4.45,48.2893,7.6297,4.5913,3.2563,11.7075,26.409,1.62,5.77,4.27,4.4,7.8696,8.87,16.2846,10.4184,5.8931,3.92,0.483
2018/10/24,9.8586,2.14,6.0346,5.6022,3.85,2.76,10.2274,4.42,48.5983,7.6794,4.8994,3.2563,11.5726,26.2664,1.61,5.84,4.32,4.4,7.7999,8.82,16.2846,10.4184,5.7772,3.95,0.491
2018/10/25,10.2179,2.19,6.2341,6.1605,3.94,3.04,10.208,4.51,49.4253,7.7788,5.3366,3.4826,11.3221,26.0762,1.65,5.95,4.29,4.46,7.8597,9.05,16.2945,10.4281,5.9317,3.98,0.5
2018/10/26,10.138,2.22,6.2839,6.7785,3.93,3.34,10.208,4.54,48.4488,7.6893,5.4758,3.4334,11.8521,26.1618,1.64,5.98,4.33,4.47,7.8098,8.93,16.1952,10.5057,5.9317,4.05,0.499
2018/10/29,10.0183,2.13,6.1543,6.5293,3.82,3.59,10.101,4.46,47.2131,6.9244,5.1876,3.3547,10.6669,25.753,1.62,5.82,4.14,4.41,7.511,8.97,16.0461,10.1562,5.6033,3.93,0.487
2018/10/30,10.0482,2.22,6.3039,6.629,3.92,3.75,10.1496,4.6,46.3661,7.0237,5.0683,3.453,10.214,26.0667,1.78,6.04,4.19,4.53,7.7302,9.17,15.8077,10.3407,5.9124,4.08,0.5
2018/10/31,10.2378,2.23,6.3737,6.4894,3.91,3.57,10.3344,4.56,46.6252,6.9939,5.2472,3.4334,10.2718,25.772,1.85,6.04,4.26,4.55,7.6405,8.92,15.9269,10.4863,5.9221,4.06,0.522
2018/11/1,10.4873,2.24,6.4535,6.4097,3.93,3.49,10.5288,4.59,45.5391,7.1827,5.2174,3.4334,10.4742,26.0762,1.79,6.01,4.3,4.53,7.6405,8.71,15.9965,10.5252,5.9221,4.04,0.522
2018/11/2,10.7268,2.27,6.5632,6.5492,4.01,3.54,10.6746,4.71,47.8509,7.4012,5.3168,3.5121,10.9367,26.7132,1.81,6.14,4.39,4.64,7.8796,8.94,16.1753,10.8747,6.0573,4.14,0.53
2018/11/5,10.5671,2.33,6.4934,6.6888,4.01,3.46,10.7135,4.78,48.0801,7.3814,5.1677,3.5121,11.1101,26.3329,1.82,6.25,4.45,4.67,7.8995,9.04,16.1952,10.8262,6.125,4.12,0.533
2018/11/6,10.627,2.28,6.5433,7.1374,3.93,3.59,10.6163,4.7,47.4623,7.3814,5.1379,3.7285,10.9559,26.1903,1.8,6.28,4.39,4.66,7.8198,8.78,16.225,10.8941,6.0767,4.13,0.513
2018/11/7,10.4474,2.28,6.4435,6.8483,3.88,3.42,10.8107,4.7,47.0836,7.4509,5.0484,3.64,10.9367,25.6865,1.79,6.18,4.38,4.63,7.8098,8.58,16.1753,10.9524,5.9994,4.08,0.51
2018/11/8,10.4474,2.31,6.4236,6.938,3.9,3.39,10.558,4.73,48.8075,7.3615,4.9193,3.6301,11.0041,25.8576,1.79,6.26,4.43,4.57,7.7501,8.42,16.1554,10.8067,6.009,4.06,0.51
2018/11/9,10.2179,2.26,6.3039,6.7087,3.84,3.34,10.5094,4.69,49.8239,7.282,4.8795,3.5711,10.8692,25.8766,1.76,6.32,4.35,4.56,7.6405,8.35,16.2846,10.5543,5.9994,4.07,0.499
2018/11/12,10.5072,2.4,6.5034,6.8882,4.22,3.47,10.8205,5.16,51.4283,7.4807,4.9491,3.758,11.3896,26.0002,1.83,6.95,4.55,4.8,7.9892,8.94,16.3939,10.6708,6.1733,4.21,0.503
2018/11/13,10.6469,2.49,6.5732,6.928,4.2,3.48,10.9371,5.15,50.8204,7.4907,4.9491,3.817,11.3606,26.1143,1.86,7.06,4.69,4.84,8.1685,8.84,16.4734,10.5446,6.2216,4.32,0.52
2018/11/14,10.5771,2.51,6.5233,7.1075,4.16,3.64,11.0052,5.09,51.7172,7.3019,4.4522,3.8564,11.1776,25.6579,1.86,7.06,4.68,4.87,8.1485,9.06,16.4436,10.4572,6.1636,4.32,0.538
2018/11/15,10.7367,2.56,6.5433,7.0776,4.18,3.57,11.1802,5.11,51.6275,7.3118,4.3727,3.8466,11.3221,25.3823,1.87,6.97,4.72,4.89,8.2083,9,16.4336,10.4669,6.1829,4.35,0.562
2018/11/16,10.7068,2.53,6.663,7.1772,4.19,3.53,11.1899,5.22,51.3685,7.3516,4.4522,3.8367,11.4955,24.8119,1.87,6.98,4.74,4.92,8.4075,9.17,16.7019,10.5931,6.1636,4.4,0.563
2018/11/19,10.7467,2.56,6.6829,7.3268,4.2,3.53,11.3843,5.18,54.5074,7.3118,4.2634,3.9449,11.4185,24.4791,1.9,7.07,4.76,4.91,8.4075,9.49,17.0198,10.4378,6.1926,4.48,0.558
