ÈÕÆÚ,000520.SZ,002320.SZ,600026.SH,600428.SH,600798.SH,601866.SH,601872.SH,601919.SH,601975.SH,603167.SH
2017/6/23,5.91,6.9812,6.1131,6.049,5.0627,3.5317,4.9448,5.35,,9.7219
2017/6/26,5.93,7.1221,6.2757,6.1485,5.1211,3.5812,4.9448,5.35,,9.9127
2017/6/27,5.9,7.0869,6.2853,6.1385,5.1406,3.5812,4.9448,5.35,,9.9127
2017/6/28,5.85,7.1976,6.2662,6.0788,5.053,3.5416,4.9448,5.35,,9.9036
2017/6/29,5.86,7.1775,6.3236,6.2281,5.0627,3.5614,4.9448,5.35,,9.84
2017/6/30,5.79,7.1372,6.3427,6.1883,5.1114,3.5614,4.9448,5.35,,9.8764
2017/7/3,5.84,7.1926,6.323,6.2281,5.1309,3.5713,4.9448,5.35,,10.0399
2017/7/4,5.85,7.1171,6.2245,6.1684,5.1309,3.5614,4.9448,5.35,,10.0581
2017/7/5,5.88,7.2177,6.2737,6.2181,5.2282,3.5713,4.9448,5.35,,10.1399
2017/7/6,5.93,7.2228,6.2737,6.3276,5.2185,3.5911,4.9448,5.35,,10.1944
2017/7/7,5.84,7.2932,6.3525,6.6957,5.3256,3.6208,4.9448,5.35,,10.2943
2017/7/10,5.81,7.1926,6.3919,6.7255,5.2964,3.6307,4.9448,5.35,,10.158
2017/7/11,5.72,7.0768,6.3427,6.6061,5.2087,3.5911,4.9448,5.35,,10.0581
2017/7/12,5.78,7.0114,6.2934,6.5564,5.3061,3.5515,4.9448,5.35,,10.0308
2017/7/13,5.84,7.0013,6.4116,6.6857,5.5008,3.6208,4.9448,5.35,,10.0308
2017/7/14,5.77,7.0114,6.4018,6.6658,5.4716,3.6307,4.9448,5.35,,10.3216
2017/7/17,5.41,6.7446,6.2146,6.3972,5.1114,3.4823,4.9448,5.35,,9.9309
2017/7/18,5.56,6.7396,6.3525,6.8051,5.1795,3.5515,4.9448,5.35,,10.0672
2017/7/19,5.59,6.8704,6.5298,7.1235,5.3548,3.7098,4.9448,5.35,,10.5306
2017/7/20,5.57,6.9661,6.4904,7.0339,5.3353,3.69,4.9448,5.35,,10.4942
2017/7/21,5.58,7.0667,6.5692,7.2727,5.5495,3.7197,4.9448,5.35,,10.785
2017/7/24,5.87,7.3889,6.7169,7.412,5.7929,3.8186,4.9448,5.35,,11.0303
2017/7/25,5.73,7.3234,6.6086,7.223,5.861,3.7494,4.9448,5.35,,10.8213
2017/7/26,5.67,7.4241,6.6086,7.2926,5.9097,3.8087,4.9448,5.89,,10.7577
2017/7/27,5.7,7.3939,6.6185,6.9842,6.1531,3.7395,4.9448,6.25,,10.9303
2017/7/28,5.71,7.4342,6.6381,7.1533,6.0266,3.7989,4.9448,6.88,,10.6941
2017/7/31,5.71,7.4342,6.7366,7.3125,5.9097,3.8582,4.9448,7.27,,10.8122
2017/8/1,5.74,7.6456,6.6972,7.2926,5.8805,3.8483,4.9448,7.19,,10.8576
2017/8/2,5.66,7.7311,6.6381,7.1334,5.8513,3.7989,4.9448,7.28,,10.5942
2017/8/3,5.78,7.6858,6.648,7.412,5.9389,3.8582,4.9448,7.17,,10.6578
2017/8/4,5.69,7.7966,6.7662,7.2926,5.8026,3.967,4.9448,7.16,,10.6032
2017/8/7,5.7,7.7009,6.8745,7.5612,5.8513,4.0462,4.9448,7.76,,10.8849
2017/8/8,5.75,7.6758,6.8844,7.8199,5.8903,4.0264,4.9448,8.23,,10.7486
2017/8/9,5.81,7.8469,6.8253,7.7105,5.7637,3.9868,4.9448,7.95,,10.7759
2017/8/10,5.78,7.7412,6.9632,7.7204,5.9,4.3034,4.9448,7.98,,11.0939
2017/8/11,5.6,7.6456,6.6381,7.1434,5.6663,4.0264,4.9448,7.32,,10.6214
2017/8/14,5.68,7.9475,6.7169,7.2727,5.7442,4.0759,4.9448,7.45,,10.7486
2017/8/15,5.71,7.9274,6.6381,7.1533,5.6858,3.9868,4.9448,7.31,,10.794
2017/8/16,5.8,8.2747,6.6086,6.9842,5.6274,3.9472,4.9448,7.44,,10.6759
2017/8/17,5.81,8.2697,6.6677,7.1931,5.7442,4.0066,4.9448,7.9,,10.7668
2017/8/18,5.84,8.7076,6.6381,7.1931,5.7442,3.9868,4.9448,7.94,,10.894
2017/8/21,5.87,8.6673,6.6775,7.223,5.7637,4.0363,4.9448,8.09,,10.9303
2017/8/22,5.78,8.622,6.6283,7.0837,5.8513,4.0363,4.9448,7.91,,10.7304
2017/8/23,5.79,9.1908,6.5298,6.8946,5.6858,3.9571,4.9448,7.56,,10.5306
2017/8/24,5.73,9.1857,6.451,6.8051,5.53,3.878,4.9448,7.4,,10.4034
2017/8/25,5.77,8.9945,6.5397,6.9344,5.6274,3.9275,4.9448,7.56,,10.576
2017/8/28,5.81,9.1002,6.5889,7.014,5.6858,3.967,4.9448,7.66,,10.9031
2017/8/29,5.8,9.5028,6.5692,6.8747,5.6566,3.9472,4.9448,7.59,,10.8395
2017/8/30,5.77,9.377,6.6086,6.9444,5.6858,3.9769,4.9448,7.85,,11.0212
2017/8/31,5.81,9.4726,6.5594,6.9643,5.6469,3.9967,4.9448,7.79,,11.0212
2017/9/1,5.8,9.6991,6.6381,7.1235,5.7247,4.0561,4.9448,8.02,,11.0394
2017/9/4,5.68,9.372,6.5495,7.0538,5.6858,4.0066,4.9448,7.69,,11.2847
2017/9/5,5.67,9.2612,6.52,6.9344,5.6761,3.9868,4.9448,7.61,,11.103
2017/9/6,5.59,9.3619,6.5397,6.9742,5.6955,4.0165,4.9448,7.76,,11.0575
2017/9/7,5.5,9.1304,6.4707,6.8847,5.6371,3.9472,4.9448,7.66,,10.794
2017/9/8,5.48,9.3116,6.5003,6.9941,5.8026,3.967,4.9448,7.8,,10.894
2017/9/11,5.48,9.6287,6.52,7.0638,5.9195,3.9868,4.9448,7.94,,11.0121
2017/9/12,5.43,9.6337,6.5397,7.1334,5.8903,4.0363,5.2868,8.06,,10.9485
2017/9/13,5.43,9.6891,6.4904,7.1931,5.8124,4.0264,5.1109,7.99,,10.894
2017/9/14,5.44,10.132,6.4904,7.2727,6.1921,3.9967,5.0914,7.82,,10.9758
2017/9/15,5.41,10.0414,6.4215,7.0936,5.9681,3.9472,5.0523,7.59,,10.785
2017/9/18,5.41,10.0162,6.4313,7.1135,6.0655,3.9374,5.0229,7.63,,10.8122
2017/9/19,5.4,10.0263,6.3722,7.0041,6.0071,3.8879,4.9741,7.37,,10.794
2017/9/20,5.37,9.9659,6.4313,7.1135,6.085,3.9176,4.9936,7.47,,10.894
2017/9/21,5.28,9.825,6.4018,7.0837,5.9,3.878,4.9936,7.3,,10.7668
2017/9/22,5.21,9.6689,6.3033,7.014,5.8805,3.8483,4.9643,7.24,,10.7668
2017/9/25,5.14,9.6236,6.2343,6.9046,5.7832,3.7989,4.935,7.07,,10.5487
2017/9/26,5.14,9.7394,6.3033,6.9046,5.7734,3.8087,4.935,7.09,,10.4942
2017/9/27,5.19,9.8149,6.2934,6.8449,5.7929,3.8087,4.9252,7.09,,10.6305
2017/9/28,5.15,9.9005,6.2343,6.6857,5.6469,3.7692,4.847,6.89,,10.5033
2017/9/29,5.22,9.7897,6.254,6.6658,5.6469,3.7692,4.8373,6.89,,10.6668
2017/10/9,5.26,10.0062,6.3328,6.7156,5.715,3.7989,4.8764,6.94,,10.6487
2017/10/10,5.28,10.127,6.3722,6.8151,5.754,3.8483,4.9155,7.15,,10.6578
2017/10/11,5.26,10.5045,6.3427,6.7355,5.7247,3.8285,4.9252,6.94,,10.7668
2017/10/12,5.25,10.4642,6.3131,6.6857,5.7053,3.7989,4.8959,6.98,,10.6487
2017/10/13,5.47,10.8014,6.3328,6.7454,5.7247,3.8087,4.8861,6.94,,10.6123
2017/10/16,5.47,10.5347,6.3033,6.7255,5.7929,3.8285,4.8666,7.03,,10.3579
2017/10/17,5.45,10.5347,6.3033,6.7255,5.8318,3.8186,4.8666,6.97,,10.3488
2017/10/18,5.31,10.3736,6.254,6.6658,5.9292,3.8087,4.8666,7.01,,10.1308
2017/10/19,5.35,10.1924,6.1654,6.4569,5.9,3.6999,4.7982,6.91,,10.049
2017/10/20,5.45,10.7712,6.3919,6.7056,6.1239,3.8978,4.935,7.08,,10.2761
2017/10/23,5.42,10.882,6.3821,6.7056,5.9097,3.8879,4.8959,7.13,,10.2761
2017/10/24,5.22,10.7209,6.3525,6.6459,5.8318,3.8384,4.9252,7.07,,10.3216
2017/10/25,5.21,10.736,6.3427,6.626,5.9681,3.8087,4.9448,7.02,,10.4215
2017/10/26,5.18,10.8216,6.3525,6.6758,6.1239,3.8483,4.9448,7.19,,10.7304
2017/10/27,5.16,10.7461,6.3525,6.6061,6.2018,3.878,4.9643,7.19,,10.7577
2017/10/30,5,10.3686,6.3525,6.427,6.1142,3.7989,4.8861,7.19,,10.7032
2017/10/31,5.04,10.4239,6.3525,6.5166,6.3576,3.8879,4.9643,6.93,,10.8486
2017/11/1,5,10.1572,6.323,6.4469,6.2408,3.8879,4.9155,6.81,,10.9758
2017/11/2,4.93,10.0464,6.2048,6.2878,6.0947,3.8879,4.847,6.73,,10.7759
2017/11/3,4.85,9.981,6.0374,6.1186,5.9097,3.7791,4.808,6.66,,10.8758
2017/11/6,4.85,9.9508,6.0472,6.1087,5.8318,3.7395,4.7982,6.59,,10.8122
2017/11/7,4.93,9.8753,6.126,6.1684,5.9097,3.7395,4.7884,6.73,,11.1211
2017/11/8,4.85,10.1169,6.0965,6.1186,5.8416,3.7296,4.7982,6.77,,10.9667
2017/11/9,4.85,10.2629,6.1063,6.1982,5.8416,3.7494,4.808,6.91,,11.1211
2017/11/10,4.82,10.1773,6.0669,6.1385,5.9974,3.7098,4.7591,6.83,,11.0485
2017/11/13,4.78,9.9709,6.0571,6.1186,5.9779,3.7296,4.7493,6.79,,11.1484
2017/11/14,4.71,9.2109,6.0571,6.039,5.9681,3.6999,4.6711,6.84,,10.9212
2017/11/15,4.6,9.5532,6.0078,5.9296,5.8026,3.6406,4.6027,6.65,,10.8395
2017/11/16,4.57,9.3971,5.9586,5.8898,5.6469,3.6208,4.5539,6.47,,11.0485
2017/11/17,4.41,9.3871,5.8108,5.651,5.6371,3.5219,4.4171,6.13,,10.5487
2017/11/20,4.51,9.4777,5.8305,5.7008,5.4619,3.5317,4.3877,6.09,,10.5396
2017/11/21,4.57,9.3367,5.8995,5.6809,5.4716,3.5614,4.4562,6.23,,10.4215
2017/11/22,4.52,9.4324,5.929,5.7207,5.4035,3.5713,4.4855,6.42,,10.4942
2017/11/23,4.45,9.3015,5.8207,5.5913,5.3353,3.5021,4.378,6.17,,10.1944
2017/11/24,4.44,9.4122,5.8502,5.6212,5.3158,3.5021,4.3877,6.26,,10.1853
2017/11/27,4.4,9.4424,5.8502,5.5913,5.3158,3.4724,4.3389,6.11,,10.0581
2017/11/28,4.41,9.5129,5.9487,5.6908,5.384,3.512,4.3682,6.27,,10.2216
2017/11/29,4.36,9.8199,5.9783,5.7505,5.4035,3.5021,4.4268,6.38,,10.3307
2017/11/30,4.27,9.9458,5.9192,5.7107,5.3353,3.4823,4.3975,6.29,,10.158
2017/12/1,4.32,10.4441,6.0078,5.8301,5.345,3.5219,4.4366,6.37,,10.5124
2017/12/4,4.23,10.3937,6.0669,6.039,5.4619,3.5713,4.4757,6.76,,10.4397
2017/12/5,4.05,9.83,5.9487,5.9196,5.3061,3.512,4.3096,6.66,,10.3398
2017/12/6,4.04,9.976,5.929,5.8102,5.2379,3.512,4.2998,6.7,,10.3579
2017/12/7,4.03,9.825,5.8699,5.7605,5.2185,3.4922,4.29,6.62,,10.3761
2017/12/8,4.08,10.0666,5.9192,5.85,5.2769,3.4922,4.3096,6.65,,10.467
2017/12/11,4.08,10.1471,5.998,5.9495,5.3353,3.5317,4.378,6.87,,10.5578
2017/12/12,4.03,10.2075,5.8995,5.9196,5.345,3.512,4.3389,6.82,,10.4488
2017/12/13,4.07,10.2679,5.9881,5.9694,5.3353,3.5317,4.378,6.89,,10.5669
2017/12/14,4.13,10.4441,5.998,5.9296,5.3353,3.512,4.378,6.75,,10.6487
2017/12/15,4.1,10.5246,5.9389,5.8401,5.2574,3.4922,4.378,6.57,,10.576
2017/12/18,4.06,10.4642,5.9192,5.7406,5.199,3.4823,4.378,6.48,,10.685
2017/12/19,4.06,10.4944,5.9192,5.7903,5.2477,3.4823,4.378,6.55,,10.685
2017/12/20,4.06,10.5045,5.929,5.7903,5.2087,3.4922,4.378,6.67,,10.6123
2017/12/21,4.02,10.4944,5.8699,5.7107,5.1893,3.4427,4.378,6.73,,10.5215
2017/12/22,4.04,10.8014,5.9684,5.6411,5.1211,3.3932,4.378,6.67,,10.7759
2017/12/25,3.98,10.892,5.9586,5.4918,4.9361,3.324,4.3389,6.47,,10.7486
2017/12/26,4.02,10.9021,6.0177,5.5515,4.9556,3.3636,4.2998,6.59,,10.8486
2017/12/27,4.01,10.7209,5.9783,5.5117,4.8875,3.3339,4.2509,6.55,,10.476
2017/12/28,3.99,10.9172,5.9783,5.5217,4.868,3.3636,4.2412,6.68,,10.3761
2017/12/29,4.02,10.9172,6.0275,5.5814,4.9069,3.3735,4.29,6.77,,10.467
2018/1/2,4.04,10.6655,6.1063,5.7306,4.9751,3.4229,4.3487,6.9,,10.5033
2018/1/3,4.09,10.8719,6.1359,5.7605,5.0238,3.4625,4.3584,7.03,,10.7214
2018/1/4,4.1,10.8769,6.1851,5.7804,5.0627,3.4823,4.5246,7.11,,10.794
2018/1/5,4.16,10.7813,6.254,5.8102,5.0335,3.4823,4.4952,7.22,,10.9485
2018/1/8,4.19,10.7108,6.2245,5.8699,5.0432,3.5021,4.4952,7.25,,10.9303
2018/1/9,4.2,10.7763,6.1753,5.7804,5.0238,3.4526,4.4366,7.1,,10.9031
2018/1/10,4.14,10.6454,6.1556,5.7605,4.9653,3.4526,4.4757,7.12,,11.0757
2018/1/11,4.16,10.7712,6.1359,5.7406,4.9556,3.4427,4.4659,7.04,,10.9031
2018/1/12,4.14,10.7058,6.126,5.651,4.9556,3.413,4.4562,6.97,,11.0939
2018/1/15,4.01,10.7209,5.998,5.6212,4.8193,3.3438,4.4366,6.63,,10.7577
2018/1/16,4.04,11.6269,6.0374,5.7704,4.8388,3.3636,4.4464,6.68,,10.7668
2018/1/17,4.02,12.2309,6.0965,5.7008,4.868,3.4031,4.5343,6.69,,10.576
2018/1/18,4.01,12.0698,6.1556,5.7107,4.8875,3.413,4.5148,6.75,,10.6305
2018/1/19,3.97,12.2913,6.1457,5.7107,4.8875,3.4526,4.5343,6.91,,10.6941
2018/1/22,3.91,12.3064,6.2048,5.8102,4.8875,3.4526,4.5246,6.88,,11.1484
2018/1/23,3.9,13.4842,6.2146,5.8202,4.8875,3.4526,4.4952,6.91,,11.1757
2018/1/24,3.87,13.7308,6.2737,5.8798,4.8875,3.4922,4.3975,7.16,,11.2665
2018/1/25,3.89,13.5144,6.2245,5.8798,4.8875,3.4823,4.3877,7.11,,11.6935
2018/1/26,3.92,14.0177,6.2639,6.049,4.8875,3.5021,4.4268,7.23,,11.7299
2018/1/29,3.85,13.7056,6.1556,6.0291,4.8875,3.4823,4.378,7.24,,11.6209
2018/1/30,3.86,14.1133,6.1851,5.8997,4.8875,3.4526,4.3389,7.17,,11.6845
2018/1/31,3.69,12.704,6.1162,5.8699,4.8875,3.4328,4.2314,7.24,,11.4755
