ÈÕÆÚ,000429.SZ,000548.SZ,000755.SZ,000828.SZ,000885.SZ,000886.SZ,000900.SZ,001965.SZ,200429.SZ,600012.SH,600020.SH,600033.SH,600035.SH,600106.SH,600269.SH,600350.SH,600368.SH,600377.SH,600548.SH,601107.SH,601188.SH,601518.SH
2018/5/10,7.457,5.6486,5.32,9.5099,13.7259,5.9104,5.9205,8.1211,5.7607,7.5475,4.1892,3.1731,3.7396,3.1329,4.3552,4.9228,3.8316,8.7094,7.9047,3.7294,3.8448,3.4185
2018/5/11,7.3336,5.6486,5.35,9.4158,13.5696,5.7052,5.9205,8.0076,5.7855,7.4643,4.1798,3.1547,3.7303,3.125,4.3458,4.9411,3.8034,8.7094,7.8687,3.6915,3.8543,3.5159
2018/5/14,7.2807,5.6388,5.31,9.3876,13.4035,5.5001,5.9205,7.9982,5.8268,7.5568,4.1518,3.1639,3.7022,3.1091,4.327,4.8679,3.7893,8.7368,7.8507,3.682,3.8257,3.6035
2018/5/15,7.3159,5.6683,5.3,9.3782,13.4133,5.5391,5.9205,8.2818,5.7855,7.5845,4.1611,3.1731,3.749,3.117,4.3458,4.8679,3.8527,8.6546,7.8867,3.701,3.8065,3.584
2018/5/16,7.2719,5.5994,5.28,9.3688,13.2668,5.7345,5.9205,8.1778,5.769,7.492,4.1331,3.1639,3.7116,3.1012,4.327,4.8404,3.8245,8.7368,7.8777,3.682,3.7778,3.4252
2018/5/17,7.2719,5.5207,5.24,9.3406,13.1202,5.6368,5.9205,8.0927,5.7772,7.4273,4.1424,3.1547,3.6929,3.1012,4.3083,4.813,3.8105,8.7002,7.8507,3.6915,3.7683,3.3755
2018/5/18,7.4393,5.4813,5.26,9.397,13.2179,5.7541,5.9205,8.1305,5.8351,7.4643,4.1518,3.1547,3.7022,3.1329,4.3364,4.8404,3.8175,8.7094,7.8687,3.7105,3.7778,3.3954
2018/5/21,7.4922,5.5699,5.25,9.4817,13.3449,6.0764,5.9205,8.452,5.8185,7.6955,4.2079,3.2008,3.7396,3.1646,4.374,4.8862,3.8371,8.8372,7.9407,3.7674,3.8065,3.4252
2018/5/22,7.5275,5.5896,5.25,9.5287,13.5794,5.9397,5.9205,8.4331,5.8185,8.1765,4.1985,3.2008,3.7396,3.1567,4.374,4.8862,3.8175,8.8463,7.9317,3.7484,3.8161,3.455
2018/5/23,7.457,5.4912,5.23,9.4064,13.3449,6.0276,5.9205,8.4236,5.7772,7.9267,4.1611,3.1639,3.6929,3.125,4.3458,4.8221,3.749,8.7733,7.8867,3.72,3.7778,3.3954
2018/5/24,7.4305,5.5207,5.22,9.3876,13.2277,6.5063,5.9205,8.641,5.7855,7.9452,4.1424,3.1731,3.6835,3.1329,4.3176,4.8038,3.749,8.8737,8.1028,3.7105,3.7778,3.3755
2018/5/25,7.457,5.4223,5.13,9.2936,12.9346,6.4281,5.9205,8.5749,5.7855,7.9175,4.1237,3.1916,3.6742,3.0932,4.2895,4.7672,3.6609,8.8646,8.0038,3.6915,3.73,3.2465
2018/5/28,7.4217,5.2747,5.39,9.3594,12.8369,6.096,5.9205,8.4047,5.8185,7.7325,4.105,3.1916,3.6461,3.0615,4.2895,4.7398,3.6315,8.8098,7.9317,3.682,3.73,3.3855
2018/5/29,7.4217,5.2845,5.53,9.2465,12.2605,5.8029,5.9205,8.3385,5.802,7.455,4.0957,3.1547,3.59,3.0853,4.2613,4.6757,3.6413,8.6637,7.8237,3.682,3.73,3.4153
2018/5/30,7.3776,5.0484,5.43,8.8609,11.9772,5.7345,5.3332,7.8658,5.769,7.1128,3.9273,3.0901,3.4872,2.9981,4.1581,4.5019,3.4651,8.6729,7.7067,3.5681,3.6344,3.2564
2018/5/31,7.4834,5.1271,5.49,8.9455,12.0749,5.7443,4.8027,7.9604,5.8351,7.2238,3.9273,3.1178,3.4779,3.006,4.1769,4.4561,3.4945,8.8281,7.8237,3.6061,3.6057,3.3358
2018/6/1,7.4746,5.0976,5.51,8.7009,12.0358,5.6368,4.5564,7.8658,5.8516,7.1405,3.9273,3.1178,3.4685,3.0377,4.1769,4.4012,3.5141,8.7915,7.8957,3.5871,3.5292,3.4351
2018/6/4,7.5275,5.0484,5.48,8.5881,11.9772,5.8615,4.3954,7.8942,5.8764,7.1498,3.9554,3.1085,3.4966,3.0456,4.1769,4.4104,3.5043,8.892,7.7787,3.5966,3.5196,3.4053
2018/6/5,7.598,5.0877,5.42,8.6727,12.0847,5.8224,4.4238,8.0076,5.8764,7.1868,3.9554,3.1547,3.5246,3.0615,4.1956,4.4195,3.5532,8.8828,7.8237,3.6251,3.5674,3.5344
2018/6/6,7.5892,5.1172,5.6,8.7198,12.2214,5.715,4.4238,8.0265,5.8681,7.2793,3.9554,3.1639,3.5059,3.0536,4.1862,4.4287,3.5532,8.8007,7.7967,3.644,3.5961,3.5443
2018/6/7,7.5142,5.0582,5.6,8.5787,12.0554,5.8127,4.4333,7.9982,5.9679,7.196,3.9554,3.1454,3.5059,3.0804,4.1862,4.4104,3.5434,8.7641,7.8057,3.644,3.5674,3.5046
2018/6/8,7.5142,4.9007,5.6,8.4376,11.7721,5.715,4.2912,7.8753,5.9226,7.122,3.8993,3.1547,3.4284,3.0268,4.1205,4.2731,3.5043,8.7002,7.7517,3.6156,3.5961,3.6535
2018/6/11,7.4018,4.8909,5.6,8.3999,11.6744,5.5782,4.2344,7.9509,5.8772,7.3718,3.8619,3.1178,3.3122,3.0089,4.1018,4.2182,3.4553,8.6455,7.7427,3.6061,3.5674,3.7727
2018/6/12,7.2706,4.8909,5.6,8.4376,11.6744,5.5294,4.2628,7.9604,5.8953,7.2423,3.8619,3.127,3.2735,3.0268,4.1112,4.2365,3.4847,8.6729,7.7607,3.6156,3.5866,3.7329
2018/6/13,7.28,4.763,5.6,8.4658,11.352,5.5001,4.1853,7.828,5.8953,7.0665,3.7684,3.1085,3.196,2.9821,4.0736,4.2091,3.4162,8.6911,7.7427,3.5681,3.424,3.3557
2018/6/14,7.2425,4.6252,5.6,8.4846,11.3617,5.3731,4.1659,7.7902,5.8953,7.011,3.7123,3.127,3.2154,2.9911,4.0736,4.2091,3.3574,8.7002,7.7337,3.5397,3.3857,3.306
2018/6/15,7.2519,4.5071,5.6,8.2494,11.6255,5.1581,4.0981,7.5727,5.8409,6.7428,3.6749,3.127,3.1572,2.9375,4.0548,4.1519,3.2987,8.682,7.6311,3.5302,3.3283,3.177
2018/6/19,6.9333,4.0938,5.6,7.4781,10.463,4.6599,3.8365,6.8164,5.7684,6.0676,3.4598,2.9644,2.9636,2.7143,3.8202,3.8472,3.0148,8.4264,7.3139,3.3309,3.0797,3.2167
2018/6/20,6.9989,4.1627,5.6,7.6851,10.5216,4.8357,3.914,6.7975,5.8047,5.7254,3.4972,2.9549,2.9829,2.7321,3.839,3.8853,3.0932,8.399,7.4725,3.3973,3.0797,3.2266
2018/6/21,6.924,4.0544,5.6,7.591,10.4727,4.6111,3.9915,6.8164,5.7684,5.5311,3.4505,2.9357,2.9636,2.6786,3.7826,3.8091,3.0246,8.4081,7.3045,3.3499,3.1083,3.0876
2018/6/22,6.924,4.1233,5.6,7.7603,10.4922,4.7087,4.069,6.9582,5.7956,5.5311,3.4972,2.9071,2.9732,2.7232,3.8108,3.8662,3.0834,8.399,7.3232,3.3792,3.1179,3.0976
2018/6/25,6.9052,4.1528,5.6,7.638,10.1207,4.6599,3.9625,7.2418,5.7956,5.5311,3.4879,2.9071,2.9345,2.7054,3.792,3.8282,3.0442,8.4081,7.3139,3.3401,3.0988,3.0479
2018/6/26,6.7834,4.2709,5.6,7.6671,10.0131,4.6306,3.9721,7.308,5.6958,5.4479,3.4785,2.8784,2.9345,2.6875,3.8202,3.8377,3.0834,8.3259,7.3045,3.3401,3.1179,3.0181
2018/6/27,6.6897,4.2316,5.32,7.5701,9.8958,4.6306,3.9625,7.3837,5.6142,5.3831,3.4785,2.8879,2.9442,2.6875,3.8014,3.8091,3.0638,8.2712,7.2672,3.301,3.0892,2.9486
2018/6/28,6.8209,4.2216,5.05,7.5604,9.6317,4.6501,3.9431,7.2607,5.6142,5.3739,3.4505,2.8592,2.9248,2.6339,3.7732,3.7996,3.0638,8.2255,7.2392,3.301,3.0797,2.8791
2018/6/29,6.7647,4.361,5.15,7.7448,9.9349,4.7478,4.0303,7.6956,5.6233,5.5126,3.5253,2.8879,2.9829,2.6786,3.839,3.8567,3.1323,8.2894,7.3232,3.3499,3.137,2.9387
2018/7/2,6.5679,4.2813,5.12,7.6671,9.6709,4.7771,3.9625,7.6106,5.6142,5.4386,3.4505,2.8975,2.9539,2.6429,3.7732,3.7425,3.0834,8.2986,7.3232,3.2913,3.0892,2.8791
2018/7/3,6.5211,4.3112,5.08,7.7157,9.8566,4.8651,4.0012,7.6484,5.6142,5.4941,3.4972,2.8879,3.0023,2.6875,3.8108,3.7901,3.1127,8.189,7.2579,3.3303,3.1179,2.899
2018/7/4,6.5211,4.2116,4.96,7.7157,9.7295,4.699,3.9431,7.6011,5.6233,5.4294,3.4785,2.8688,2.9829,2.6696,3.792,3.8091,3.0736,8.1434,7.2486,3.3206,3.0892,2.8494
2018/7/5,6.5117,4.1619,4.71,7.5313,9.6806,4.5329,3.8753,7.2986,5.6051,5.2629,3.4131,2.8879,2.9248,2.625,3.7545,3.771,2.9953,8.1434,7.2299,3.3108,3.0701,2.7699
2018/7/6,6.5211,4.0822,4.47,7.4245,9.6024,4.5622,3.9043,7.4687,5.6142,5.2074,3.4411,2.8784,2.9345,2.625,3.7639,3.7329,3.0246,8.2986,7.2672,3.2815,3.0701,2.7501
2018/7/9,6.5398,4.2714,4.55,7.6283,9.9447,4.6111,3.9818,7.6673,5.6595,5.4386,3.4879,2.9071,2.9732,2.6696,3.8108,3.7996,3.0736,8.4538,7.2672,3.3303,3.137,2.7997
2018/7/10,6.5211,4.1718,4.51,7.7351,10.1011,4.6501,4.0303,7.6767,5.6505,5.5404,3.5627,2.8784,2.9732,2.6786,3.8202,3.8091,3.0834,8.4811,7.2392,3.3401,3.1275,2.8196
2018/7/11,6.4274,4.0623,4.29,7.6186,9.7197,4.4938,3.9334,7.4971,5.596,5.4109,3.5159,2.821,2.9151,2.6071,3.7826,3.7329,3.0246,8.5359,7.2113,3.2815,3.0988,2.7203
2018/7/12,6.5023,4.132,4.18,7.7836,9.8958,4.563,4.0303,7.6862,5.6958,5.5311,3.5814,2.8497,2.9732,2.6429,3.839,3.8567,3.0834,8.5542,7.2766,3.3401,3.1657,2.7799
2018/7/13,6.596,4.142,4.03,7.7448,10.062,4.5531,4.0206,7.6767,5.6958,5.6421,3.5814,2.8401,2.9829,2.6429,3.8671,3.8948,3.0932,8.4871,7.3139,3.3401,3.1657,2.7997
2018/7/16,6.6335,4.0922,4.13,7.7157,9.974,4.5037,4.0109,7.7807,5.714,5.6514,3.552,2.8306,2.9829,2.6518,3.8765,3.8282,3.0932,8.4584,7.3139,3.3108,3.1657,2.7898
2018/7/17,6.671,4.0922,4.34,7.7448,10.0815,4.4543,4.0012,7.6767,5.714,5.5937,3.552,2.821,2.9539,2.6518,3.8671,3.8282,3.1323,8.3434,7.3512,3.3206,3.1657,2.7997
2018/7/18,6.7085,4.1021,4.56,7.7448,9.8958,4.3654,3.9721,7.6956,5.7412,5.5841,3.552,2.821,2.9539,2.6429,3.8577,3.8091,3.1029,8.4296,7.3605,3.3401,3.1753,2.8295
2018/7/19,6.8209,4.1519,4.58,7.6866,9.9153,4.2272,3.9431,7.5538,5.723,5.4976,3.5422,2.821,2.9442,2.6875,3.839,3.7901,3.0834,8.4296,7.3978,3.3401,3.1179,2.8096
2018/7/20,6.8677,4.1619,4.6,7.8515,10.0033,4.3062,4.0012,7.6862,5.7049,5.5264,3.6107,2.8497,2.9829,2.8304,3.9234,3.8567,3.1225,8.5063,7.3698,3.4182,3.1753,2.8593
2018/7/23,6.9614,4.2316,4.55,7.9001,10.5607,4.4049,4.1078,7.8564,5.714,5.6418,3.6499,2.8784,3.0313,2.8571,3.9704,3.952,3.2204,8.6116,7.3885,3.4378,3.2136,2.899
2018/7/24,6.9333,4.3411,4.58,8.0553,11.1278,4.5827,4.195,8.1211,5.7774,5.7859,3.7379,2.9357,3.1476,3.0446,4.0548,4.0757,3.3085,8.6404,7.4911,3.6429,3.3283,2.9784
2018/7/25,7.0551,4.351,4.81,8.0553,11.1963,4.7901,4.1756,7.9509,5.7412,5.7379,3.7281,2.9071,3.1379,3.0089,4.0361,4.0567,3.2889,8.5638,7.4725,3.5745,3.3283,2.9883
2018/7/26,7.0177,4.7891,4.89,8.0748,11.0594,4.6617,4.2822,8.036,5.723,5.7571,3.7771,2.9453,3.225,3.3125,4.0736,4.0853,3.3868,8.5829,7.5937,3.721,3.3666,3.0281
2018/7/27,7.0645,4.7194,4.92,7.968,11.1865,4.5531,4.224,7.932,5.7412,5.7475,3.7379,2.9453,3.1766,3.5089,4.0642,4.0662,3.4064,8.5446,7.6124,3.6136,3.3474,2.9784
2018/7/30,7.0177,4.6398,4.93,7.968,11.4016,4.4346,4.1659,7.8091,5.6867,5.6994,3.7184,2.9166,3.1669,3.1607,4.0642,4.0567,3.3281,8.5063,7.5751,3.5452,3.3379,2.9288
2018/7/31,7.0458,4.5004,5.03,8.0068,11.0692,4.4642,4.1853,7.9036,5.6958,5.7379,3.7281,2.9166,3.1669,3.0179,4.083,4.0757,3.3574,8.4488,7.5378,3.5452,3.3379,2.9586
2018/8/1,6.924,4.9484,4.88,7.8224,10.9518,4.4148,4.1756,7.9793,5.6777,5.6129,3.6792,2.8879,3.1282,3.125,4.0548,4.0377,3.3281,8.2572,7.4538,3.6038,3.3477,2.899
2018/8/2,6.7272,5.048,4.7,7.6283,12.047,4.2864,4.0496,7.7524,5.6505,5.3919,3.5814,2.8497,3.041,3.1786,3.9891,3.9043,3.2987,8.171,7.2579,3.5452,3.3575,3.0082
2018/8/3,6.7366,4.7493,4.74,7.5895,11.6754,4.3457,3.9818,8.0454,5.6595,5.2669,3.5814,2.8306,3.0313,2.9821,3.9891,3.9043,3.3085,8.1518,7.2486,3.4964,3.3085,2.9486
2018/8/6,6.7178,4.7792,4.87,7.4536,11.783,4.3556,3.9528,8.1116,5.6233,5.2765,3.5422,2.8114,3.012,2.9821,3.9402,3.8472,3.2498,8.1327,7.3419,3.3889,3.2596,2.8295
2018/8/7,6.7834,4.9086,4.92,7.6768,12.2328,4.4148,4.069,8.244,5.6323,5.4495,3.6499,2.8688,3.0895,3.125,4.0185,3.9615,3.3672,8.2285,7.3605,3.4964,3.3477,2.899
2018/8/8,6.8209,4.6597,4.82,7.5895,12.0275,4.3259,4.04,8.0888,5.6323,5.4688,3.6107,2.8401,3.0604,3.0714,3.9989,3.9805,3.3183,8.2955,7.3698,3.5061,3.2889,2.8593
2018/8/9,6.9521,4.7194,4.83,7.6671,12.0372,4.4148,4.0981,8.1858,5.6505,5.6706,3.6694,2.8688,3.1185,3.0714,4.0478,4.0186,3.3672,8.3147,7.3792,3.5354,3.3085,2.899
2018/8/10,7.0645,4.6896,4.69,7.6574,11.6461,4.3951,4.0884,8.1082,5.6777,5.6322,3.689,2.8592,3.1379,3.0268,4.0576,4.0281,3.4162,8.3051,7.3698,3.5159,3.2987,2.9089
2018/8/13,7.2144,4.5701,4.67,7.6283,11.5385,4.3654,4.0593,8.0209,5.6777,5.5553,3.6694,2.8401,3.1379,2.9821,4.0576,3.99,3.3672,8.2955,7.3512,3.4866,3.2889,2.899
2018/8/14,7.28,4.6099,4.67,7.6574,11.6559,4.3951,4.069,8.1082,5.6595,5.5649,3.6792,2.8401,3.1282,2.9821,4.0771,3.99,3.377,8.1997,7.3512,3.4964,3.3379,2.8692
2018/8/15,7.1488,4.6995,4.55,7.5119,11.343,4.3259,4.0206,8.0209,5.6051,5.4303,3.6205,2.821,3.0604,3.0357,4.0087,3.8948,3.2889,8.1231,7.2766,3.428,3.2987,2.8394
2018/8/16,7.027,4.5203,4.4,7.4924,10.9616,4.2469,3.9915,7.9821,5.6414,5.3438,3.5912,2.821,3.0507,2.8929,3.9891,3.8472,3.2889,8.1614,7.3139,3.3987,3.2498,2.8196
2018/8/17,6.9989,4.351,4.38,7.5313,10.4629,4.1679,3.9818,7.8463,5.587,5.3246,3.5912,2.8114,3.012,2.8125,3.9402,3.8186,3.1421,8.1614,7.2486,3.3499,3.2302,2.7898
2018/8/20,7.0458,4.3212,4.29,7.473,10.4825,4.1284,4.04,7.9142,5.587,5.363,3.5912,2.8114,3.0507,2.8571,3.9598,3.8472,3.1519,8.1327,7.3512,3.3792,3.2204,2.8096
2018/8/21,7.2613,4.361,4.5,7.4924,10.59,4.158,4.0593,8.0015,5.6142,5.4015,3.6107,2.821,3.0895,2.8839,3.9989,3.8662,3.1715,8.2093,7.4352,3.3987,3.2302,2.8791
2018/8/22,7.2144,4.2515,4.73,7.4536,10.2967,4.1778,4.069,8.0597,5.5779,5.3727,3.5912,2.8114,3.0701,2.8304,3.9891,3.8853,3.0932,8.1806,7.4631,3.3694,3.2204,2.8494
2018/8/23,7.2894,4.3112,4.63,7.4536,10.326,4.2864,4.069,8.05,5.6051,5.4015,3.5814,2.8019,3.0895,2.8482,3.9891,3.8472,3.1421,8.2285,7.4725,3.3889,3.2106,2.8494
2018/8/24,7.4112,4.2415,4.62,7.4536,10.3945,4.3358,4.0884,8.1082,5.6142,5.3534,3.5814,2.8114,3.0701,2.875,3.9989,3.8662,3.1617,8.286,7.4818,3.4085,3.2008,2.8394
2018/8/27,7.4018,4.3112,4.62,7.5507,10.6194,4.3358,4.1078,8.1567,5.6686,5.4495,3.6107,2.8306,3.1088,2.9196,4.0282,3.8948,3.2302,8.4488,7.5751,3.4475,3.2596,2.8791
2018/8/28,7.4018,4.351,4.62,7.5022,10.5411,4.316,4.0884,8.1858,5.6505,5.4784,3.6107,2.8306,3.0895,2.8929,4.0185,3.9043,3.2204,8.5063,7.6311,3.4475,3.2694,2.8692
2018/8/29,7.3362,4.5004,4.55,7.4051,10.7465,4.2272,4.0496,8.1373,5.6142,5.4015,3.552,2.8114,3.0604,2.8661,3.9891,3.8853,3.2106,8.4967,7.659,3.4182,3.3281,2.8891
2018/8/30,7.4112,4.4008,4.54,7.3372,10.4629,4.158,4.04,8.0888,5.6142,5.363,3.5422,2.8019,3.0313,2.8125,3.9794,3.8567,3.4553,8.5159,7.7897,3.3889,3.2694,2.8494
2018/8/31,7.3081,4.371,4.47,7.308,10.0327,4.1185,3.9915,8.0112,5.6051,5.2862,3.5324,2.8114,3.0313,2.8125,3.9598,4.0186,3.3477,8.4967,7.8363,3.3694,3.24,2.8692
2018/9/3,7.3175,4.2614,4.43,7.2498,9.9838,4.1185,4.0012,7.9918,5.587,5.2573,3.4933,2.8306,3.012,2.7946,3.9598,4.1043,3.3085,8.5542,7.827,3.3596,3.24,2.8494
2018/9/4,7.4018,4.3112,4.47,7.3275,10.062,4.158,4.0206,8.0791,5.6233,5.3823,3.5422,2.8497,3.041,2.8214,4.0185,4.1138,3.3379,8.6212,7.8643,3.3889,3.2596,2.9089
2018/9/5,7.3737,4.4207,4.45,7.2498,9.8078,4.079,3.9915,7.9724,5.6233,5.3438,3.5031,2.8306,3.0023,2.8125,3.9989,4.1329,3.2987,8.5829,7.8083,3.3499,3.24,2.8791
2018/9/6,7.28,4.361,4.44,7.2595,9.6806,4.0296,3.9625,7.9433,5.5688,5.2573,3.4542,2.8306,2.9926,2.7679,3.9598,4.0662,3.24,8.6021,7.799,3.3401,3.24,2.8394
2018/9/7,7.2987,4.4207,4.51,7.2886,9.7491,4.0691,3.9721,7.9433,5.587,5.2958,3.4542,2.8306,2.9829,2.875,3.9794,4.1234,3.3477,8.7553,7.799,3.3694,3.3281,2.8891
2018/9/10,7.1582,4.2415,4.53,7.1139,9.534,3.9309,3.9334,7.7978,5.5779,5.2573,3.4444,2.7923,2.9442,2.7946,3.9598,4.0757,3.3085,8.4296,7.6217,3.3206,3.2596,2.7898
2018/9/11,7.2144,4.2913,4.52,7.1236,9.4655,3.9407,3.9237,7.856,5.4419,5.2093,3.4346,2.8019,2.9442,2.7589,3.9402,4.0567,3.2791,8.4871,7.6311,3.3206,3.2302,2.7898
2018/9/12,7.2144,4.2913,4.54,7.1819,9.4753,3.9407,3.914,7.8657,5.3058,5.2189,3.415,2.7923,2.9539,2.7679,3.9305,4.0472,3.2596,8.3051,7.6404,3.3206,3.2204,2.7898
2018/9/13,7.355,4.3212,4.61,7.4924,9.5437,3.9704,3.9431,7.856,5.4237,5.2573,3.4444,2.821,2.9732,2.7946,3.9402,4.0662,3.2693,8.4392,7.6497,3.3303,3.2204,2.7997
2018/9/14,7.4112,4.2415,4.59,7.376,9.5242,4,3.9237,7.8948,5.3512,5.2477,3.4444,2.8019,2.9636,2.7232,3.95,4.0662,3.2302,8.4775,7.6124,3.3206,3.2008,2.8196
2018/9/17,7.355,4.2116,4.54,7.2013,9.6513,3.9407,3.8753,7.8463,5.2786,5.1997,3.4052,2.8019,2.9539,2.7411,3.9305,4.0091,3.1421,8.4488,7.6497,3.2913,3.2008,2.7898
2018/9/18,7.2238,4.5203,4.6,7.4245,9.9055,3.9802,3.9237,7.9336,5.3421,5.2862,3.4542,2.8306,2.9829,2.8571,3.9891,4.0853,3.2302,8.4967,7.6497,3.3694,3.2106,2.8394
2018/9/19,7.2987,4.4705,4.6,7.5216,9.8566,4.0494,3.9431,7.9724,5.4056,5.3534,3.4835,2.8401,2.9926,2.8482,3.9989,4.1329,3.3281,8.5829,7.7243,3.3889,3.24,2.8394
2018/9/20,7.2332,4.5701,4.73,7.473,9.71,4,3.9334,7.9627,5.3965,5.3342,3.4835,2.821,2.9829,2.9018,4.0087,4.1519,3.2889,8.5733,7.715,3.3596,3.2204,2.8295
2018/9/21,7.2894,4.5402,4.79,7.5313,9.7491,4.0296,4.0012,8.0694,5.4781,5.4303,3.5324,2.8592,3.0217,2.8929,4.0673,4.2376,3.3379,8.6116,7.771,3.4182,3.2498,2.8494
2018/9/25,7.2238,4.4805,4.67,7.4536,9.6709,4.0395,3.9721,8.0985,5.4781,5.4303,3.5422,2.8497,3.041,2.8839,4.038,4.2472,3.3183,8.6979,7.7337,3.3987,3.3085,2.8891
2018/9/26,7.2144,4.4407,4.65,7.4633,9.6611,4.0198,3.9721,8.1082,5.5416,5.488,3.5422,2.8592,3.0701,2.875,4.038,4.2376,3.3183,8.6883,7.7897,3.4085,3.3085,2.8891
2018/9/27,7.1676,4.351,4.67,7.4342,9.2406,3.9605,3.9431,8.0791,5.4691,5.4495,3.5129,2.8688,3.0313,2.8214,4.0087,4.2662,3.2791,8.6404,7.8083,3.3889,3.24,2.8593
2018/9/28,7.2425,4.4307,4.73,7.4439,9.3482,4.0691,3.9625,8.2731,5.5688,5.4688,3.5227,2.8688,3.041,2.8482,4.038,4.2567,3.3379,8.6979,7.8456,3.3987,3.2694,2.899
2018/10/8,7.0926,4.2813,4.59,7.1916,8.8201,3.9309,3.8753,8.1082,5.46,5.4015,3.4737,2.8306,2.9636,2.75,3.9598,4.2091,3.2008,8.6116,7.8456,3.3206,3.1911,2.8096
2018/10/9,6.9802,4.3212,4.36,7.1431,8.8984,3.9506,3.8753,8.0209,5.4237,5.3054,3.4542,2.8592,2.9732,2.7768,3.9598,4.1805,3.2106,8.5925,7.6031,3.3401,3.1813,2.8096
2018/10/10,7.1582,4.3013,4.19,7.1528,8.9179,3.9506,3.8753,8.0791,5.4237,5.3342,3.4444,2.8784,2.9636,2.7946,3.9891,4.3138,3.2204,8.6691,7.6777,3.3499,3.1813,2.8295
2018/10/11,6.9708,3.9727,3.98,6.5996,8.0476,3.5753,3.6621,7.5748,5.2423,5.0555,3.2487,2.7445,2.7699,2.7143,3.774,4.0567,2.9757,8.3434,7.6031,3.1252,3.0442,2.5912
2018/10/12,7.0177,3.9826,3.9,6.6578,7.6858,3.6642,3.6331,7.6426,5.3149,4.9305,3.2095,2.6967,2.7311,2.6786,3.7643,4.1043,2.9757,8.5446,7.4072,3.1057,3.0442,2.5416
2018/10/15,7.0083,3.9329,3.79,6.3375,7.5587,3.6741,3.5943,7.662,5.2423,4.8921,3.1313,2.6584,2.7021,2.625,3.7154,3.9805,2.9757,8.4296,7.4911,3.0666,3.0247,2.5118
2018/10/16,7.0739,3.8731,3.84,6.3375,7.1969,3.6741,3.5265,7.4293,5.0791,4.8248,3.1019,2.6202,2.6633,2.6071,3.6567,3.9805,2.9268,8.3051,7.4165,3.0373,2.917,2.4522
2018/10/17,7.0364,3.893,3.81,6.3958,7.3729,3.7531,3.5556,7.4972,5.0972,4.8248,3.1215,2.6393,2.7117,2.6607,3.686,4.0281,2.9855,8.3339,7.5284,3.0666,2.9268,2.482
2018/10/18,7.1114,3.7636,3.62,6.1531,7.2263,3.5259,3.4974,7.4196,5.0609,4.7864,3.0823,2.5724,2.6827,2.5446,3.6176,3.9234,2.917,8.2189,7.5005,2.9983,2.8778,2.4224
2018/10/19,7.2894,3.8233,3.48,6.2405,7.3534,3.5457,3.5556,7.5651,5.0972,4.8344,3.1215,2.6106,2.7214,2.5804,3.6763,4.0472,2.9659,8.4871,7.5471,3.0373,2.868,2.4721
2018/10/22,7.4393,3.9826,3.65,6.7354,7.6663,3.7037,3.7299,7.8657,5.2786,5.0363,3.2487,2.6967,2.828,2.7143,3.8034,4.1995,3.0834,8.65,7.6497,3.1448,2.9659,2.5813
2018/10/23,7.3175,3.9229,3.65,6.5607,7.5,3.7432,3.6331,7.9433,5.1426,4.9305,3.1802,2.6584,2.7795,2.6696,3.7545,4.171,3.0442,8.5063,7.5564,3.1057,2.917,2.5515
2018/10/24,7.1863,3.9727,3.66,6.6578,7.5685,3.684,3.6621,7.953,5.1426,4.9882,3.1997,2.6776,2.7892,2.6786,3.7838,4.19,3.054,8.6404,7.4631,3.1057,2.9366,2.5515
2018/10/25,6.9052,3.9129,3.6,6.7354,7.4707,3.6247,3.6912,7.9336,5.0428,4.9402,3.2095,2.6871,2.7602,2.6696,3.774,4.2757,3.0344,8.7074,7.3792,3.0959,2.8974,2.5515
2018/10/26,6.9052,3.9727,3.7,6.6481,7.5098,3.6741,3.7202,8.0112,5.1335,4.9882,3.2487,2.7062,2.7892,2.7054,3.7936,4.1615,3.0442,8.7649,7.4258,3.135,2.9072,2.5714
2018/10/29,6.7553,3.9528,3.71,6.619,7.3631,3.6247,3.6718,7.9433,4.934,4.9402,3.2878,2.6776,2.7602,2.6607,3.7838,4.0281,3.0051,8.7841,7.3885,3.1155,2.8974,2.5317
2018/10/30,6.6335,4.0125,3.8,6.7354,7.4805,3.6444,3.7687,8.0403,4.8433,4.9978,3.3074,2.6967,2.7989,2.6964,3.7936,4.0567,3.0344,8.7649,7.3698,3.1448,2.9268,2.5515
2018/10/31,6.671,4.0523,3.83,6.7743,7.6369,3.7235,3.7978,8.0403,4.9974,5.0843,3.3172,2.7158,2.828,2.7232,3.8034,4.0662,3.1323,8.8703,7.4165,3.1643,2.9366,2.5813
2018/11/1,6.6616,4.2813,3.84,6.8713,7.6076,3.763,3.8074,8.0985,4.8886,5.0843,3.3074,2.7254,2.8377,2.7232,3.8131,4.0567,3.0932,8.8128,7.3698,3.1545,2.9561,2.5813
2018/11/2,6.6991,4.2913,3.85,7.046,7.7641,3.8321,3.8753,8.1955,5.0609,5.19,3.3563,2.7636,2.9539,2.7589,3.8718,4.1234,3.1421,8.9182,7.4072,3.2034,3.0344,2.6409
2018/11/5,6.7459,4.2614,4.03,6.9975,7.8716,3.8716,3.8946,8.1955,5.0519,5.2862,3.5324,2.8019,3.012,2.7589,3.8914,4.1519,3.1225,8.7745,7.3978,3.2034,3.0638,2.6607
