ÈÕÆÚ,000633.SZ,000795.SZ,000962.SZ,000969.SZ,000970.SZ,002056.SZ,002057.SZ,002130.SZ,002182.SZ,002340.SZ,300127.SZ,300224.SZ,300395.SZ,300489.SZ,300748.SZ,600114.SH,600206.SH,600330.SH,600366.SH,600516.SH,600614.SH,600615.SH,600980.SH,603045.SH,603260.SH,603612.SH,603688.SH,603826.SH,603978.SH,688122.SH,900907.SH
2018/5/23,8.66,5.28,6.72,7.7427,11.2686,8.6448,5.2131,5.5095,7.312,7.0016,14.4439,8.29,15.796,18.2869,,10.168,11.0185,8.7521,8.0404,18.8808,7.52,10.59,14.5492,14.4726,56.6991,26.6289,16.6953,12.2377,45.07,,0.586
2018/5/24,8.67,5.25,6.74,7.7228,11.18,8.5174,5.2131,5.4995,7.3022,7.0115,14.3497,8.39,15.8744,18.187,,10.1772,11.1084,8.6204,7.744,19.1388,7.62,10.56,14.6384,15.9235,56.5735,26.4006,16.4083,12.2476,43.66,,0.591
2018/5/25,8.66,5.17,6.58,7.6133,10.993,8.3311,5.1477,5.3899,7.273,6.784,14.5475,8.36,15.5315,18.167,,10.0299,10.5789,8.3651,7.9613,18.0177,7.54,10.64,14.1035,17.5165,54.781,26.5113,16.1114,11.8308,44.7,,0.584
2018/5/28,8.64,5.17,6.88,7.5735,10.9045,8.2233,5.0168,5.37,7.1172,6.7346,14.4345,8.25,14.9676,17.9571,,10.0023,10.0495,8.0193,7.9416,18.2795,7.19,10.42,13.6876,19.266,55.1925,25.6672,15.1514,11.9697,46.09,,0.556
2018/5/29,8.62,5.18,6.78,7.5934,10.9045,8.0763,5.0081,5.37,7.2049,6.8339,14.0559,8.44,14.9082,17.5774,,9.5791,9.8497,7.8958,7.7934,18.0043,7.3,10.22,13.5786,21.1933,53.2116,25.6188,14.9139,12.1682,45.64,,0.562
2018/5/30,8.58,5.2,6.36,7.2451,10.7962,8.0077,5.0561,5.3401,6.7959,6.6452,14.2112,8.97,14.2454,16.5382,,9.4226,9.54,7.7229,7.6749,17.1987,7.15,9.92,13.2221,23.3127,51.6632,23.0659,14.9238,11.7315,42.86,,0.55
2018/5/31,8.63,5.26,6.43,7.3048,10.8749,8.0469,5.2524,5.3401,6.8933,6.7147,14.5607,9.21,14.5125,16.8279,,9.5607,9.6199,7.7147,7.6453,17.4941,7.19,9.96,13.3211,25.6454,53.8533,23.2665,15.2207,12.0094,43.4,,0.553
2018/6/1,8.63,5.18,6.38,7.1754,10.6683,7.8999,5.3135,5.3401,6.757,6.8141,14.2597,8.76,14.7796,16.6781,,9.5699,9.2903,7.4759,7.2798,18.2258,7.01,9.92,12.9051,28.2127,51.8446,23.1074,14.3399,12.2774,43.84,,0.55
2018/6/4,8.71,5.09,6.38,7.2351,10.5994,7.8411,5.2742,5.3301,6.7862,6.6353,14.0074,8.46,14.6708,16.5881,,9.3766,9.4201,6.7349,7.3391,18.2527,7,9.72,12.9051,31.0362,46.7459,23.1835,14.1024,12.1583,42.48,,0.552
2018/6/5,8.79,5.14,6.45,7.3346,10.8356,7.9391,5.3309,5.3401,6.9225,6.7843,14.2112,8.72,14.9874,16.9878,,9.4594,9.6399,6.9161,7.4181,18.3869,7.08,9.62,13.0735,34.1369,49.9404,23.5848,15.0327,12.337,43.65,,0.557
2018/6/6,8.77,5.11,6.51,7.3247,10.8749,7.8607,5.2568,5.37,7.0588,6.8141,14.1141,8.65,15.0863,17.4875,,9.6435,9.52,6.9161,7.4576,18.3131,6.99,9.62,13.4003,37.5506,50.0869,23.82,14.9733,12.4561,45.4,,0.554
2018/6/7,8.68,5.08,6.43,7.2351,10.806,7.7725,4.9783,5.35,6.9809,6.7644,14.0559,8.84,15.0566,17.1777,,9.487,9.3502,6.8584,7.3094,18.4742,7.2,9.38,13.6876,41.3057,50.5123,23.2319,14.9139,12.0392,44.89,,0.559
2018/6/8,8.73,4.82,6.35,7.056,10.6289,7.5274,4.9585,5.36,6.8641,6.6651,13.6967,8.57,15.0368,16.738,,9.3582,9.2703,6.8831,7.102,17.9036,6.99,9.31,13.2617,40.7012,51.2587,22.9137,14.7852,11.8407,44.58,,0.555
2018/6/11,8.7,4.73,6.6,6.9963,10.5403,7.4686,4.9054,5.36,6.8543,6.6353,13.5414,8.46,14.7203,16.8479,,9.3766,9.2004,6.8337,7.0822,17.9103,7.06,9.19,13.0636,38.9801,51.1261,23.0105,14.5873,12.0193,43.08,,0.553
2018/6/12,8.67,4.79,6.39,7.0759,10.6486,7.5764,4.9386,5.35,6.8641,6.6551,13.6385,8.83,14.8093,17.0878,,9.4134,9.2603,6.9325,7.0329,18.4004,7.03,9.32,13.1329,36.747,50.8123,23.0244,15.1217,12.0888,40.45,,0.553
2018/6/13,8.72,4.73,6.22,7.1953,10.4321,7.3608,4.859,5.35,6.6207,6.6154,13.289,8.69,14.5521,16.6181,,9.3398,9.1804,6.9161,6.8551,18.0177,6.84,9.14,12.634,35.8722,49.5568,22.4709,15.1217,11.7613,38.66,,0.541
2018/6/14,8.65,4.83,6.2,7.265,10.6978,7.596,4.9386,5.32,6.6499,6.5657,13.5997,8.77,14.7796,16.4782,,9.3858,9.4101,6.9572,6.9341,18.1319,6.79,9.36,12.8036,35.2108,50.1915,22.381,15.6363,11.672,38.39,,0.541
2018/6/15,8.63,4.74,6.14,7.0659,10.6382,7.449,4.7795,5.31,6.4552,6.377,13.8035,9.28,14.562,15.389,,9.2018,9.3902,6.7432,6.5982,17.6552,6.57,9.35,12.3845,38.7312,48.3989,23.1973,15.2405,11.0566,36.8,,0.515
2018/6/19,7.77,4.27,5.53,6.3593,9.5764,6.7041,4.3022,4.86,5.8126,5.781,12.726,8.38,13.2561,13.96,,8.8061,8.601,6.1668,5.9364,16.1649,5.91,8.89,11.147,35.0757,45.8043,20.8797,13.7164,10.1236,33.12,,0.474
2018/6/20,7.09,4.29,5.47,6.2996,9.5169,6.6943,4.3221,4.57,5.871,5.8804,12.8231,7.93,13.4045,14.23,,9.1098,8.7508,6.3891,5.8475,16.3059,5.92,9.27,11.3266,38.5818,47.4504,20.7275,14.6071,10.1931,32.37,,0.478
2018/6/21,6.64,4.26,5.31,5.9314,9.0901,6.4003,4.1961,4.4,5.723,5.7016,12.3669,7.53,12.8901,13.54,,8.8981,8.3013,6.2574,5.6895,16.1381,5.37,8.66,11.1969,34.7485,46.7877,19.6621,13.5779,9.9351,30.55,,0.442
2018/6/22,5.98,4.27,5.36,6.0707,9.1497,6.5767,4.2425,4.44,5.8216,5.8804,12.5125,7.65,13.1869,13.86,,9.0085,8.4212,6.4385,5.7883,16.3328,5.46,8.57,11.3666,31.2708,48.4757,19.9388,13.9935,10.1336,31.27,,0.451
2018/6/25,5.38,4.21,5.4,6.0906,8.9711,6.4885,4.3685,4.4,5.7328,5.8605,12.2407,7.6,12.811,13.81,,9.0638,8.3912,6.3888,5.808,15.9971,5.37,8.6,11.3167,30.197,47.893,19.6413,13.4789,10.2229,34.4,,0.452
2018/6/26,4.98,4.25,5.46,6.1603,9.0604,6.6355,4.3221,4.42,5.8315,5.9996,12.3669,7.64,12.9396,14.04,,8.9441,8.571,6.4584,5.8871,16.2052,5.46,8.62,11.5362,31.3775,48.1317,20.0218,13.5878,10.2626,34.27,,0.46
2018/6/27,4.68,4.68,5.45,6.21,9.2787,6.8511,4.5872,4.36,5.7723,5.8903,12.6095,7.88,12.8308,13.94,,8.7877,8.621,6.6968,5.9364,16.0173,5.66,8.63,11.8456,32.1812,47.6754,19.7589,13.5383,10.2824,33.84,,0.474
2018/6/28,4.21,4.61,5.36,6.0409,9.0504,6.6845,4.4215,4.31,5.7723,5.8208,12.2601,7.7,12.8209,13.9,,8.7509,8.4911,6.5776,5.8574,15.9501,5.49,8.5,11.646,33.8667,46.7489,19.2193,12.9247,10.6993,32.62,,0.466
2018/6/29,4.32,4.71,5.47,6.22,9.2787,6.8707,4.5408,4.36,6.0091,6.0095,12.6095,7.91,13.454,14.3,,8.9901,8.8407,6.8061,6.0253,16.3663,5.71,8.67,11.8855,34.6632,49.5356,19.7866,13.3008,10.8283,34.05,,0.496
2018/7/2,4.39,4.55,5.33,6.13,9.1199,6.7335,4.4745,4.33,6.1078,5.9102,12.2892,7.6,13.1275,14.01,,8.8613,8.581,6.7565,5.8969,15.9568,5.61,8.66,11.6959,36.9034,48.7634,19.3438,13.6571,10.5306,33.1,,0.487
2018/7/3,4.69,4.58,5.43,6.21,9.239,6.8119,4.5475,4.38,6.1966,6.0095,12.5319,7.72,13.4936,14.4,,8.8797,8.9506,6.9154,5.9167,16.1247,5.61,8.75,11.8855,35.6873,50.7008,20.9904,13.7164,10.7688,33.96,,0.493
2018/7/4,4.53,4.76,5.28,6.14,9.1794,6.7531,4.5011,4.44,6.167,5.8704,12.231,7.67,13.2561,14.35,,8.8245,8.7508,6.8161,5.8475,15.5742,5.44,8.57,11.6759,39.2575,49.0021,20.2432,13.1721,10.4809,32.48,,0.486
2018/7/5,4.34,4.5,5.3,5.95,8.8817,6.4199,4.3817,4.26,5.8611,5.6221,11.5903,7.18,12.9198,13.83,,8.6313,8.4611,6.6472,5.6599,14.574,4.92,8.46,11.3067,43.1832,47.1279,19.323,13.1622,9.9847,32.11,,0.479
2018/7/6,4.77,4.44,5.34,5.93,8.9909,6.5669,4.3817,4.04,5.871,5.7413,11.4059,7.23,13.1374,13.87,,8.5577,8.621,6.9751,5.6697,14.8425,5.41,8.56,11.3566,47.5001,47.7527,18.7765,12.7763,10.0442,32.24,,0.494
2018/7/9,4.85,4.58,5.47,6.08,9.1794,7.2236,4.4878,4.11,6.0289,5.8506,11.8038,7.56,13.4045,14.15,,8.5853,8.8008,7.0844,5.8475,16.1717,5.64,8.69,11.7358,52.2508,49.8234,19.4476,13.0138,10.3023,33.69,,0.498
2018/7/10,4.81,4.52,5.49,6.12,9.3184,7.449,4.5342,4.13,6.1078,5.9896,11.93,7.6,13.5529,14.26,,8.6589,8.8307,7.0943,5.8969,16.2723,5.66,8.7,11.8057,57.478,50.792,20.3055,12.9643,10.8184,35.33,,0.496
2018/7/11,4.79,4.34,5.36,5.96,9.3581,7.5078,4.448,3.98,5.9598,6.0095,11.6485,7.59,12.9297,13.72,,8.4932,8.3413,6.8956,5.7093,16.0038,5.4,8.42,11.4564,51.7317,50.6025,19.4528,12.0835,10.7291,34.64,,0.479
2018/7/12,5,4.46,5.47,6.1,9.9436,7.7038,4.5342,4.1,6.1078,6.079,11.9883,7.8,13.5134,14.15,,8.7417,8.6709,7.1539,5.9068,16.4536,5.59,8.61,11.7957,47.0592,52.0345,19.9188,12.2913,11.007,35.52,,0.489
2018/7/13,4.89,4.54,6.02,6.15,9.9337,7.6156,4.5408,4.12,6.315,6.1386,12.0562,7.84,13.8398,14.16,,8.7049,8.7308,7.1638,5.9364,16.6886,5.45,8.72,12.5342,44.8261,52.3854,19.1355,12.9148,10.9474,36.14,,0.485
2018/7/16,4.83,4.44,6.07,6,9.894,7.4686,4.4679,4.19,6.2163,6.0492,11.9203,7.7,14.2454,14.22,,8.9165,8.7908,7.1837,5.9266,16.9168,5.46,8.74,12.3146,44.2713,51.8169,18.8182,13.1721,11.2055,36.64,,0.487
2018/7/17,4.99,4.5,6.17,6.06,9.8146,7.4686,4.4745,4.13,6.1867,6.079,12.0562,7.79,15.67,14.32,,8.9165,8.8707,7.2334,5.9364,16.8161,5.44,9.03,12.3146,44.7763,52.2661,17.9259,13.9441,11.3147,35.55,,0.486
2018/7/18,4.85,4.46,6.39,6.05,9.6062,7.4098,4.448,4.14,6.1571,5.9797,11.9203,7.63,15.3633,14.19,,9.1742,8.7109,7.0148,6.0056,16.7355,5.51,8.93,12.2248,43.1619,50.8973,18.0548,13.3404,11.1757,34.75,,0.49
2018/7/19,4.87,4.57,6.16,5.98,10.1222,7.547,4.4215,4.06,6.0585,5.9499,13.1143,8,14.928,13.81,,8.9901,8.541,7.1042,6.055,16.5274,5.33,8.64,12.4443,43.5317,51.1781,17.5095,12.8554,11.0566,35.03,,0.479
2018/7/20,4.98,4.5,6.08,6.01,9.9833,7.4294,4.4414,4.12,6.1177,6.0194,12.8716,7.8,15.2347,14.2,,9.211,8.611,7.1241,5.9562,16.8362,5.35,8.85,12.2647,44.9612,51.4448,17.5789,12.7664,11.1757,34.58,,0.486
2018/7/23,4.93,4.54,6.11,6.14,10.0329,7.5666,4.5011,4.16,6.2459,6.1684,12.7454,7.85,15.4226,14.39,,9.2018,8.8208,7.2135,5.9562,17.1652,5.41,8.96,12.3246,43.6882,52.4767,18.5208,13.0732,11.5132,34.18,,0.492
2018/7/24,5.12,4.62,6.72,6.23,10.1321,7.6842,4.6071,4.24,6.463,6.1982,13.2308,8.16,15.1753,14.57,,9.2386,8.9306,7.3328,6.1241,17.427,5.53,9.11,12.5142,44.4349,52.6101,18.6497,13.1721,11.5132,35.86,,0.498
2018/7/25,5.08,4.68,7.39,6.25,10.0825,7.6842,4.6005,4.27,6.463,6.0989,12.9493,8.28,15.2248,14.53,,9.0362,9.0305,7.2334,6.0945,17.1115,5.63,9.08,12.4743,41.3981,51.6695,18.3721,12.9841,11.4238,35.04,,0.502
2018/7/26,5.31,4.71,8.13,6.31,9.9138,7.4686,4.574,4.31,6.4137,6.1783,12.9299,8.08,15.4424,14.55,,8.9533,8.8907,7.1738,6.0352,17.474,5.65,9.15,12.4543,38.2903,48.6862,18.3324,12.7664,11.4437,33.95,,0.501
2018/7/27,5.84,4.58,8.94,6.4,9.8642,7.4294,4.6204,4.26,6.4235,6.079,12.6969,7.95,15.205,14.59,,9.0085,9.1105,7.1638,5.9364,17.1316,5.57,9.12,12.4743,38.2191,48.251,18.035,13.3899,11.5529,34.09,,0.5
2018/7/30,5.51,4.53,8.05,6.24,9.8046,7.3804,4.6535,4.22,6.4729,6.0592,12.6678,7.84,14.928,14.14,,8.8153,9.0905,6.9751,5.9364,16.7758,5.35,9.38,12.5641,37.5008,47.9913,17.4698,12.8455,11.8308,33.09,,0.492
2018/7/31,5.14,4.49,7.25,6.29,9.7352,7.4686,4.6071,4.22,6.3249,6.0194,12.629,7.88,15.2248,14.53,,8.8705,8.9007,6.8161,5.9364,17.0175,5.43,9.31,12.3346,38.2974,47.2052,17.5095,12.806,11.9201,32.95,,0.493
2018/8/1,5.1,4.4,7.2,6.12,9.5466,7.155,4.5541,4.09,6.1966,5.9598,12.2213,7.54,14.9379,14.16,,8.6221,8.7608,6.677,5.7883,17.3397,5.35,9.18,12.145,36.3843,47.0086,17.4996,12.5091,12.3767,30.55,,0.487
2018/8/2,5.04,4.28,6.85,5.81,9.2291,7.0079,4.342,3.97,6.0782,5.7512,11.8136,7.35,14.4927,13.7,,8.3552,8.4012,6.5081,5.6105,17.7358,5.09,8.95,11.6659,36.5407,45.7732,16.2007,11.8955,12.1087,29.15,,0.478
2018/8/3,5.54,4.24,6.7,5.84,9.1497,6.8217,4.3287,4.03,6.3446,5.6817,11.7068,7.28,14.0476,13.67,,8.3736,8.2114,6.4683,5.5907,17.2726,4.96,9.02,11.5063,33.952,44.2289,15.9628,11.3809,11.8903,28.4,,0.473
2018/8/6,5.09,4.15,6.56,5.64,8.9314,6.8119,4.2094,4.04,6.7097,5.4433,11.5321,6.88,14.2454,13.3,,8.3184,8.0815,6.4783,5.5216,16.5006,4.94,8.92,11.3067,32.6434,40.635,15.4571,10.8069,11.9102,26.22,,0.468
2018/8/7,5.16,4.27,6.7,5.83,9.1794,7.1158,4.3221,4.12,6.9662,5.632,11.833,7.08,15.3831,13.67,,8.4656,8.3013,6.7167,5.6599,16.8497,5.05,9.17,11.5861,33.568,41.5476,16.0124,11.272,11.9598,27.04,,0.476
2018/8/8,4.87,4.23,6.33,5.82,9.0604,6.9295,4.269,4.16,6.838,5.5327,11.5612,6.93,15.116,13.48,,8.1988,8.0815,6.6372,5.571,15.9367,4.82,9.22,11.5761,31.9678,39.2241,15.5563,10.9355,12.059,25.81,,0.469
2018/8/9,4.9,4.31,6.4,5.89,9.2688,7.0766,4.3486,4.27,6.8972,5.6916,11.9106,7.09,15.8183,13.8,,8.4288,8.3313,6.826,5.6796,16.1247,4.91,9.31,11.7358,32.9848,40.986,15.9925,11.5392,12.466,28.39,,0.477
2018/8/10,5.04,4.3,6.48,6.16,9.2787,7.1256,4.3287,4.29,6.8478,5.781,11.9106,7.06,15.67,13.93,,8.3552,8.3512,6.8161,5.6895,16.2186,4.96,9.23,11.7657,33.1057,41.9617,16.1908,11.6481,12.5255,28.4,,0.483
2018/8/13,5.01,4.27,6.53,5.96,9.2588,7.1256,4.3221,4.25,7.0254,5.8108,11.9883,7.09,15.8876,14.08,,8.4196,8.5111,6.8757,5.6302,16.5073,4.97,9.12,11.7458,33.7387,42.7057,15.6753,11.9351,12.3469,28.02,,0.48
2018/8/14,5.02,4.58,6.77,5.86,9.3283,7.1158,4.3817,4.31,6.986,5.8208,12.2115,7.24,15.8282,14.02,,8.2908,8.4112,6.7962,5.6895,16.514,5.12,9.17,11.8556,34.4641,42.6215,16.0024,11.8658,12.3072,27.76,,0.483
2018/8/15,4.85,4.32,6.48,5.72,9.2291,6.8707,4.3552,4.22,6.7788,5.6618,11.765,6.97,15.4325,13.8,,8.1436,8.2014,6.6273,5.5315,16.2723,4.91,8.97,11.636,32.4372,42.8742,15.2985,11.4502,11.8109,26.57,,0.478
2018/8/16,4.74,4.2,6.29,5.71,9.0703,6.7531,4.2293,4.1,6.6998,5.6221,11.5029,6.9,15.4622,13.65,,8.162,8.0815,6.5577,5.4919,15.9434,4.82,9.08,11.616,31.0788,43.169,14.8424,11.5293,11.4635,26.73,,0.474
2018/8/17,4.5,4.18,6.02,5.63,8.8321,6.4983,4.1563,4.07,6.4827,5.5426,11.27,6.73,15.4127,13.4,,7.8767,7.9617,6.4882,5.4129,15.4534,4.49,8.88,11.4264,30.6023,40.3683,14.2079,11.3116,11.3246,26.38,,0.462
2018/8/20,4.51,4.23,5.95,5.66,8.7329,6.6159,4.2293,4.12,6.5025,5.5923,11.5126,6.61,15.7986,13.41,,7.8031,7.9417,6.518,5.5117,15.7017,4.56,8.7,11.4264,30.6877,40.9088,14.4062,11.6184,11.5529,27.25,,0.466
2018/8/21,4.53,4.25,6.1,5.72,8.7924,6.7727,4.2293,4.17,6.6505,5.6221,11.5321,6.6,15.7194,13.5,,7.7939,7.9916,6.5876,5.6105,15.8763,4.58,9.05,11.5761,30.9721,41.4072,14.4557,11.7273,11.4536,27.19,,0.468
2018/8/22,4.98,4.19,5.87,5.63,8.5939,6.6649,4.163,4.12,6.4926,5.5228,11.435,6.56,15.1357,13.16,,7.8031,7.7918,6.5081,5.2351,15.93,4.6,9.02,11.4264,30.2467,41.0632,14.2376,11.5986,11.0665,26.56,,0.467
2018/8/23,4.77,4.19,5.98,5.62,8.6138,6.7041,4.1696,4.15,6.5913,5.5526,11.5612,6.62,15.3633,13.43,,7.6927,7.8018,6.5081,5.2549,16.0642,4.57,9.02,11.626,30.7944,41.8143,14.6838,11.8757,11.1459,26.34,,0.472
2018/8/24,4.79,4.22,5.99,5.58,8.6039,6.6355,4.1563,4.09,6.6308,5.5327,11.6485,6.64,15.2841,13.37,,7.7847,7.8817,6.369,5.166,16.1045,4.52,9.02,11.5861,30.0832,41.1334,14.5648,11.6976,11.2353,25.82,,0.466
2018/8/27,4.81,4.28,6.11,5.7,8.7825,6.8511,4.2293,4.17,6.8478,5.6519,11.8233,6.74,16.1745,13.65,,8.0608,8.0516,6.5975,5.1956,16.2522,4.58,9.09,11.7757,30.7944,42.1372,14.9019,12.3111,11.5826,26.36,,0.473
2018/8/28,4.79,4.31,6.26,5.67,8.7825,6.8707,4.2359,4.25,6.9761,5.6817,11.9203,6.76,16.3031,13.81,,8.0516,8.0815,6.677,5.2055,16.0978,4.65,9.08,11.7757,31.1073,42.081,16.2503,12.4101,11.8705,26.87,,0.475
2018/8/29,4.76,4.21,6.18,5.68,8.6634,6.8021,4.1829,4.17,6.9169,5.632,11.8038,6.67,16.1349,13.73,,8.0516,8.0016,6.6372,5.0079,15.8091,4.56,9.17,11.5562,30.197,41.0281,15.5265,12.4299,11.7712,26.26,,0.473
2018/8/30,4.63,4.16,5.9,5.5,8.4848,6.6159,4.1563,4.11,6.7196,5.5426,11.5321,6.58,15.4424,13.34,,7.8859,7.7219,6.3392,4.9388,15.4534,4.45,9.04,11.5262,30.1543,42.3056,15.4274,12.4002,12.4461,25.83,,0.47
2018/8/31,4.64,4.13,5.77,5.49,8.4749,6.6061,4.1563,4.13,6.7886,5.5029,11.7262,6.46,15.3831,13.29,,7.8031,7.5421,6.2299,4.8005,15.2385,4.36,8.87,11.5262,28.3052,41.1334,14.7234,12.3903,12.5057,25.3,,0.461
2018/9/3,4.76,4.15,5.81,5.43,8.3161,6.5473,4.1563,4.1,6.907,5.5426,11.8038,6.4,15.571,13.15,,7.6375,7.8018,6.2895,4.919,15.2453,4.45,8.75,11.4264,27.4589,41.8213,14.4855,12.2913,12.466,24.6,,0.464
2018/9/4,4.82,4.19,5.91,5.48,8.3856,6.6649,4.163,4.11,7.0057,5.5724,11.8427,6.53,15.4622,13.4,,7.6375,7.8218,6.3292,5.0277,15.3325,4.53,8.87,11.6659,27.7363,42.067,15.1002,12.6575,12.6744,24.63,,0.469
2018/9/5,4.83,4.13,5.92,5.33,8.197,6.4787,4.1563,4.05,6.9564,5.4532,11.5321,6.33,15.2644,13.33,,7.5903,7.632,6.1901,5.0178,14.8895,4.52,8.79,11.5063,27.3735,40.7684,14.8523,12.4596,12.3568,23.67,,0.465
2018/9/6,4.79,4.11,6.1,5.22,8.1772,6.5669,4.1563,4.05,6.838,5.344,11.435,6.34,15.3138,13.3,,7.4866,7.672,6.1901,4.8795,14.6612,4.4,8.86,11.5063,28.1559,40.6701,14.6144,12.3111,12.3469,23.42,,0.463
2018/9/7,4.89,4.14,6.3,5.24,8.1375,6.4493,4.1563,4.05,6.8478,5.3142,11.4544,6.34,15.4721,13.25,,7.43,7.6919,6.1106,4.919,14.7216,4.55,8.94,11.4065,28.483,39.7436,15.0308,12.3012,12.9225,23.58,,0.471
2018/9/10,4.94,4.04,6.15,5.1,7.8695,6.0866,4.1563,3.99,6.6012,5.0559,11.1923,5.93,14.5917,12.92,,7.364,7.4422,6.0411,4.7709,14.6679,4.37,8.73,10.9774,28.6821,37.6027,15.6257,11.9549,12.6943,22.17,,0.466
2018/9/11,4.85,4.07,6,5.1,7.939,6.0572,4.1166,4.01,6.69,5.046,11.202,5.95,14.7796,14.21,,7.232,7.3923,6.0808,4.8005,14.4598,4.41,8.78,11.0073,29.4289,37.7922,15.6455,12.2815,12.724,22.55,,0.465
2018/9/12,4.87,4.07,6.04,5.14,7.939,6.0572,4.0768,4.04,6.69,5.1155,11.2603,6.02,14.7203,14.65,,7.1472,7.4422,6.1802,4.8697,14.4196,4.47,8.87,11.0073,30.1258,37.8484,15.5067,12.3012,12.6049,23.14,,0.466
2018/9/13,4.87,4.11,6.09,5.21,8.0382,6.1062,4.1431,4.06,6.9268,5.1453,11.367,6.15,14.7598,14.7,,7.1943,7.4921,6.21,4.9289,14.6142,4.5,8.77,11.157,29.6991,38.3397,15.5364,11.6283,12.9126,23.26,,0.472
2018/9/14,4.71,4.15,6.26,5.19,8.1672,6.116,4.1696,4.06,6.7196,5.1354,11.4447,6.2,14.4037,14.28,,7.2226,7.4522,6.1702,4.9684,14.5672,4.48,8.74,11.2269,27.3095,37.4904,15.0506,11.6778,12.3767,22.81,,0.473
2018/9/17,4.61,4.05,5.97,5.14,7.9688,5.8416,4.0768,4.04,7.1044,5.0261,11.2408,6.09,13.9783,14.39,,7.0906,7.2524,6.1305,4.8203,14.0906,4.19,8.69,11.1071,25.5174,35.8829,13.9798,11.3116,12.7439,22.44,,0.457
2018/9/18,4.76,4.12,6.28,5.24,8.0878,5.9298,4.1099,4.06,7.2425,5.0956,11.4447,6.19,14.1959,14.68,,7.2132,7.3723,6.21,4.8795,14.3927,4.28,8.75,11.2468,26.001,37.1324,14.2475,11.084,12.6943,22.9,,0.462
2018/9/19,4.74,4.17,6.28,5.28,8.1672,5.969,4.1829,4.08,7.1833,5.1254,11.765,6.25,14.6411,15.32,,7.43,7.4822,6.2398,4.9388,14.433,4.5,8.8,11.3865,26.1361,37.7641,14.4855,11.4996,12.7439,23.18,,0.47
2018/9/20,4.78,4.27,6.91,5.41,8.4054,6.067,4.6005,4.06,7.055,5.1652,12.9396,6.48,14.5521,14.89,,7.3923,7.672,6.2895,5.4327,14.3659,4.56,8.74,12.145,26.9539,37.8905,14.3169,11.2423,12.5255,23.04,,0.469
2018/9/21,4.82,4.24,7.04,5.39,8.5245,6.0866,4.5276,4.08,7.1833,5.2943,12.9396,6.45,14.7796,14.81,7.7262,7.5055,7.6919,6.3292,5.3734,15.1043,4.56,8.75,11.9354,26.5557,38.5573,15.0705,11.5689,12.3965,23.41,,0.473
2018/9/25,4.84,4.23,6.78,5.35,8.4153,6.0572,4.3817,4.06,7.0945,5.2844,12.5222,6.37,14.5818,14.57,8.5028,7.4489,7.622,6.2994,5.2549,14.9029,4.52,8.76,11.7258,26.577,38.087,15.12,11.7371,12.2476,23.2,,0.469
2018/9/26,4.82,4.25,6.68,5.35,8.4352,6.067,4.4215,4.06,7.0846,5.2744,12.6484,6.34,14.4828,14.5,9.3491,7.4866,7.622,6.2895,5.245,15.1513,4.49,8.77,11.7957,26.4561,38.2906,15.0605,11.6481,12.4561,23.23,,0.472
2018/9/27,4.7,4.15,6.84,5.24,8.1573,5.871,4.3486,4,6.8873,5.185,12.1436,6.1,14.0476,14.1,10.285,7.4018,7.4921,6.1802,5.1364,14.9566,4.68,8.65,11.626,23.8318,37.3851,14.5648,11.2522,12.9523,22.18,,0.478
2018/9/28,4.67,4.24,7.15,5.36,8.5245,5.969,4.3884,4.02,7.0254,5.2148,12.4639,6.39,14.7203,14.25,11.3105,7.5243,7.5721,6.2895,5.2549,15.0304,5.15,8.8,11.9055,24.4648,38.7819,15.0011,11.7174,13.1607,22.48,,0.5
2018/10/8,4.5,4.18,6.98,5.32,8.3657,5.7828,4.1961,3.91,6.8182,5.046,12.231,6.27,14.3443,13.26,12.4456,7.1849,7.3523,6.0013,5.1067,14.1846,5.51,8.77,11.5961,24.8915,35.8689,15.0308,11.3017,13.2004,20.91,,0.5
2018/10/9,4.45,4.22,7.3,5.29,8.326,5.7436,4.1829,3.91,6.986,5.0658,12.561,6.4,13.7211,13.33,13.6901,7.1283,7.4122,6.0709,5.2055,14.2786,5.24,8.86,11.4364,26.0436,36.4304,15.4968,11.3116,13.1111,21.21,,0.492
2018/10/10,4.4,4.2,7.17,5.28,8.2863,5.6848,4.3221,3.91,6.907,4.9665,12.2504,6.44,13.6024,13.49,15.0641,7.0812,7.3723,5.9218,5.1364,14.2249,5.09,8.87,11.2767,25.9583,36.7253,15.3679,11.2324,13.9944,21.41,,0.495
2018/10/11,3.96,3.78,6.73,4.75,7.4626,5.1163,3.9509,3.52,6.2558,4.4699,11.0855,5.86,12.6626,12.14,16.5675,6.374,6.633,5.3257,4.6227,12.8621,4.58,8.65,10.1491,23.6256,33.0541,13.8906,10.1636,13.3493,19.27,,0.455
2018/10/12,3.68,3.65,7.06,4.55,7.1947,4.8909,3.8713,3.26,6.1078,4.2712,10.9885,5.82,12.8901,12.03,18.2203,6.0817,6.2435,5.0475,4.4054,12.6607,4.13,8.65,9.9495,23.654,32.8576,13.1966,10.2824,13.8952,18.5,,0.447
2018/10/15,3.51,3.59,6.72,4.36,6.9863,4.734,3.8183,3.19,5.9795,4.1023,10.6972,5.63,12.7318,11.8,20.0423,6.0817,5.9737,5.0375,4.3165,12.607,3.72,8.57,9.7,24.031,32.8506,12.8495,9.9657,13.7959,20.35,,0.402
