ÈÕÆÚ,000498.SZ,000779.SZ,002060.SZ,002061.SZ,002062.SZ,002116.SZ,002307.SZ,002586.SZ,002628.SZ,002883.SZ,002941.SZ,300284.SZ,300712.SZ,300732.SZ,600039.SH,600068.SH,600133.SH,600284.SH,600502.SH,600512.SH,600820.SH,600853.SH,601186.SH,601390.SH,601611.SH,601669.SH,601800.SH,603018.SH,603357.SH,603458.SH,603843.SH,603860.SH,603909.SH
2017/4/28,7.2897,14.15,4.2349,8.7158,5.9114,12.5921,12.068,9.3642,7.0013,,,11.5347,,,4.5352,10.946,7.3132,7.6846,6.5966,5.0398,9.4848,4.6894,12.3511,8.3879,15.1996,7.934,16.4314,15.1087,,,11.1978,,33.6887
2017/5/2,7.4452,14.9,4.2008,8.7158,5.9598,12.2649,13.2754,9.3642,6.9021,,,11.581,,,4.4201,11.1844,8.0475,7.6373,6.5332,4.9814,9.5496,4.6666,12.4079,8.4452,15.0036,8.0294,16.5737,15.0738,,,11.2332,,33.6887
2017/5/3,7.5036,14.7,4.2691,8.7158,5.8824,12.7417,14.2401,9.3642,6.912,,,11.9277,,,4.2955,11.1752,8.5957,7.6237,6.557,4.9717,9.5311,4.6742,12.2185,8.3975,14.9252,7.8005,16.3935,15.1,,,11.2686,,33.6887
2017/5/4,7.5036,15.05,4.2008,8.7158,5.9501,12.3584,14.1405,9.3642,6.9219,,,11.9913,,,4.1804,10.9919,8.5076,7.5697,6.5332,4.923,9.5589,4.621,12.3606,8.4739,14.8664,8.2869,16.6495,15.3578,,,10.9359,,33.6887
2017/5/5,7.3286,14.59,4.1471,8.7158,5.8533,12.4238,13.4683,9.3642,6.6641,,,12.1242,,,4.0749,10.6985,8.1846,7.5359,6.4618,4.8549,9.5218,4.4766,12.3606,8.493,14.5822,8.3441,16.678,15.2829,,,10.6457,,33.6887
2017/5/8,6.9398,14.34,4.0251,8.7158,5.7566,12.0405,12.765,9.3642,6.4459,,,11.5578,,,4.0653,10.0568,8.4978,7.394,6.105,4.6895,9.5867,4.3322,12.2469,8.5694,14.3274,8.2296,16.3651,14.5245,,,9.9379,,33.6887
2017/5/9,7.0759,14.24,4.0641,8.7158,5.6792,12.2649,13.8791,9.3642,6.4856,,,11.5232,,,4.0845,9.8918,8.4195,7.4683,6.105,4.6506,9.5311,4.4082,12.0764,8.5026,14.4744,8.0675,15.9574,14.5068,,,10.0865,,33.6887
2017/5/10,6.8718,14.15,3.9324,8.7158,5.4083,12.3958,13.6426,9.3642,6.3666,,,10.9742,,,3.9023,9.6442,8.6447,7.3196,5.7641,4.4852,9.4199,4.3474,11.8396,8.3784,14.445,7.667,15.7108,14.0571,,,10.037,,33.6887
2017/5/11,6.9398,13.93,3.9714,8.7158,5.447,12.6201,14.1467,9.3642,6.2575,,,11.1706,,,3.8736,10.0018,8.8797,7.1844,5.6848,4.4268,9.5126,4.393,11.9912,8.4644,14.7684,7.8673,15.9194,13.8498,,,9.8175,,33.6887
2017/5/12,7.0759,13.82,4.0593,7.8403,5.3599,12.4799,13.96,9.3642,6.2873,,,11.3556,,,3.9023,9.9559,9.6139,7.1642,5.6452,4.4463,9.4848,4.4462,12.0006,8.4644,14.5822,7.7147,15.7867,13.9468,,,9.7397,,33.6887
2017/5/15,7.0273,14.11,4.0398,7.529,5.3793,12.2182,13.6115,9.3642,6.317,,,11.4769,,,3.9023,9.4059,9.8782,7.2115,5.6372,4.456,9.4014,4.469,11.7639,8.4166,13.8963,7.6098,15.3316,14.0482,,,9.7114,,33.6887
2017/5/16,7.0565,14.57,4.152,7.9765,5.4954,12.4425,13.1322,9.3642,6.4162,,,11.4249,,,3.9311,9.5159,9.9859,7.3264,5.7958,4.5728,9.318,4.4994,11.4513,8.2733,13.1515,7.5812,15.123,14.2599,,,9.952,,33.6887
2017/5/17,7.0856,14.74,4.1568,7.8598,5.505,12.4145,13.0202,9.3642,6.4063,,,11.3556,,,3.9503,9.7176,9.7999,7.3331,5.8751,4.5728,9.2347,4.4766,11.3566,8.2351,12.9751,7.6575,15.0092,14.3216,,,10.9501,,33.6887
2017/5/18,7.0565,14.89,4.1715,7.7138,5.476,12.0686,11.7207,9.3642,6.2773,,,11.1577,,,3.9023,9.6809,9.7706,7.3196,5.8434,4.456,8.9568,4.3854,11.224,8.1969,12.8379,7.4668,14.611,14.3216,,,11.0916,,33.6887
2017/5/19,6.9301,14.77,4.2203,7.7138,5.4663,11.9658,11.0584,9.3642,6.3269,,,11.0937,,,3.9023,9.415,9.4866,7.3333,5.8196,4.4074,8.7716,4.355,10.9777,8.1491,12.5831,7.3905,14.1654,14.2246,,,10.7306,,33.6887
2017/5/22,6.7065,14.36,4.0739,7.3442,5.3889,11.2086,10.821,9.3642,6.4757,,,11.2624,,,3.8352,9.2042,8.8307,7.1618,5.5897,4.3879,8.8549,4.3702,10.9303,8.216,11.8481,7.1997,14.0705,13.8013,,,10.1927,,33.6887
2017/5/23,6.4538,14.16,3.8934,7.0037,5.2051,10.9001,9.7402,9.3642,6.1583,,,11.2042,,,3.7202,8.8925,8.9482,7.0246,5.3677,4.3879,8.8734,4.811,11.0629,8.3211,11.2601,7.2951,14.2791,13.087,,,9.591,,33.6887
2017/5/24,6.4538,14.2,3.9714,6.9551,5.2438,10.9094,9.8839,9.3642,6.0393,,,10.9016,,,3.7394,8.92,8.909,6.9972,5.4232,4.5047,8.7901,5.0466,11.0914,8.3402,10.8877,7.2951,14.2886,13.1928,,,9.8105,,33.6887
2017/5/25,6.6094,14.22,4.0349,7.1302,5.2825,11.0122,9.7027,9.3642,6.1088,,,10.5815,,,3.8161,9.1767,8.9873,7.107,5.5342,4.602,8.8364,5.229,11.2429,8.3784,10.9955,7.3333,14.4877,13.2457,,,9.8388,,33.6887
2017/5/26,6.5608,14.07,4.1032,7.3831,5.4387,11.1712,9.5278,9.3642,6.079,,,10.6571,,,3.8065,9.3417,8.8601,7.107,5.4628,4.5922,8.7994,5.001,11.2808,8.407,11.5149,7.4954,14.6205,13.4398,,,10.5254,,33.6887
2017/5/31,6.5316,13.8,4.1471,7.2469,5.5169,11.0403,9.7214,9.3642,6.0988,,,10.8026,,,3.8065,9.3234,8.5174,7.1961,5.4073,4.6993,8.892,4.8794,11.4229,8.5121,11.6325,7.5717,14.8291,13.4309,,,10.6174,,33.6887
2017/6/1,6.3178,12.47,4.0544,7.4123,5.3216,10.7505,9.9401,9.3642,5.8608,,,10.3836,,,3.7585,9.1034,8.5859,7.1756,5.2408,4.6798,9.0216,4.811,11.5744,8.6172,11.3385,7.6289,15.0092,12.7695,,,9.7892,,33.6887
2017/6/2,6.4538,12.76,4.0641,7.4901,5.4387,10.9375,9.5715,9.3642,5.841,,,10.0634,,,3.8161,9.1675,8.7426,7.2647,5.3518,4.6895,9.0124,5.2898,11.5271,8.5599,11.3679,7.5812,14.7911,12.7739,,,10.0582,,33.6887
2017/6/5,6.5122,12.82,4.0151,7.6166,5.4778,11.0029,9.6527,9.3642,5.8509,,,10.0402,,,3.8352,9.5067,8.8111,7.2441,5.5659,4.7187,8.929,5.1986,11.4418,8.493,11.3973,7.524,14.7437,12.8048,,,10.1431,,33.6887
2017/6/6,6.5316,13.04,4.0151,7.5971,5.4583,11.1151,9.4278,9.3642,5.8807,,,10.1275,,,3.8736,9.415,8.7524,7.2441,5.7165,4.6895,8.8549,5.1378,11.4418,8.5121,11.3875,7.5526,14.8006,12.9856,,,10.3059,,33.6887
2017/6/7,6.6191,13.45,4.2016,7.6749,5.7512,11.3581,10.0963,9.3642,6.0096,,,10.4185,,,3.9311,9.6259,9.0265,7.3402,5.7641,4.7382,9.0031,5.2518,11.5176,8.5503,11.5443,7.6479,14.9997,13.5059,,,10.5466,,33.6887
2017/6/8,6.9593,13.53,4.4077,7.7138,5.6731,11.3675,9.9401,9.3642,6.0988,,,10.4185,,,3.9503,9.9651,8.9384,7.3127,5.7086,4.816,8.9753,5.1454,11.4229,8.493,11.4463,7.5621,15.0282,13.4221,,,10.3272,,33.6887
2017/6/9,6.8523,13.88,4.3292,7.6458,5.9172,11.3114,9.7027,9.3642,6.079,,,10.4592,,,3.9407,10.2401,8.8013,7.4019,5.7165,4.7769,9.1976,5.0694,11.6123,8.6268,11.6031,7.7338,15.3506,13.4662,,,10.2068,,33.6887
2017/6/12,6.6094,13.4,4.2507,7.3637,5.9074,10.8533,9.509,9.3642,5.96,,,10.3952,,,3.9023,10.176,8.5859,7.2579,5.7165,4.8062,9.105,4.8946,11.4986,8.5599,11.2601,7.7147,15.1704,13.3736,,,9.8812,,33.6887
2017/6/13,6.6968,13.5,4.3194,7.4707,5.8879,11.0496,9.634,9.3642,6.15,,,10.6688,,,3.9407,10.1668,8.7034,7.3402,5.7641,4.8943,9.105,4.9478,11.4323,8.493,11.2895,7.7052,14.9997,13.453,,,10.0865,,33.6887
2017/6/14,6.6482,13.56,4.2801,7.4901,5.8,11.2179,10.1525,9.3642,6.14,,,10.5,,,3.9311,9.9376,8.8209,7.3402,5.7086,4.8845,9.0587,4.8034,11.0914,8.3402,11.1719,7.5526,14.8386,13.5059,,,10.5041,,33.6887
2017/6/15,6.794,13.87,4.2899,7.7236,5.8098,11.3394,11.1709,9.3642,6.27,,,10.5233,,,3.9695,9.9009,8.8503,7.4019,5.7641,4.9041,9.0772,4.8262,11.1766,8.3879,11.3777,7.543,14.9144,13.5676,,,10.6882,,33.6887
2017/6/16,6.9107,13.99,4.3292,7.6749,5.8,11.3114,11.4333,9.3642,6.24,,,10.5233,,,3.9407,9.7817,8.9678,7.3882,5.7245,4.8258,9.0031,4.849,11.0724,8.3211,11.3483,7.4191,14.6774,13.4353,,,10.5112,,33.6887
2017/6/19,6.9301,13.92,4.4176,7.8598,5.8488,11.4423,11.9956,9.3642,6.26,,,10.9016,,,3.9695,10.1301,9.6727,7.4431,5.7482,4.8258,8.9753,4.8794,11.1671,8.3593,11.4561,7.4668,14.7911,13.4883,,,10.582,,33.6887
2017/6/20,6.8718,13.91,4.3783,7.7819,5.7903,11.4423,11.3771,9.3642,6.27,13.928,,11.1984,,,4.027,10.0659,9.5454,7.4705,5.7879,4.7769,9.0124,4.8414,11.1198,8.3306,11.4169,7.4191,14.6394,13.6558,,,10.4687,,30.3191
2017/6/21,6.8815,13.86,4.3292,7.9765,5.7903,11.3488,12.1768,9.3642,6.37,15.3233,,11.3265,,,4.0366,10.1393,9.6237,7.5391,5.994,4.8062,9.0587,4.8794,11.1955,8.3497,11.5541,7.524,14.7437,13.5809,,,10.5395,,28.8963
2017/6/22,6.8037,13.54,4.1819,7.8209,5.6536,11.3207,11.7457,9.3642,6.24,16.8544,,11.0878,,,3.9784,10.0018,9.4279,7.4019,5.891,4.7573,9.1606,4.7046,11.2997,8.3593,11.7207,7.5621,14.8006,13.3472,,,10.0582,,28.9246
2017/6/23,6.7746,13.71,4.1427,7.7528,5.6633,11.5825,11.3021,9.3642,6.26,18.5398,,11.1053,,,3.9395,10.0751,9.4671,7.3265,5.891,4.7279,9.2254,4.7122,11.2429,8.2828,11.7403,7.6193,14.4972,13.4265,,,10.1148,,29.0025
2017/6/26,6.8718,13.64,4.1427,8.531,5.7707,11.6947,11.2834,9.3642,6.34,20.3919,,11.0122,,,3.9881,10.3835,9.6335,7.3813,6.0892,4.7475,9.2717,4.735,11.3376,8.3593,11.8775,7.6289,14.3929,14.0923,,,10.1148,,28.7193
2017/6/27,6.9107,13.6,4.2114,9.387,5.7805,11.6199,11.3521,9.3642,6.32,22.4293,,11.0296,,,3.9881,10.3648,9.6433,7.4362,6.0257,4.8356,9.2347,4.7198,11.5176,8.3879,11.8677,7.6575,15.0377,14.11,,,10.2422,,27.976
2017/6/28,6.8037,13.58,4.1427,9.6302,5.7707,11.517,11.9206,9.3642,6.15,24.6704,,10.6571,,,3.9687,10.3555,9.4377,7.3539,5.9227,4.7964,9.281,4.6438,11.4702,8.3402,11.7207,7.5717,15.2937,14.0174,,,10.0086,,28.6768
2017/6/29,6.8232,13.64,4.1525,9.4161,5.8196,11.6311,11.577,9.3642,6.21,27.1399,,11.5185,,,3.9978,10.4863,9.3006,7.3882,6.0495,4.9628,9.2717,4.6438,11.4513,8.3402,11.6815,7.5621,15.2937,14.2114,,,9.9591,,28.6698
2017/6/30,6.9495,13.99,4.1132,9.2216,5.8196,11.6216,11.2771,9.3642,6.83,29.8563,,11.4545,,,4.0366,10.505,9.3887,7.3539,6.0971,4.8258,9.3551,4.6894,11.3945,8.2828,11.7305,7.5526,15.2457,14.2819,,,10.0157,,28.5636
2017/7/3,6.9495,13.96,4.1623,9.28,5.8586,11.6596,11.8769,9.3642,6.67,30.875,,11.4429,,,4.0463,10.5798,9.4181,7.4294,6.2636,4.8258,9.3366,4.7046,11.4134,8.3019,11.8579,7.543,15.2745,14.5509,,,10.0794,,28.7335
2017/7/4,6.9204,13.97,4.1034,9.1243,5.8488,11.6121,11.6582,9.3642,6.65,32.4061,,11.7863,,,4.0172,10.1966,9.702,7.4225,6.1922,4.7964,9.281,4.697,11.1955,8.2924,11.7403,7.5717,14.9483,14.5686,,,10.0016,,28.5423
2017/7/5,6.9495,14.08,4.123,9.4356,5.9074,11.6501,11.8644,9.3642,6.8,33.0914,,11.7805,,,4.0463,10.3648,9.9761,7.4499,6.2398,4.816,9.2625,4.7122,11.2713,8.3115,11.7697,7.5621,15.2937,14.8552,,,10.1148,,28.8396
2017/7/6,6.9981,14.09,4.074,9.3675,5.8586,11.7736,12.1081,9.3642,7.08,34.82,,11.7164,,,4.0657,10.505,10.0251,7.4362,6.1764,4.8258,9.2254,4.6894,11.3187,8.2733,11.6815,7.543,15.1402,14.6788,,,10.1148,,28.8184
2017/7/7,6.9301,14.02,4.0249,9.494,5.8098,11.7071,11.9144,9.3642,7.18,33.8014,,11.7281,,,4.0754,10.3835,9.9761,7.5254,6.1288,4.9824,9.2532,4.6514,11.2619,8.2542,11.7403,7.5335,15.1498,14.8816,,,10.2422,,28.8538
2017/7/10,6.9787,14,4.0445,9.1632,5.7512,11.5265,11.702,9.3642,7.36,31.7393,,11.6641,,,4.1627,10.5891,10.1328,7.4842,6.0495,4.8747,9.3458,4.6818,11.4702,8.3115,11.8677,7.6384,15.8789,14.7361,,,9.9379,,28.8255
2017/7/11,7.0273,13.95,4.0249,8.7644,5.6633,11.479,12.2143,9.3642,7.43,31.301,,11.6,,,4.0851,10.4396,9.7412,7.4019,6.0257,4.8454,9.2439,4.5982,11.4702,8.2637,11.7795,7.6098,15.7062,14.4098,,,9.7609,,28.33
2017/7/12,7.6202,13.95,3.9954,8.9103,5.5657,11.3175,12.2205,9.3642,7.36,32.1962,,11.6233,,,4.1627,10.2527,9.8391,7.2784,5.8751,4.8062,9.2439,4.5526,11.5271,8.2733,11.5835,7.7719,15.831,14.2952,,,9.7326,,26.9708
2017/7/13,7.6688,14.38,4.0249,9.0854,5.7414,11.441,12.2767,9.3642,7.78,30.0045,,11.3963,,,4.58,10.6359,9.7901,7.3539,6.002,4.7769,9.3829,4.7122,11.8965,8.407,11.4947,7.8673,16.0229,14.4495,,,10.7094,,26.8646
2017/7/14,7.5716,14.22,4.0249,9.4064,5.6536,11.4125,12.0268,9.3642,7.78,30.1527,,11.3789,,,4.5509,10.6265,10.2699,7.2853,6.0654,4.7769,9.3921,4.7046,12.1427,8.4261,11.3469,7.8866,16.2915,14.5597,,,10.4546,,26.2841
2017/7/17,7.6785,13.73,3.8089,8.8325,5.3997,10.8329,11.4833,9.3642,7.62,27.1399,,10.564,,,4.3859,10.3275,10.4852,6.9423,5.5897,4.5224,9.1513,4.3626,12.209,8.3306,10.6765,7.7901,15.8214,14.0394,,,9.407,,23.6579
2017/7/18,7.9993,13.88,3.8384,9.4745,5.4778,10.9564,11.2896,9.3642,7.7,27.0411,,10.6629,,,4.4829,10.5518,11.5328,7.0178,5.661,4.5126,8.963,4.4082,12.6637,8.579,10.7258,8.0023,16.5506,13.625,,,9.5344,,21.3147
2017/7/19,8.1451,13.74,3.8776,10.1749,5.595,11.1274,11.9519,9.3642,7.85,26.3373,,10.791,,,4.6188,11.0471,11.5719,7.1001,5.7641,4.6105,9.1231,4.4842,12.7883,8.5981,10.8934,7.9926,16.6369,14.3525,,,9.676,,20.6422
2017/7/20,8.0673,13.72,3.9562,10.3111,5.6633,11.2225,11.627,9.3642,8.1,25.7755,,10.8317,,,4.5023,11.0564,12.1789,7.2304,5.7641,4.6105,9.1325,4.4842,12.8266,8.6745,11.061,8.0505,16.5985,14.0086,,,9.4424,,20.5856
2017/7/21,8.0187,13.6,3.8973,10.2138,5.6047,11.232,11.6582,9.3642,8.2,27.288,,10.8376,,,4.4829,11.1873,13.3537,7.4225,5.8989,4.6202,9.1042,4.507,12.7787,8.5981,11.1398,8.0023,16.6081,14.0086,,,9.4141,,19.8635
2017/7/24,8.1159,13.53,3.9169,11.0017,5.634,11.308,11.502,9.3642,8.02,28.3067,,10.8201,,,4.5315,11.1593,13.1286,7.4705,6.0733,4.63,9.1702,4.5146,12.8266,8.579,11.1103,7.8769,16.3107,13.9645,,,9.3716,,19.6936
2017/7/25,7.8923,13.48,3.8678,10.8558,5.7414,11.2415,11.8332,9.3642,8.09,27.8992,,10.6862,,,4.3859,10.8882,13.6279,7.4362,6.1288,4.6202,9.1231,4.5146,12.587,8.4739,11.2976,7.8384,15.8981,13.6514,,,9.3928,,19.7007
2017/7/26,7.8923,13.45,3.8776,10.7391,5.6633,11.5741,11.4458,9.3642,8,27.7511,,11.5069,,,4.3956,10.8135,14.1565,7.4637,6.105,4.6105,9.0195,4.4689,12.5486,8.493,11.1596,7.9637,15.8693,13.625,,,9.3291,,20.5714
2017/7/27,7.8437,13.61,3.8973,10.2041,5.7707,11.5741,11.0959,9.3642,8.03,28.9241,,12.6593,,,4.3471,10.6452,13.109,7.4705,6.1367,4.6594,9.0383,4.5299,12.4048,8.4644,11.3074,7.8576,15.6774,13.9027,,,9.4778,,20.6705
2017/7/28,7.9895,13.42,3.9562,10.3013,5.7317,11.4885,10.846,9.3642,8.19,28.566,,12.8223,,,4.3665,10.6733,12.7761,7.4705,6.0733,4.6202,8.9724,4.507,12.4144,8.4644,11.3567,7.8191,15.783,14.0835,,,9.3645,,20.4865
2017/7/31,8.0479,13.31,3.9365,10.7585,5.761,11.4885,10.896,9.3642,8.39,28.2697,,12.3974,,,4.4344,10.6359,13.1677,7.4637,6.113,4.63,8.9913,4.4841,12.5295,8.4644,11.268,7.8191,15.831,14.1497,,,9.3433,,20.2246
2017/8/1,7.8826,13.27,3.9562,10.8753,5.8293,11.479,10.8398,9.3642,8.24,27.8746,,12.3974,,,4.4247,10.8041,12.4726,7.5048,6.216,4.6594,9.0101,4.5222,12.5103,8.493,11.1694,7.8866,15.8789,13.9821,10.3883,,9.4353,,20.0264
2017/8/2,7.7077,13,3.8874,10.4083,5.9367,11.4315,10.4274,9.3642,7.97,27.072,,12.2636,,,4.3277,10.2246,12.5118,7.4294,6.216,4.6105,8.9254,4.5756,12.0693,8.3402,10.9427,7.7323,15.121,13.7793,11.425,,9.3858,22.2754,19.3255
2017/8/3,7.5619,13.01,3.8973,10.4278,5.8098,11.4695,10.9522,9.3642,7.98,26.9053,,12.3683,,,4.318,9.7854,12.2083,7.498,6.2398,4.5909,8.963,4.6976,11.8488,8.2924,10.9821,7.6648,14.8235,13.6911,12.5654,,9.4919,24.5039,21.2581
2017/8/4,7.4938,13.19,3.8874,10.8266,5.7121,11.4315,10.5961,9.3642,7.8,26.5966,,12.2927,,,4.3471,9.8321,12.0125,7.4774,6.3191,4.6496,8.9536,4.6671,11.8296,8.331,11.2483,7.6262,14.8619,13.6779,13.8234,,9.3999,26.9503,20.5148
2017/8/7,7.5813,13.34,3.9169,10.5834,5.8098,11.5265,10.5586,9.3642,7.85,26.8867,,12.7466,,,4.4344,9.8601,11.709,7.5597,6.3429,4.6398,9.0101,4.6519,11.9255,8.331,11.2089,7.6455,14.9675,13.9071,14.1966,,9.3858,29.6444,20.4369
2017/8/8,7.5424,13.21,3.9169,10.5543,5.7512,11.9732,10.4774,9.3642,7.7,26.3928,,13.317,,,4.415,9.8695,12.2083,7.6352,6.3032,4.63,9.0007,4.6138,11.8967,8.3503,11.2483,7.6937,14.9195,13.9733,13.7473,,9.3504,32.6058,20.2387
2017/8/9,7.6105,13.22,3.9169,11.42,5.7414,11.7831,10.6586,9.3642,7.88,26.4546,,13.1541,,,4.6576,9.7013,11.9929,7.5666,6.1526,4.6496,8.9442,4.6443,11.8009,8.2827,11.1103,7.6262,14.9099,14.0527,13.2981,28.0021,9.3433,34.9037,20.3307
2017/8/10,7.6105,13.3,3.8678,11.7021,5.634,11.5931,10.5336,9.3642,7.48,26.1706,,12.9271,,,4.4926,9.5985,12.4628,7.4911,6.113,4.5713,8.916,4.5222,11.8201,8.2345,10.7652,7.713,14.9579,13.8057,13.7888,30.8036,9.2371,33.3982,19.8281
2017/8/11,7.523,13.17,3.7893,11.1184,5.4973,11.346,10.0401,9.3642,7.52,25.5285,,12.7699,,,4.318,9.4302,11.8559,7.3745,5.9702,4.4832,8.7182,4.4765,11.4462,8.1379,10.5681,7.6937,14.5645,13.6117,13.5953,33.5124,8.8053,33.4774,19.7927
2017/8/14,7.6396,13.32,3.8384,11.8675,5.634,11.7071,10.1213,9.3642,7.77,25.9175,,12.9795,,,4.3471,9.8041,11.9244,7.546,6.1526,4.5811,8.8877,4.507,11.6667,8.2248,10.7455,7.7805,14.8907,13.7572,13.8165,31.3732,8.8549,35.7753,20.0405
2017/8/15,7.7757,13.43,3.8089,12.0328,5.6633,11.7736,10.2212,9.3642,8.11,26.7941,,13.1541,,,4.3374,9.7106,12.1985,7.4225,6.1526,4.6007,8.8595,4.4994,11.6379,8.1959,10.6962,7.7516,14.8043,14.3216,15.1988,32.6514,8.9894,35.9338,20.1892
2017/8/16,7.7271,13.9,3.8187,11.6826,5.7121,11.8496,10.0838,9.3642,8.52,27.3683,,13.2879,,,4.318,9.7106,11.9538,7.4156,6.0812,4.6202,8.8595,4.4917,11.5516,8.1669,10.8835,7.6745,14.8043,14.3878,14.9983,32.3401,9.0743,35.2206,20.7484
2017/8/17,7.834,14.1,3.858,11.7313,5.7414,11.9922,10.1588,9.3642,8.39,27.1399,,13.1715,,,4.3374,9.8788,11.7482,7.4431,6.1526,4.6202,9.0383,4.5756,11.9063,8.2827,11.9679,7.9637,15.6679,14.379,15.5444,32.1415,9.0743,35.9536,20.7272
2017/8/18,7.5813,13.98,3.9267,11.7021,5.7707,12.3153,10.3275,9.3642,8.3,26.6521,,12.5604,,,4.318,9.8601,11.5915,7.4431,6.1209,4.6007,9.5185,4.507,11.8584,8.2538,13.1608,7.9251,15.4664,14.2996,15.3578,31.1679,8.9965,37.2907,21.4067
2017/8/21,7.9021,14,3.9169,11.6535,5.7707,12.1632,10.3899,9.3642,8.26,27.7881,,12.5953,,,4.3859,9.8788,11.6405,7.498,6.335,4.6202,9.6974,4.5146,11.8872,8.2731,13.427,7.9058,15.4088,14.3304,15.9936,32.1547,9.0814,38.4693,21.3147
2017/8/22,7.8632,13.89,3.8973,11.4005,5.6829,13.3795,10.3462,9.3642,8.24,27.9672,,12.3683,,,4.3956,9.7667,11.4153,7.4294,6.224,4.6496,9.7915,4.4994,11.7913,8.2441,12.8453,7.8769,15.2841,14.2246,15.5167,33.3402,9.1876,37.1818,23.4455
2017/8/23,7.834,14.01,3.9169,11.2157,5.6731,13.9687,10.1588,9.3642,8.2,28.708,,12.38,,,4.3277,9.6452,11.1803,7.3745,6.2477,4.5811,9.6786,4.5146,11.6571,8.2248,12.313,7.7998,15.2937,14.5068,15.8139,35.7378,9.1308,37.5284,22.6526
2017/8/24,7.8729,13.97,3.8384,10.7488,5.6536,12.9614,10.0713,9.3642,8.61,27.7511,,12.3974,,,4.2598,9.533,11.2489,7.3539,6.1605,4.6007,9.8292,4.5604,11.5996,8.1862,12.4411,7.7323,14.9579,14.4671,16.3669,34.6582,8.9464,38.9646,21.9094
2017/8/25,7.9409,14,3.8678,10.885,5.7317,12.9614,10.115,9.3642,8.6,28.6031,,12.5429,,,4.3471,9.8601,11.5719,7.4019,6.2477,4.6105,9.8292,4.629,11.9543,8.3117,12.4609,7.9733,15.3704,14.6215,18.0049,37.0888,9.0386,42.8571,22.0651
2017/8/28,8.0867,14.23,3.8973,11.099,5.7512,12.8759,10.165,9.3642,8.44,30.8688,,12.6302,,,4.3568,9.963,11.6503,7.4774,6.2953,4.63,9.6503,4.6748,12.0693,8.4179,12.7369,7.9926,15.5719,14.7934,19.8089,39.6851,9.1947,47.1458,22.8084
2017/8/29,8.1062,14.16,3.8973,11.1282,5.6926,12.7904,10.4212,9.3642,8.27,31.9307,,12.4323,,,4.4247,9.9162,12.2377,7.4499,6.3508,4.6105,9.5656,4.6595,12.031,8.36,12.796,7.9733,15.5527,14.9874,19.8158,41.162,9.2514,46.0166,23.4455
2017/8/30,8.0284,14.49,3.8776,11.4686,5.7024,12.6003,10.2962,9.3642,8.38,31.9739,,12.2868,,,4.4247,9.963,12.0712,7.5185,6.3032,4.6105,9.4997,4.629,12.1172,8.4275,12.5299,7.9637,15.5623,14.7317,21.7994,42.5197,9.0457,44.5508,22.9287
2017/8/31,8.0479,14.44,3.8678,11.9453,5.6536,12.6288,10.29,9.3642,8.45,32.8197,,12.6593,,,4.4247,9.9349,11.8265,7.4774,6.3429,4.5909,9.5373,4.6519,11.9447,8.5048,12.5003,7.8962,15.38,14.7008,23.9766,43.2151,9.223,46.086,23.3535
2017/9/1,8.1159,14.68,3.8776,11.9453,5.7219,12.5433,10.2462,9.3642,8.53,31.9184,,12.6943,,,4.5023,9.8508,11.944,7.4842,6.3112,4.6105,9.5185,4.6366,11.8488,8.4662,12.5496,7.8287,15.1402,14.7449,25.4834,41.7514,9.1237,44.313,23.2402
2017/9/4,8.0867,15.29,3.8776,11.9745,5.7024,12.6193,10.1775,9.3642,8.75,30.8256,,12.5779,,,4.4829,9.8134,11.7188,7.498,6.4935,4.6692,9.6127,4.6061,11.8872,8.5144,12.8158,7.8576,15.1114,14.6832,22.933,39.2148,9.0244,41.5001,22.5677
2017/9/5,7.9701,15.44,3.8678,11.8188,5.7121,12.7619,10.1088,9.3642,8.88,30.9491,,12.3509,,,4.4635,9.7573,11.5621,7.4911,6.438,4.7083,9.5091,4.5985,11.8009,8.5048,12.6284,7.7998,15.0922,14.8419,23.7071,39.7049,9.0528,42.2034,22.8084
2017/9/6,8.0867,15.51,3.8776,12.3538,5.761,12.6383,10.14,9.3642,8.59,31.0355,,12.5022,,,4.4926,9.8508,11.5328,7.4911,6.4539,4.7867,9.4055,4.5909,12.0597,8.6303,12.865,8.0697,15.38,14.5509,22.2072,38.281,9.0244,41.7973,22.4049
2017/9/7,7.9507,15.32,3.8973,12.1787,5.7512,12.5718,10.1963,9.3642,8.29,32.0851,,12.1646,,,4.415,9.6639,11.5426,7.4774,6.3667,4.8062,9.3585,4.5527,11.9351,8.5144,12.6482,7.9444,15.1977,14.3966,22.2072,38.5393,9.0741,42.1638,23.0349
2017/9/8,7.9409,15.14,3.9267,12.1787,5.7317,12.3913,10.14,9.3642,8.35,31.1466,,12.0715,,,4.3956,9.6545,11.4349,7.4431,6.3429,4.816,9.3961,4.5451,11.7625,8.5241,12.52,7.8769,15.0538,14.3701,20.8733,38.7446,8.7832,41.7379,24.1605
2017/9/11,8.0479,15.19,3.966,12.1787,5.927,12.4863,10.0963,9.3642,8.52,32.8938,,12.1937,,,4.415,9.6452,11.5817,7.4911,6.4618,4.9335,9.3679,4.5833,11.7721,8.5337,12.4904,7.8769,15.0058,14.3525,21.3018,40.6454,9.2656,43.8574,24.3587
