ÈÕÆÚ,000009.SZ,000409.SZ,000632.SZ,000638.SZ,000652.SZ,000839.SZ,300012.SZ,300688.SZ,600051.SH,600070.SH,600083.SH,600128.SH,600139.SH,600149.SH,600175.SH,600212.SH,600234.SH,600281.SH,600382.SH,600556.SH,600603.SH,600620.SH,600624.SH,600730.SH,600747.SH,600770.SH,600784.SH,600805.SH,600811.SH,600817.SH,600818.SH,603060.SH,603183.SH,900915.SH
2018/6/20,4.0159,4.22,6.05,5.79,3.0871,4.9543,5.5317,39.0869,6.1418,7.7443,18.97,6.42,4.15,5.6,4.16,5.58,7.27,3.5,7.6471,3.96,3.7976,5.669,4.99,4.6462,1.48,5.77,5.4492,4.86,4.28,6.86,15.9309,12.0206,16.8549,0.747
2018/6/21,3.8999,4.22,5.96,5.33,2.9782,4.5786,5.3124,39.5785,5.9125,7.7443,19,6.48,3.9,5.51,4.16,5.58,7.06,3.51,7.8994,3.76,3.7318,5.7087,4.8111,4.4796,1.49,5.71,5.4492,4.72,4.28,6.83,15.9508,11.5041,15.1665,0.7372
2018/6/22,4.0076,4.22,5.98,5.47,3.0376,4.6082,5.6812,39.1795,5.9508,7.715,18.88,6.44,3.98,5.55,4.16,5.58,7.06,3.67,8.0447,3.67,3.7788,5.8276,4.9403,4.558,1.52,5.75,5.4492,4.83,4.28,6.86,15.9209,11.6102,15.0105,0.7589
2018/6/25,3.9993,4.01,6.12,5.64,3.0673,4.5786,5.6712,41.0248,5.8648,7.6754,18.74,6.4,4.1,5.49,4.16,5.58,6.84,3.58,7.9912,3.52,3.76,5.9069,4.9403,4.5482,1.5,5.65,5.4492,4.8,4.28,6.83,15.304,11.589,14.826,0.749
2018/6/26,4.0407,3.81,6.12,5.74,3.0574,4.6181,5.7011,43.8249,5.8648,7.5962,18.84,6.42,4.11,5.53,4.16,5.58,7.18,3.56,8.0524,3.47,3.7506,5.9961,5.0496,4.6462,1.53,5.8,5.4492,4.87,4.28,6.77,15.2642,11.7164,15.0956,0.7609
2018/6/27,3.9827,3.62,6.08,5.87,3.0475,4.628,5.5417,43.8178,5.8934,7.5466,18.64,6.36,4.03,5.8,4.16,5.58,7.43,3.68,8.0524,3.51,3.713,5.9663,5.0198,4.607,1.55,5.77,5.4492,4.92,4.28,6.65,15.1647,11.7022,15.0885,0.7668
2018/6/28,3.9496,3.44,6.05,5.75,2.9881,4.5786,5.2028,41.2671,5.7884,7.5367,18.68,6.38,3.94,5.59,4.16,5.58,7.06,3.65,7.9606,3.41,3.6848,6.2042,4.9801,4.5776,1.53,5.67,5.4492,4.92,4.28,6.57,15.1548,11.4192,15.2587,0.7678
2018/6/29,4.0573,3.27,6.05,5.85,3.0871,4.6774,5.7211,45.3924,5.9603,7.6655,19.97,6.54,4.33,5.71,4.16,5.58,7.08,3.69,8.0676,3.48,3.7788,6.3132,5.1192,4.6756,1.56,5.9,5.4492,5.1,4.28,6.77,15.2344,11.8083,15.6134,0.7885
2018/7/2,3.9579,3.27,5.98,5.76,3.0277,4.5786,5.9802,45.1786,5.817,7.5764,19.34,6.41,4.25,5.56,4.16,5.58,6.84,3.58,7.9529,3.39,3.7318,6.1745,5.0298,4.5776,1.53,5.8,5.4492,5.03,4.28,6.64,15.1846,11.6385,14.975,0.7816
2018/7/3,4.0407,3.27,5.87,5.85,3.0772,4.7467,6.0899,46.3614,5.9412,7.5565,19.56,6.53,4.24,5.72,4.16,5.58,6.67,3.64,7.9606,3.41,3.76,6.2339,5.149,4.6854,1.56,6.02,5.4492,5.1,4.28,6.7,15.1647,11.8437,15.3722,0.7846
2018/7/4,3.9662,3.27,5.75,5.78,2.998,4.6082,5.9304,43.661,5.8361,7.4278,19.48,6.75,4.12,5.54,4.16,5.58,6.44,3.56,7.9224,3.26,3.6754,6.0952,5.0795,4.607,1.53,5.9,5.4492,5.02,4.28,6.72,15.115,11.7093,15.1523,0.7717
2018/7/5,3.9082,3.27,5.52,5.54,2.9288,4.5786,5.6413,43.6682,5.7788,7.2693,19.28,6.58,3.98,5.35,4.16,5.58,6.12,3.42,7.8459,3.2,3.5814,5.8871,4.9403,4.46,1.47,5.77,5.4492,4.92,4.28,6.59,15.0055,11.3838,13.8542,0.7619
2018/7/6,3.9082,3.27,5.36,5.52,2.909,4.5687,5.6513,45.0433,5.8472,7.101,19.29,6.62,3.98,5.38,4.16,5.58,6.38,3.42,7.9376,3.16,3.6096,5.9267,5.0298,4.4894,1.49,5.81,5.4492,4.97,4.28,6.71,13.901,11.398,14.0315,0.7312
2018/7/9,4.0241,3.27,5.44,5.62,2.9584,4.6379,5.7809,46.6107,5.9252,7.1802,19.32,6.73,4.05,5.43,4.16,5.58,6.34,3.5,8.0141,3.25,3.666,6.0258,5.1292,4.6168,1.52,5.93,4.9801,5.05,4.28,6.79,13.3935,11.5678,14.6558,0.7184
2018/7/10,4.049,3.27,5.47,5.61,2.9683,4.6478,6.04,47.2733,5.9741,7.1307,19.29,6.7,4.46,5.49,4.16,5.58,6.41,3.52,8.0829,3.36,3.6942,6.115,5.1391,4.6366,1.51,5.95,5.4792,5.07,4.28,6.86,13.4731,12.2611,14.9324,0.7194
2018/7/11,3.9662,3.27,5.34,5.28,2.8892,4.4994,6.1297,46.0977,5.7593,6.9722,19.27,6.42,4.33,5.35,4.16,5.58,6.16,3.37,7.8612,3.39,3.5626,5.897,5.0099,4.5374,1.47,5.66,5.7786,4.89,4.28,6.7,12.5776,11.8437,14.3649,0.6907
2018/7/12,4.0573,3.27,5.42,5.33,2.9485,4.6379,6.3091,47.7792,5.9057,6.9029,19.15,6.61,4.37,5.45,4.16,5.02,6.27,3.45,7.9759,3.42,3.6378,6.0357,5.1292,4.6565,1.51,5.86,5.8384,5.05,4.28,6.82,12.6174,12.0913,15.4006,0.7115
2018/7/13,4.0821,3.27,5.48,5.52,2.9288,4.6181,6.359,45.5634,5.9545,6.8732,19.13,6.76,4.31,5.48,4.16,4.52,6.3,3.47,7.9147,3.42,3.6378,6.0655,5.149,4.7459,1.55,5.88,5.7287,5.06,4.28,6.87,12.6174,12.1126,15.1665,0.7174
2018/7/16,4.1483,3.16,5.49,5.46,2.909,4.5687,6.3988,44.8865,5.9448,6.7444,19.05,6.76,4.32,5.55,4.16,4.19,6.62,3.44,7.8841,3.39,3.666,5.9961,5.159,4.7657,1.54,6.1,5.8883,5.1,4.28,6.93,12.6273,11.9994,15.0388,0.7154
2018/7/17,4.3057,3.14,5.45,5.5,2.9189,4.6577,6.2493,44.8865,5.9545,6.7642,19.22,6.83,4.44,5.59,4.16,4.61,6.95,3.48,7.9835,3.38,3.6378,6.0853,5.2186,4.7657,1.56,6.27,5.7885,5.22,4.28,6.98,12.5377,12.155,14.975,0.7184
2018/7/18,4.256,3.14,5.37,5.77,2.9288,4.6478,6.1596,42.2503,6.0033,6.6652,19.17,6.85,4.48,5.52,4.16,4.35,7.3,3.48,7.9224,3.42,3.666,6.0357,5.2385,4.8749,1.54,6.11,5.6987,5.34,4.28,7.13,12.5776,12.1267,14.6912,0.7164
2018/7/19,4.1152,3.02,5.36,5.57,2.9485,4.5687,6.0799,40.7897,5.935,6.6058,19.14,6.87,4.28,5.32,4.16,4.22,7,3.44,7.8765,3.35,3.6002,5.9069,5.1687,5.0636,1.52,5.96,5.4492,5.43,4.28,7.16,12.5079,12.056,14.5281,0.7105
2018/7/20,4.1732,3.07,5.25,5.79,2.9683,4.6082,6.3789,41.602,5.9936,6.7147,19.1,6.9,4.3,5.38,4.16,4.24,7.05,3.49,7.9071,3.38,3.6566,5.9961,5.2385,5.0636,1.53,6.06,5.4692,5.42,4.28,7.27,12.5377,12.155,14.6203,0.7115
2018/7/23,4.2063,3.07,5.31,5.78,3.0178,4.6478,6.2394,41.9796,6.0521,6.7345,19.04,7.25,4.37,5.39,4.16,4.3,6.97,3.52,7.9453,3.4,3.713,6.0754,5.2784,5.0834,1.54,6.1,5.4392,5.36,4.28,7.22,13.1248,12.4168,14.5848,0.7322
2018/7/24,4.2725,3.15,5.38,5.75,3.0673,4.7763,6.349,42.2289,6.1986,6.8732,18.88,7.19,4.43,5.51,4.16,4.26,7.13,3.65,8.0524,3.47,3.807,6.1943,5.3383,5.1132,1.56,6.15,5.7386,5.38,4.28,7.28,13.1945,12.8484,16.0462,0.7391
2018/7/25,4.2394,3.31,5.4,6.2,3.0871,4.7862,6.1895,41.146,6.4133,6.8435,18.68,7.07,4.44,5.56,4.16,4.24,7.2,3.65,8.0141,3.47,3.807,6.4333,5.3383,5.1033,1.58,6.14,5.8584,5.43,4.28,7.2,13.503,12.8059,17.6494,0.7451
2018/7/26,4.2643,3.36,5.52,6.03,3.1761,5.1126,6.0799,39.55,6.5207,6.8435,18.7,7.09,4.88,5.61,4.16,4.66,7.55,3.76,8.0218,3.55,3.8822,6.274,5.3682,5.1231,1.62,6.14,5.7885,5.41,4.28,7.24,13.3537,12.7069,17.4082,0.7411
2018/7/27,4.2061,3.53,5.48,5.75,3.1959,4.984,6.1198,39.721,6.3645,6.7642,18.57,7.08,4.66,5.62,4.16,4.42,7.36,3.88,8.0524,3.52,3.854,6.2441,5.3981,5.0437,1.61,6.06,5.8684,5.38,4.28,7.21,13.503,12.7352,15.9256,0.7431
2018/7/30,4.1313,3.71,5.44,5.55,3.1069,4.8456,5.9105,37.6762,6.3157,6.7048,18.5,6.91,5.13,5.42,4.16,4.17,7.26,3.67,8.0447,3.43,3.7976,6.1843,5.3083,4.9345,1.54,5.95,5.7586,5.45,4.28,7.13,13.4234,12.8908,17.5217,0.7391
2018/7/31,4.1728,3.9,5.41,5.56,3.1266,4.8456,5.8805,37.669,6.2962,6.685,18.44,7.02,5.24,5.51,4.16,4.2,7.33,4.04,8.3276,3.47,3.8258,6.2043,5.3183,5.0239,1.55,5.96,5.7885,5.57,4.28,7.1,13.493,12.8342,19.2738,0.7293
2018/8/1,4.1063,4.1,5.3,5.39,3.1266,4.7071,5.6613,37.6049,6.2083,6.685,18.24,6.89,5.19,5.39,4.16,4.08,7.2,4.12,8.1212,3.43,3.807,6.1445,5.2485,4.9146,1.52,5.79,5.559,5.47,4.28,7.07,13.493,12.4946,21.2033,0.7362
2018/8/2,3.9484,4.31,5.13,5.11,3.0277,4.4994,5.6413,35.553,6.0131,6.8138,18.29,6.63,5.5,5.12,4.16,3.75,7.01,3.88,7.9071,3.28,3.7036,5.9752,5.1287,4.8253,1.47,5.62,5.3993,5.39,4.28,6.83,13.5428,12.2258,19.0823,0.7223
2018/8/3,3.8985,4.53,5.14,5.1,3.0079,4.4994,5.3423,33.4868,6.1205,6.7048,18.38,6.58,5.15,5.14,4.16,3.62,7.01,4.27,7.8918,3.28,3.7224,6.035,5.0888,4.7955,1.48,5.63,5.3594,5.44,4.28,6.87,13.9607,12.1055,17.1741,0.7214
2018/8/6,3.8237,4.3,5.05,4.94,2.9683,4.4994,5.153,33.6293,5.9545,6.7048,18.33,6.58,4.76,4.98,4.16,3.62,6.99,4.7,7.8535,3.13,3.6566,5.9553,4.999,4.7955,1.45,5.53,5.2097,5.5,4.28,6.53,13.6821,12.0064,18.2452,0.7115
2018/8/7,3.9234,4.09,5.15,5.14,3.0475,4.5884,5.3722,34.4059,6.101,6.9623,18.31,6.74,4.95,5.08,4.16,3.75,7.11,4.88,7.9606,3.25,3.7318,6.0748,5.1088,4.9345,1.48,5.69,5.3694,5.62,4.28,6.67,13.7219,12.4734,18.8482,0.7233
2018/8/8,3.9068,4.29,5.06,5.14,2.998,4.5291,5.1928,31.4134,6.0229,6.6157,18.07,6.71,4.79,5.23,4.16,3.64,7.1,4.46,7.8918,3.2,3.7318,6.6823,5.0888,4.9941,1.48,5.59,5.3095,5.53,4.28,6.6,13.503,12.2328,18.3091,0.7105
2018/8/9,3.9899,4.35,5.14,5.26,3.0376,4.5983,5.452,32.5392,6.0619,6.4671,18.31,6.79,4.81,5.27,4.16,3.73,7.23,4.3,7.9835,3.26,3.7788,6.6624,5.1786,5.0536,1.52,5.79,5.3793,5.6,4.28,6.69,13.4134,12.4522,17.9899,0.7223
2018/8/10,4.0149,4.27,5.15,5.31,3.0574,4.628,5.6314,33.4939,6.1595,6.4671,18.21,6.8,4.87,5.39,4.16,3.81,7.23,4.17,7.9529,3.24,3.7788,6.5528,5.2185,5.0239,1.52,5.79,5.4392,5.56,4.28,6.68,13.4234,12.4593,17.8267,0.7283
2018/8/13,4.0066,4.38,5.15,5.29,3.0376,4.5884,5.9304,34.2634,6.101,6.3483,18.06,6.98,4.86,5.3,4.16,3.76,7.28,4.09,7.9529,3.24,3.8258,6.4034,5.2485,4.9941,1.52,5.88,5.4093,5.55,4.28,6.65,13.2243,12.4026,17.6777,0.7283
2018/8/14,4.0066,4.3,5.11,5.28,3.0376,4.6379,5.9902,33.7433,6.1595,6.3384,18.08,7.03,4.91,5.38,4.16,3.83,7.28,4.24,7.9759,3.25,3.8634,6.4731,5.1986,4.9544,1.56,5.93,5.3694,5.58,4.28,6.75,13.2542,12.4593,18.1317,0.7273
2018/8/15,3.9151,4.23,5.09,5.81,3.0079,4.5093,5.9204,33.1448,6.0521,6.3384,17.93,6.68,4.68,5.29,4.16,3.78,7.28,4.14,7.9147,3.23,3.8728,6.254,5.0888,4.8352,1.51,5.7,5.2396,5.5,4.28,6.87,13.1945,12.3531,19.0681,0.7223
2018/8/16,3.8902,4.08,5.03,5.62,3.097,4.4994,5.8307,34.8547,6.0521,6.3582,17.86,6.6,4.51,5.2,4.16,3.72,7.44,4.03,7.8688,3.21,3.7318,6.1445,5.0389,4.8352,1.49,5.69,5.1498,5.37,4.28,6.81,12.697,12.2965,19.3731,0.7085
2018/8/17,3.7988,4.21,4.85,5.23,3.0376,4.4599,5.6712,32.988,6.0424,6.3681,18.01,6.43,4.33,5.2,3.74,3.67,7.49,3.85,7.8076,3.18,3.6096,6.0848,4.9591,4.7657,1.48,5.58,5.0899,5.18,4.28,6.8,12.6373,12.5159,17.9118,0.7115
2018/8/20,3.8569,4.31,4.8,5,3.0079,4.4599,5.5716,33.0237,6.0521,6.3384,18.23,6.4,4.27,5.32,3.37,3.67,7.86,3.74,7.8076,3.16,3.6002,6.2142,4.989,4.7756,1.5,5.69,5.1099,5.22,4.28,6.8,11.3735,13.0677,17.2876,0.668
2018/8/21,3.8819,4.31,4.84,5.04,3.0178,4.4698,5.8108,33.4013,6.1107,6.3186,18.28,6.45,4.34,5.53,3.03,3.71,8.25,4.11,7.8,3.19,3.6284,6.2043,5.0389,4.8451,1.55,5.72,5.1698,5.25,4.28,6.89,11.3735,12.9687,17.4153,0.664
2018/8/22,3.8569,4.26,4.91,4.93,2.9683,4.45,5.8407,32.133,6.0326,6.2592,18.28,6.37,4.4,5.65,2.73,3.64,7.85,4.13,7.7847,3.21,3.6096,6.1246,5.0489,4.8054,1.57,5.71,5.05,5.17,4.28,6.91,11.3437,12.8625,16.3157,0.6591
2018/8/23,3.8736,4.2,4.93,5.04,2.9584,4.45,5.9005,32.7102,6.0717,6.3384,18.29,6.42,4.36,5.6,2.59,3.68,7.67,4.01,7.7694,3.2,3.6284,6.1445,4.9791,4.8154,1.55,5.74,5.03,5.16,4.28,7.02,11.3039,12.8625,16.5569,0.6591
2018/8/24,3.8403,4.11,4.85,5.05,2.9683,4.45,5.9005,33.1163,6.0326,6.3384,18.28,6.4,4.45,5.6,2.56,3.68,7.64,3.93,7.7771,3.2,3.7036,5.9852,4.999,4.7955,1.62,5.64,5.0201,5.19,4.28,6.96,11.3039,12.7352,16.8265,0.664
2018/8/27,3.9068,4.1,4.88,5.08,3.0277,4.5,6.0301,34.6196,6.14,6.3582,18.31,6.52,4.51,5.64,2.6,3.72,7.7,4.15,7.8382,3.24,3.7694,6.0748,5.0988,4.865,1.62,5.8,5.0899,5.29,4.28,6.97,11.3636,12.8908,17.0251,0.6759
2018/8/28,3.9068,4.07,4.88,5.09,3.0178,4.52,5.9005,33.6934,6.1302,6.3186,18.23,6.47,4.5,5.73,2.64,3.76,7.65,4.06,7.8153,3.21,3.7694,6.1644,5.0689,4.8154,1.62,5.85,5.0899,5.31,4.28,7.03,11.3437,12.7493,16.7981,0.6838
2018/8/29,3.8902,4.07,4.82,5.05,2.998,4.54,5.8207,32.6959,6.0912,6.1997,18.25,6.44,4.49,5.87,2.63,3.64,7.62,4.06,7.7924,3.21,3.713,6.1146,5.0489,4.7161,1.64,5.86,5.1099,5.31,4.28,7.04,11.1745,12.6715,18.0324,0.6779
2018/8/30,3.8403,4.27,4.69,4.93,2.9782,4.45,5.7809,32.2399,6.0033,6.0611,17.89,6.38,4.32,5.63,2.65,3.44,7.7,4.05,7.7771,3.15,3.6848,6.0449,4.9392,4.6069,1.62,5.72,5.03,5.22,4.28,6.98,12.289,12.6857,17.394,0.7006
2018/8/31,3.8403,4.33,4.58,4.86,2.9387,4.36,5.6812,31.9977,5.9643,6.3087,17.95,6.34,4.38,5.46,2.58,3.78,7.63,3.94,7.7541,3.07,3.6566,6.025,4.8992,4.5671,1.55,5.66,5.0001,5.13,4.28,6.88,13.0253,12.53,16.3725,0.7026
2018/9/3,3.8154,4.16,4.51,4.96,2.909,4.27,5.5417,30.7437,5.8862,6.1799,18.26,6.3,4.33,5.6,2.5,3.9,7.36,3.91,7.7388,3,3.6284,6.0549,4.8593,4.5671,1.55,5.74,4.8604,5.08,4.28,6.81,12.0402,12.5017,15.6489,0.6838
2018/9/4,3.8569,4.18,4.52,5.09,2.9288,4.28,6.0101,31.4704,5.9643,6.1502,18.44,6.38,4.45,5.69,2.58,3.84,7.38,3.92,7.7388,3.05,3.666,6.0848,4.9192,4.6267,1.56,5.82,4.9103,5.15,4.28,6.86,12.3188,12.6857,15.6986,0.6858
2018/9/5,3.8071,4.25,4.4,4.96,2.8991,4.26,5.8805,31.5844,5.896,6.0908,18.42,6.34,4.38,5.7,2.53,3.94,7.4,3.84,7.6929,3.08,3.6284,5.9752,4.8394,4.5671,1.56,5.66,4.8105,5.11,4,6.73,11.9407,12.622,14.9892,0.6769
2018/9/6,3.7821,4.29,4.38,4.92,2.8892,4.27,5.6413,32.9595,5.8667,6.0017,18.5,6.28,4.29,5.65,2.53,3.83,7.31,3.8,7.6394,3.08,3.6284,5.9155,4.8194,4.5671,1.55,5.69,4.7805,5.08,4.01,6.78,11.682,12.4593,14.8118,0.6769
2018/9/7,3.8071,4.23,4.4,4.96,2.9288,4.27,5.5915,35.1041,5.935,6.0116,18.45,6.31,4.36,5.65,2.55,3.82,7.32,3.84,7.6241,3.06,3.6566,5.9553,4.8294,4.5671,1.56,5.68,4.7905,5.13,4.01,6.78,11.7815,12.4522,15.1665,0.6729
2018/9/10,3.7323,4.23,4.41,4.92,2.8793,4.19,5.4918,34.128,5.8081,6.0116,18.59,6.18,4.29,5.45,2.48,3.86,7.23,3.72,7.5171,3.02,3.5814,5.7262,4.7496,4.5175,1.51,5.49,4.6608,5.06,3.8,6.63,11.7019,12.3673,14.6558,0.667
2018/9/11,3.7572,4.25,4.3,4.96,2.8694,4.04,5.5217,32.2542,5.8667,6.17,18.74,6.2,4.25,5.38,2.48,3.84,7.2,3.9,7.5629,3.03,3.5814,5.7561,4.7596,4.5175,1.51,5.5,4.8005,5.1,3.81,6.59,11.5228,12.3177,14.4004,0.667
2018/9/12,3.7572,4.24,4.21,4.99,2.9288,4.03,5.452,32.1117,5.9155,6.3384,18.78,6.16,4.27,5.4,2.49,3.79,7.23,3.87,7.5553,3.04,3.5814,5.7661,4.7596,4.4877,1.5,5.52,4.7905,5.11,3.82,6.61,11.4233,12.0984,14.3082,0.666
2018/9/13,3.7988,4.21,4.23,5,2.9288,4.03,5.6214,32.0475,5.9545,6.4374,18.81,6.24,4.34,5.42,2.58,3.89,7.26,3.85,7.5324,3.02,3.6284,5.776,4.7995,4.5374,1.52,5.59,4.8404,5.15,3.83,6.56,11.4631,12.063,14.5848,0.6729
2018/9/14,3.8237,4.19,4.18,5.04,2.9288,4.03,5.5018,31.6272,5.8862,6.4077,18.96,6.25,4.23,5.59,2.53,3.67,7.24,3.83,7.5171,3.01,3.6096,5.8756,4.7795,4.4877,1.51,5.53,4.8205,5.12,3.86,6.46,11.3735,11.9215,14.216,0.6719
2018/9/17,3.7572,4.09,4.09,5.21,2.8892,3.83,5.4221,30.6796,5.8472,6.2394,18.94,6.18,4.09,5.52,2.5,3.53,6.92,3.78,7.4482,2.96,3.5908,5.8557,4.6099,4.4083,1.48,5.37,4.7107,5.01,3.82,6.38,10.478,11.5678,13.3789,0.6631
2018/9/18,3.7904,4.1,4.22,5.29,2.9387,3.88,5.452,30.5371,5.9155,6.2691,19.02,6.24,4.18,5.57,2.53,3.64,7.03,3.87,7.4788,2.99,3.6472,5.9852,4.7097,4.4976,1.5,5.45,4.8105,5.15,3.91,6.58,10.4979,11.8649,14.294,0.665
2018/9/19,3.8403,4.12,4.27,5.28,2.9485,3.92,5.5417,30.6511,5.9838,6.2691,19.25,6.29,4.22,5.62,2.59,3.82,7.38,3.87,7.5094,3.01,3.6942,6.015,4.7895,4.7359,1.51,5.54,4.8404,5.17,3.94,6.65,11.0054,11.9428,14.4146,0.6739
2018/9/20,3.8902,4.13,4.21,5.22,2.9387,3.89,5.4918,30.3518,5.935,6.2294,19.18,6.35,4.28,5.53,2.61,3.85,7.23,3.94,7.4941,3.01,3.666,5.9951,4.7496,4.6466,1.5,5.5,4.8504,5.16,3.94,6.63,10.8561,11.8862,14.1308,0.6719
2018/9/21,3.9151,4.15,4.21,5.19,2.9782,3.95,5.5716,30.3518,6.0033,6.3582,19.15,6.32,4.32,5.56,2.64,3.9,7.23,3.97,7.5247,3.04,3.8164,6.0449,4.8194,4.6664,1.52,5.56,4.8704,5.28,3.98,6.69,11.0949,11.9923,14.1663,0.6878
2018/9/25,3.965,4.11,4.2,5.11,2.9485,3.92,5.6015,29.276,5.9643,6.2294,19.16,6.23,4.26,5.47,2.65,3.83,7.27,3.9,7.54,3.04,4.2018,5.9752,4.7995,4.6267,1.5,5.55,4.8404,5.22,3.98,6.68,10.9457,11.9852,14.0031,0.6808
2018/9/26,3.8985,4.08,4.21,5.08,2.9485,3.96,5.6712,29.8032,5.9838,6.2294,19.16,6.24,4.27,5.39,2.69,3.78,7.36,3.87,7.5476,3.07,4.6248,5.9852,4.7895,4.6267,1.51,5.52,4.8803,5.21,3.98,6.7,10.8859,12.0347,13.762,0.6868
2018/9/27,3.8154,4.06,4.12,4.86,2.9584,3.85,5.5417,29.9243,5.896,6.0413,19,6.16,4.17,5.28,2.64,3.71,7.27,3.78,7.41,3.02,5.0854,5.9055,4.6697,4.5473,1.48,5.37,4.8304,5.17,3.93,6.61,10.7466,11.872,13.0455,0.6858
2018/9/28,3.8569,4.12,4.15,4.9,2.9683,3.87,5.8207,29.1762,5.9545,6.279,19.69,6.17,4.22,5.37,2.62,3.93,7.28,3.81,7.41,3.07,5.358,5.9553,4.7097,4.5374,1.49,5.43,4.8704,5.19,3.93,6.72,10.7367,12.0064,13.2796,0.6907
2018/10/8,3.7406,4.09,4.05,4.69,2.8991,3.63,5.5815,27.2525,5.7983,6.1304,19.22,5.9,4.17,5.1,2.52,3.54,7.11,3.69,6.9588,3.02,4.8222,5.7661,4.57,4.4083,1.46,5.14,4.7606,5.02,3.88,6.51,10.9556,11.6456,12.6057,0.6887
2018/10/9,3.7572,4.09,3.89,4.75,2.909,3.63,5.3922,27.5731,5.8276,6.1106,19.24,5.84,4.18,5.13,2.61,3.52,7.17,3.83,6.9053,3.02,4.4838,5.7661,4.5999,4.4182,1.47,5.14,4.7706,5.06,3.88,6.56,10.9258,11.6739,12.7901,0.6917
2018/10/10,3.7489,4.08,4.08,4.75,2.8991,3.63,5.3822,28.5564,5.8081,6.2493,18.95,5.88,4.07,5.1,2.57,3.58,7.24,3.91,6.8824,3.05,4.606,5.7661,4.6199,4.4381,1.47,5.14,4.7706,5.06,3.91,6.58,11.1447,11.7588,14.067,0.6947
2018/10/11,3.3748,3.98,3.85,4.28,2.6121,3.27,5.2128,25.6993,5.2615,5.9918,18,5.3,3.66,4.85,2.31,3.22,6.99,3.56,6.1941,2.9,4.1642,5.1885,4.1609,3.9913,1.4,4.63,4.3813,4.6,3.8,6.25,10.0302,10.9664,13.4853,0.6443
2018/10/12,3.2668,4.06,3.73,4.11,2.5825,3.08,5.3822,24.6805,5.1248,6.071,17.92,5.07,3.57,4.7,2.29,3.1,6.77,3.5,5.7353,2.85,4.3522,4.9096,4.0012,3.8821,1.34,4.4,4.4212,4.53,3.88,5.94,9.065,10.9027,14.0031,0.6354
2018/10/15,3.1421,3.97,3.51,4.07,2.5627,2.95,5.6114,24.6021,4.9881,6.0314,17.78,5.01,3.42,4.62,2.21,3.03,6.89,3.41,5.7353,2.91,4.1736,5.069,3.9813,3.8026,1.32,4.35,4.3913,4.47,3.83,5.64,8.458,10.7825,13.8755,0.6196
2018/10/16,3.0091,3.86,3.43,4.04,2.4934,2.9,5.5616,24.1176,4.8905,5.962,17.55,4.93,3.08,4.55,2.21,2.99,6.55,3.42,5.3606,2.91,4.277,4.8997,3.9813,3.7729,1.25,4.25,4.3614,4.38,3.8,5.47,8.0799,10.7895,14.372,0.5949
2018/10/17,3.1005,3.91,3.55,4.08,2.5132,2.92,5.6812,24.7873,4.9589,5.9224,15.8,5,3.12,4.59,2.23,3.06,6.34,3.42,5.4676,2.91,4.1736,4.7901,4.0311,3.8026,1.28,4.38,4.4212,4.45,3.81,5.45,8.458,10.7683,14.7054,0.5988
2018/10/18,3.0091,3.88,3.36,3.92,2.4044,2.82,5.5118,23.7899,4.8027,5.7244,14.22,4.82,2.9,4.36,2.09,2.88,6.1,3.28,5.2688,2.85,3.8352,4.5412,3.9214,3.614,1.22,4.22,4.1218,4.42,3.78,5.38,8.3087,10.6763,13.5491,0.581
2018/10/19,3.1171,3.92,3.41,3.95,2.4439,2.92,5.9603,24.6876,4.91,5.7145,15.64,4.93,3.06,4.35,2.12,2.92,6.19,3.32,5.3912,2.87,3.901,4.7204,4.0212,3.7232,1.18,4.34,4.1917,4.53,3.85,5.47,8.6172,10.8108,12.9604,0.5968
2018/10/22,3.3083,4.03,3.61,4.35,2.6418,3.12,6.2394,25.8133,5.2419,5.8036,16.83,5.29,3.28,4.57,2.23,3.21,6.5,3.48,5.6818,3.01,4.0984,4.9793,4.2108,3.892,1.24,4.53,4.4113,4.76,3.98,5.74,9.1446,11.1999,14.2585,0.6285
2018/10/23,3.2585,4,3.54,4.27,2.5825,3.03,6.2792,25.5069,5.2322,5.7442,15.51,5.28,3.3,4.58,2.2,3.23,6.57,3.46,5.7353,3.12,4.042,4.8798,4.121,3.8424,1.23,4.42,4.3414,4.64,3.91,6.03,9.1247,10.9381,14.4501,0.6176
2018/10/24,3.2834,3.99,3.6,4.28,2.6121,3.04,6.1696,25.5639,5.2517,5.7442,15.08,5.28,3.38,4.6,2.22,3.28,6.58,3.49,5.6894,3.14,4.1642,4.9594,4.1309,3.8622,1.24,4.42,4.3614,4.67,3.91,6.06,9.2043,11.1433,14.0599,0.6186
2018/10/25,3.2917,4.01,3.57,4.33,2.6715,3,6.1596,24.4168,5.2615,5.6847,15.5,5.27,3.32,4.56,2.2,3.3,6.43,3.48,5.7047,3.12,4.0702,4.9594,4.121,3.892,1.23,4.4,4.2815,4.7,3.83,6.08,9.3436,10.9735,13.4782,0.6324
2018/10/26,3.3582,4.02,3.66,4.28,2.721,3.11,5.9802,24.7945,5.3298,5.6946,15.5,5.32,3.4,4.68,2.24,3.36,6.57,3.52,5.7659,3.16,4.0796,5.0192,4.1509,3.9119,1.26,4.43,4.3214,4.7,3.83,6.22,9.4332,11.115,13.3647,0.6265
