ÈÕÆÚ,000020.SZ,000021.SZ,000049.SZ,002045.SZ,002055.SZ,002139.SZ,002236.SZ,002241.SZ,002351.SZ,002369.SZ,002402.SZ,002415.SZ,002475.SZ,002547.SZ,002600.SZ,002635.SZ,002655.SZ,002660.SZ,002681.SZ,002782.SZ,002850.SZ,002855.SZ,002859.SZ,002861.SZ,002866.SZ,002881.SZ,002885.SZ,002888.SZ,002922.SZ,002925.SZ,002937.SZ,002947.SZ,200020.SZ,300083.SZ,300115.SZ,300131.SZ,300136.SZ,300207.SZ,300227.SZ,300256.SZ,300279.SZ,300322.SZ,300433.SZ,300543.SZ,300602.SZ,300647.SZ,300679.SZ,300686.SZ,300709.SZ,300735.SZ,300787.SZ,600203.SH,600478.SH,600745.SH,601138.SH,601231.SH,603327.SH,603380.SH,603629.SH,603633.SH,603890.SH,688036.SH
2016/10/13,22.12,10.5879,39.7637,13.234,31.6607,5.9388,15.4983,15.1502,12.0137,11.2629,11.421,15.9125,8.535,10.7208,4.8933,20.5582,15.9413,15.17,10.2062,25.6945,,,,,,,,,,,,,7.48,7.5726,28.4478,10.0352,27.0926,13.9667,17.8714,9.5059,17.175,18.8714,13.3273,63.5252,,,,,,,,12.4796,10.69,21.6058,,11.3342,,,,,,
2016/10/14,22.48,10.5196,42.4042,13.049,31.6607,5.926,15.3511,15.0233,11.7367,11.1337,11.3316,15.9252,8.6016,10.7905,4.8637,20.4928,15.9413,15.06,10.0859,25.3349,,,,,,,,,,,,,7.52,7.4828,27.7141,10.045,27.3118,13.8699,17.0829,9.3865,17.3205,18.931,13.8571,65.2912,,,,,,,,12.3399,10.76,21.6158,,11.1898,,,,,,
2016/10/17,22.19,10.4806,41.5632,12.7666,31.6607,5.8789,14.9388,14.916,12.0996,10.9848,10.9538,15.634,8.4723,10.7307,5.135,20.6105,15.9413,14.9,10.001,25.3349,,,,,,,,,,,,,7.2,7.3331,27.3815,9.83,26.2058,13.9861,16.407,9.3136,16.9905,19.338,13.6168,64.0795,,,,,,,,12.2002,10.54,21.8057,,10.9875,,,,,,
2016/10/18,22.13,10.6366,43.8907,13.1171,31.6607,5.9688,14.183,14.955,12.5103,11.1933,11.1427,15.7606,8.5781,10.8104,5.1794,20.9966,15.9413,15.5,10.185,26.1124,,,,,,,,,,,,,7.25,7.4229,27.6456,10.0059,26.146,14.0151,16.6323,9.5257,17.5653,19.0998,13.8189,66.2134,,,,,,,,12.5394,10.68,22.1555,,11.2186,,,,,,
2016/10/19,22.07,10.5391,43.7636,13.0587,31.6607,6.1399,14.0554,14.8769,12.3384,11.1139,11.6993,15.8239,8.582,11.109,5.2042,20.8003,15.9413,15.39,10.1425,25.8694,,,,,,,,,,,,,7.24,7.4029,27.1271,10.0841,25.7773,13.7924,16.7052,9.4793,17.3489,19.0601,13.7151,66.6843,,,,,,,,12.5494,10.59,21.8956,,11.1994,,,,,,
2016/10/20,21.75,10.5879,43.1279,13.0782,31.6607,6.1699,14.2321,15.5503,12.2811,11.3125,12.0472,15.9632,8.8954,10.9099,5.229,21.5331,15.9413,15.3,10.1779,28.4544,,,,,,,,,,,,,7.16,7.6025,27.2641,10.172,26.3851,14.1895,17.4208,10.4273,17.3843,19.5763,14.0647,64.5553,,,,,,,,12.4596,10.74,21.9556,,11.3342,,,,,,
2016/10/21,22.29,10.5489,44.6144,12.9029,31.6607,6.033,14.2027,15.5649,12.1283,11.2033,11.6894,16.0265,8.8209,10.7009,5.11,21.6313,15.9413,15.77,10.0576,30.1162,,,,,,,,,,,,,7.24,7.4728,27.8804,10.0157,25.867,13.928,18.0039,10.1621,17.1076,19.3976,14.1247,63.8195,,,,,,,,12.3399,10.7,21.5459,,11.2764,,,,,,
2016/10/24,22.22,10.6269,44.585,12.864,31.6607,6.0458,14.2027,15.6625,12.0614,11.2231,11.6596,15.9378,8.8209,10.7009,5.1645,21.6443,15.9413,15.76,10.2062,33.1288,,,,,,,,,,,,,7.26,7.5027,28.3695,10.0352,25.8172,13.8311,17.6991,10.2483,17.1928,19.209,14.2667,63.5154,,,,,,,,12.4696,10.76,21.6558,,11.2283,,,,,,
2016/10/25,22.4,10.6561,43.6071,12.8055,31.6607,6.0715,14.6542,15.4966,11.9468,11.2728,11.8087,15.7036,8.6094,10.6411,5.1893,21.8537,15.9413,15.66,10.1991,32.6526,,,,,,,,,,,,,7.32,7.5326,28.0858,10.1427,25.9666,13.8505,17.9045,10.1754,17.0544,19.209,14.1848,64.9478,,,,,,,,12.5195,10.77,22.4753,,11.1705,,,,,,
2016/10/26,22.03,10.5391,43.9592,12.9126,31.6607,6.0116,14.4284,15.3697,11.8322,11.4913,11.59,15.7163,8.5781,10.7705,5.0753,22.4164,15.9413,15.38,10.093,33.0122,,,,,,,,,,,,,7.22,7.4229,28.0956,10.0352,25.4086,13.8117,17.0299,9.897,17.0934,19.2388,13.9008,65.4285,,,,,,,,12.4496,10.76,22.2754,,11.1127,,,,,,
2016/10/27,22.82,10.4904,44.6926,13.049,31.6607,6.3239,14.5266,15.0428,11.9659,11.4416,11.431,15.7226,8.6133,10.7009,5.115,22.8286,15.9413,15.45,10.093,33.2163,,,,,,,,,,,,,7.29,7.4728,27.7434,10.0743,25.1695,13.7052,17.3877,9.8373,17.2389,18.7126,14.0319,68.7299,,,,,,,,12.5195,10.7,21.8856,,11.0164,,,,,,
2016/10/28,22.35,10.3929,43.48,13.1853,31.6607,6.2341,14.4971,15.077,11.5457,11.1238,11.3912,15.7669,8.6212,10.6411,5.0654,22.966,15.9413,15.15,10.008,31.7683,,,,,,,,,,,,,7.24,7.4628,27.4108,9.9277,25.1894,13.773,16.7515,9.5456,17.3276,18.4942,13.9882,65.1832,,,,,,,,12.1404,10.98,21.6958,,10.8335,,,,,,
2016/10/31,22.1,10.2466,42.9323,13.1756,31.6607,6.1186,14.3499,14.9891,11.5171,11.1735,11.1328,15.5327,8.7739,10.2728,5.1001,23.64,15.9413,15.37,10.0151,31.9043,,,,,,,,,,,,,7.18,7.8419,26.8924,9.8398,25.6378,13.6665,16.8443,9.6252,16.7954,18.5637,13.8844,64.6976,,,,,,,,12.3698,11.27,21.4959,,11.3824,,,,,,
2016/11/1,22.27,10.4221,44.5557,14.4902,31.6607,6.1399,14.4382,15.2234,11.6221,11.6502,11.3216,15.6467,8.8444,10.3027,5.1249,23.6465,15.9413,15.41,10.093,35.0919,,,,,,,,,,,,,7.2,7.802,28.2228,9.8984,25.9068,13.8021,17.222,9.6782,17.4305,19.0303,13.9281,66.959,,,,,,,,12.4596,11.45,21.7058,,11.3438,,,,,,
2016/11/2,22.51,10.1687,44.5459,14.3441,31.6607,6.0458,14.134,14.9794,12.7872,11.4516,11.0234,15.5138,8.8523,10.0937,5.0555,23.424,15.9413,15.07,9.9019,37.2687,,,,,,,,,,,,,7.2,7.8719,27.7434,9.7519,25.578,14.3832,17.0762,9.8439,17.395,18.9409,13.9445,66.959,,,,,,,,12.29,11.3,21.1461,,11.3727,,,,,,
2016/11/3,22.8,10.2077,46.0422,14.4123,31.6607,6.0629,13.9475,14.9501,12.8923,11.5012,11.2819,15.5391,8.723,10.1534,5.0307,23.1623,15.9413,15.06,9.8452,35.7235,,,,,,,,,,,,,7.24,7.8918,27.7337,9.7909,25.6378,14.2476,17.1624,9.9434,17.4872,18.7126,13.9554,64.8987,,,,,,,,12.1603,11.29,21.0862,,11.3053,,,,,,
2016/11/4,23.69,10.3149,45.8759,13.9449,31.6607,6.0758,13.9966,14.7989,12.94,11.4814,11.1328,15.4758,8.5585,10.1434,5.1596,24.2681,15.9413,14.74,9.8382,33.1871,,,,,,,,,,,,,7.33,8.3907,27.7532,9.7519,24.8008,14.1992,17.2286,10.2085,17.3382,18.1666,14.2777,65.4285,,,,,,,,12.1703,11.48,20.9562,,11.0935,,,,,,
2016/11/7,23.03,10.2077,45.2696,14.013,31.6607,6.0244,13.8984,14.8964,12.4625,11.3522,11.1526,15.3112,8.4567,10.1235,5.3281,23.8166,15.9413,15.06,9.8311,32.8956,,,,,,,,,,,,,7.23,8.1412,27.6652,9.7812,24.6115,14.267,16.8046,10.0163,17.0118,18.0574,15.0096,64.6878,,,,,,,,12.1404,11.33,21.1261,,11.3438,,,,,,
2016/11/8,22.88,10.3246,45.739,13.9644,31.6607,6.1357,14.0358,14.9891,13.0355,11.5509,11.1427,15.5074,8.3901,10.233,5.2389,23.8166,15.9413,15.08,9.9373,33.9743,,,,,,,,,,,,,7.24,8.4406,28.125,9.8886,24.9602,14.3832,16.9437,9.9301,17.207,18.1468,14.884,64.6093,,,,,,,,12.32,11.27,21.1461,,11.4401,,,,,,
2016/11/9,22.66,10.1492,44.8882,13.7599,31.6607,6.0244,13.9573,14.6427,12.8063,11.382,10.9638,15.1973,8.3822,10.2728,5.3182,23.8166,17.5395,14.9,9.8028,32.9345,,,,,,,,,,,,,7.18,8.3308,27.9293,9.6932,24.8506,14.1604,16.6455,9.6716,16.9515,18.3155,15.0533,65.9043,,,,,,,,12.0606,11.05,20.8363,,11.2475,,,,,,
2016/11/10,24.93,10.3929,44.986,13.9936,31.6607,6.0715,14.026,14.8086,12.9305,11.7793,11.0433,15.3618,8.3822,10.3127,5.3529,23.8166,19.2974,15.49,10.277,33.0899,,,,,,,,,,,,,7.68,8.3807,27.763,9.7909,24.8108,14.1411,17.0299,9.7246,17.3027,18.0574,15.0369,72.041,,,,,,,,12.4097,11.19,21.1461,,11.3246,,,,,,
2016/11/11,26.5,10.3929,43.9787,13.6333,31.6607,6.1357,14.0358,14.1694,13.0833,11.6999,11.2322,15.2606,8.1746,10.3624,5.3925,23.8166,18.2686,16.06,10.1354,33.5759,,,,,,,,,,,,,7.67,8.2211,27.2934,9.8593,24.1631,13.9473,17.4606,9.7379,17.3489,17.7894,14.9987,70.7705,,,,,,,,12.4496,11.17,21.4459,,11.2764,,,,,,
2016/11/14,25.53,10.4709,43.9592,13.6722,31.6607,6.1528,13.9573,14.145,12.8445,11.7694,11.5701,15.3175,8.3039,10.462,5.3331,23.8166,18.4384,16.05,10.093,32.3514,,,,,,,,,,,,,7.52,8.261,25.4152,9.918,24.3126,13.9764,17.8515,9.6716,18.0833,17.8787,14.9386,72.5904,,,,,,,,12.5195,11.15,21.5858,,11.2186,,,,,,
2016/11/15,25.31,10.5586,43.8418,14.0228,31.6607,6.1442,13.9573,14.1548,12.7013,11.829,11.431,15.4062,8.2843,10.462,5.3925,23.8166,18.0788,16.65,10.1142,32.4291,,,,,,,,,,,,,7.55,8.5104,25.5717,9.9668,25.0599,13.9473,17.8913,9.9301,18.1684,18.0574,14.9113,69.5834,,,,,,,,12.5793,11.08,21.5559,,11.1416,,,,,,
2016/11/16,25.65,10.5099,44.3601,13.9351,31.6607,6.7604,14.0162,14.1987,12.8636,11.8985,11.3614,15.5517,8.2726,10.4221,5.3529,23.8166,17.7692,16.5,10.1354,31.9335,,,,,,,,,,,,,7.51,8.4805,26.1195,10.0254,25.4485,14.2767,18.3485,10.0892,17.9165,18.4644,15.1024,67.6948,,,,,,,,12.4596,11.2,21.7158,,11.1223,,,,,,
2016/11/17,25.25,10.4416,43.6169,13.5261,31.6607,7.261,14.0162,14.306,12.5962,11.68,11.1924,15.4251,8.4527,10.2629,5.3479,23.8166,17.08,16.55,10.0293,31.1075,,,,,,,,,,,,,7.4,8.4306,26.2271,9.9277,25.6378,14.1023,18.0172,9.8638,17.5298,18.1964,15.7415,65.7326,,,,,,,,12.4696,11.35,21.336,,11.132,,,,5.6407,,
2016/11/18,25.49,10.3441,42.8345,13.2632,31.6607,6.8887,13.9278,14.2719,12.6249,11.6701,11.2123,15.4251,8.3862,10.2131,5.2339,23.8166,17.2298,16.6,9.9373,31.7489,,,,,,,,,,,,,7.43,8.3009,25.9043,9.8496,25.5182,14.1411,17.825,9.6782,18.0762,18.0177,15.4411,67.4348,,,,,,,,12.2701,11.06,21.1361,,11.2186,,,,6.2036,,
2016/11/21,25.5,10.3734,43.4017,13.5651,31.6607,6.9144,13.8886,14.1109,13.026,11.8687,11.1129,15.4251,8.1081,10.1932,5.2488,23.8166,17.06,16.5,9.9231,32.2153,,,,,,,,,,,,,7.38,8.4306,25.2,9.83,25.6079,13.928,17.9178,9.718,18.7964,17.9383,15.3209,69.4117,,,,,,,,12.6392,10.85,21.2561,,11.2186,,,,6.8246,,
2016/11/22,25.68,10.3734,43.7049,13.4872,31.6607,6.8716,13.8395,14.2377,13.0546,11.8786,11.1228,15.3175,8.0689,10.2629,5.2785,23.8166,17.3097,16.52,9.9868,32.0404,,,,,,,,,,,,,7.4,8.3907,25.1804,9.8984,25.8471,13.8311,18.4413,9.7644,18.9525,18.0971,15.4411,73.336,,,,,,,,12.6192,10.93,21.376,,11.2668,,,,7.5094,,
2016/11/23,25.05,10.5099,43.167,13.0879,31.6607,6.6619,13.7414,14.2719,12.7395,11.6701,11.0334,15.3998,8.1629,10.2529,5.224,23.8166,16.7704,16.48,9.9373,31.4573,,,,,,,,,,,,,7.38,8.1911,24.8967,9.8886,25.7474,13.6761,17.8913,9.9102,18.5587,17.9979,15.1571,75.7348,,,,,,,,12.8187,10.85,21.4659,,11.1031,,,,8.258,,
2016/11/24,24.35,10.3636,42.0326,12.9516,31.6607,6.5036,13.7708,13.7205,12.6631,11.5608,10.934,15.3998,8.1159,10.1136,5.1398,23.8166,16.6705,16.06,9.8736,30.3592,,,,,,,,,,,,,7.32,7.9217,24.388,9.7812,25.4086,13.4727,17.6196,9.824,18.4451,17.9184,14.9058,73.6843,,,,,,,,12.5095,10.87,21.7158,,11.0261,,,,9.082,,
2016/11/25,24.44,10.3929,42.326,12.8737,30.6898,6.5892,13.8886,13.662,12.5389,11.6204,10.8644,15.5834,8.0885,10.0439,5.1051,23.8166,16.4907,16.43,9.9373,29.6984,,,,,,,,,,,,,7.38,8.1113,25.1315,9.8398,25.5083,13.5405,17.6196,9.5721,18.4168,17.6802,14.9987,80.3017,,,,,,,,12.5394,10.85,22.7051,,10.949,,,,9.9931,,
2016/11/28,25.53,10.5391,42.2184,13.1269,28.4015,6.4908,13.8788,13.7986,12.4339,11.5012,11.0433,15.8112,7.9396,10.0837,5.0555,23.8166,16.7304,16.74,9.9797,29.7372,,,,,,,,,,,,,7.44,8.231,24.4761,9.8007,27.2022,13.434,17.6196,9.4197,17.9875,17.5511,14.9604,77.0396,,,,,,,,12.4297,10.81,22.7051,,10.9683,,,,10.9913,,
2016/11/29,24.77,10.3441,41.1231,12.7081,27.2028,6.3453,14.1634,13.6083,12.1283,11.2231,10.8644,16.0518,8.0846,10.0837,4.9911,23.8166,16.211,16.24,9.8877,28.2698,,,,,,,,,,,,,7.31,8.1612,24.3098,9.7128,27.6506,13.5987,17.6196,9.3203,17.6114,18.1666,14.8075,76.4461,,,,,,,,12.1603,10.73,22.7051,,10.9009,,,,12.0881,,
2016/11/30,25.4,10.6171,42.2771,12.6984,27.0542,6.3881,14.0456,13.8132,12.262,11.2629,10.8445,15.8239,8.0101,9.9643,4.9911,23.8166,16.3109,16.27,9.9373,28.4059,,,,,,,,,,,,,7.45,8.0115,25.4837,9.7323,27.5011,13.5115,17.6196,9.3468,17.4198,18.4644,14.7037,78.0698,,,,,,,,12.1504,10.68,22.7051,,10.8912,,,,13.2952,,
2016/12/1,25.8,10.6659,42.1988,12.7471,26.9948,6.3239,13.9671,13.6961,12.3193,11.1735,10.8544,16.0771,7.9553,9.9643,5.0059,23.8166,16.2809,16.96,9.916,28.4933,,,,,,,,,,,,,7.46,8.1013,24.8967,9.703,27.3815,13.4243,17.6196,9.1148,17.3879,18.3949,14.518,76.034,,,,,,,,12.1903,10.73,22.7051,,10.8623,,,,14.6241,,
2016/12/2,24.79,10.6074,41.2111,12.2991,26.3013,6.1442,13.7904,13.6083,11.7081,10.9748,11.0532,15.9315,7.9161,9.6656,4.9415,23.8166,15.5418,16.9,9.7745,30.9325,,,,,,,,,,,,,7.34,7.8818,24.9945,9.4489,27.4911,13.3468,17.6196,8.7833,16.6748,18.4049,14.3159,72.6002,,,,,,,,12.0406,10.56,22.7051,,10.6409,,,,16.0865,,
2016/12/5,24.99,10.2759,41.5925,12.2212,26.2914,6.187,14.0162,13.7108,11.6985,10.9947,10.7053,16.0897,8.1394,9.7552,5.0406,23.8166,15.1323,17.16,9.7178,32.7595,,,,,,,,,,,,,7.33,7.7222,25.4837,9.4978,28.7964,13.5018,17.6196,8.664,17.1076,18.9409,14.447,71.8595,,,,,,,,12.0805,10.41,22.7051,,10.4964,,,,17.694,,
2016/12/6,24.49,10.1199,42.1499,12.2797,26.2122,6.2469,13.9769,13.662,11.6985,11.1238,10.755,16.1151,8.347,9.6457,5.0158,23.8166,15.2222,17.51,9.7108,32.7109,,,,,,,,,,,,,7.37,7.7222,26.1587,9.4196,28.4278,13.4146,16.6985,8.6905,16.948,18.8814,14.6218,71.2856,,,,,,,,12.0606,10.46,22.7051,,10.3135,,,,19.464,,
2016/12/7,24.98,10.2564,42.2575,12.4452,26.5589,6.3325,14.0162,13.6181,11.8036,11.1933,10.7153,15.9378,8.3039,9.7453,5.0753,23.8166,15.412,18,9.8028,31.9432,,,,,,,,,,,,,7.43,7.812,26.1684,9.4587,28.4975,13.3371,16.904,8.8032,17.2105,18.8615,14.8184,71.521,,,,,,,,12.1504,10.53,22.7051,,10.429,,,,21.4081,,
2016/12/8,25.01,10.0907,41.4654,12.4452,26.2815,6.217,13.8591,13.5888,12.0805,11.1139,10.596,15.7606,8.3392,9.6358,5.0059,23.8166,15.352,17.19,9.7037,31.7294,,,,,,,,,,,,,7.44,7.7322,26.0021,9.3415,29.2349,13.4727,16.4467,8.6375,16.9089,18.6531,14.7037,68.0137,,,,,,,,12.0307,10.42,22.7051,,10.3231,,,,23.5495,,
2016/12/9,25.04,10.0322,41.2502,12.2797,25.7763,6.2255,13.8002,13.4083,11.8609,10.9848,10.6258,15.9188,8.1394,9.6059,4.9266,23.8166,15.2921,17.85,9.6258,29.883,,,,,,,,,,,,,7.41,7.6623,25.4152,9.2242,27.7303,13.279,16.7383,8.6176,16.6038,18.4148,14.5289,65.0017,,,,,,,,12.0007,10.37,22.7051,,10.3231,,,,25.9056,,
2016/12/12,22.88,9.3887,38.7955,11.2864,23.2997,5.6607,13.1721,12.9545,10.7626,10.1803,9.9499,15.2732,7.8495,9.4267,4.6243,23.8166,13.8837,16.11,8.7411,27.4535,,,,,,,,,,,,,7.07,7.1735,24.7402,8.5109,26.7139,12.4364,15.7973,7.9017,14.9718,17.7695,13.7424,58.5021,,,,,,,,10.8436,9.88,22.7051,,9.8223,,,,28.4938,,
2016/12/13,25.17,9.3692,38.9716,11.3156,23.6464,5.6308,13.123,12.9789,10.9727,10.1803,9.8008,15.2859,7.8378,9.3471,4.6788,23.8166,13.6141,16.15,8.9534,27.4146,,,,,,,,,,,,,7.42,7.1834,25.1021,8.5207,27.2022,12.3008,15.4925,7.8089,14.9931,18.7325,13.868,57.8791,,,,,,,,10.9333,9.66,23.9143,,9.8416,,,,27.101,,
2016/12/14,25.2,9.184,38.6782,10.9261,22.8935,5.5366,12.9758,13.0228,10.7913,9.8823,9.8008,15.1403,7.7673,9.4466,4.545,23.8166,13.634,15.7,8.9534,27.0356,,,,,,,,,,,,,7.37,7.1834,24.8087,8.5304,26.405,12.049,15.9034,7.789,14.8973,18.8814,13.7424,56.6527,,,,,,,,10.9932,9.52,23.4846,,9.5431,,,,26.9734,,
2016/12/15,24.38,9.2425,38.8151,11.004,23.052,5.6393,12.9169,13.057,10.9441,9.9618,9.8903,15.172,7.6929,9.6159,4.5549,23.8166,13.9237,15.99,8.8756,27.3757,,,,,,,,,,,,,7.27,7.1834,24.5934,8.6672,26.3552,12.078,15.9166,7.9878,15.0428,19.1296,13.8189,58.8651,,,,,,,,11.1129,10.16,25.1135,,9.726,,,,26.7296,,
2016/12/16,23.98,9.34,39.0987,11.4812,23.587,5.6864,12.9463,13.135,11.4789,10.0412,10.1189,15.058,7.6576,9.8249,4.6045,23.8166,14.1235,16.17,9.1516,29.4846,,,,,,,,,,,,,7.3,7.3331,24.9652,9.0874,26.8534,12.3008,16.6389,8.1536,15.6069,19.1494,13.8298,59.0564,,,,,,,,11.2625,9.91,24.314,,9.8512,,,,26.602,,
2016/12/19,23.84,9.4179,39.0205,11.3253,23.2205,5.7035,12.9561,13.0423,11.2974,10.0412,10.1189,14.7985,7.5714,9.7851,4.5846,23.8166,14.2034,15.95,9.1516,28.2601,,,,,,,,,,,,,7.22,7.2533,24.2608,9.234,26.6143,12.3202,16.1817,8.0674,15.4011,19.3082,14.01,57.5406,,,,,,,,11.5319,9.77,23.4646,,9.7549,,,,23.9441,,
2016/12/20,23.22,9.2815,38.8542,11.4812,23.904,5.6607,12.9561,13.296,11.2401,10.1306,10.1586,14.6403,7.5009,9.805,4.5698,23.8166,14.1135,15.82,9.1516,28.4544,,,,,,,,,,,,,7.19,7.3131,23.9282,9.2047,25.7175,12.1652,16.2546,8.1005,15.4047,19.1395,14.2012,58.1538,,,,,,,,11.4022,10.02,24.1442,,9.8223,,,,23.2593,,
2016/12/21,23.42,9.3692,39.6464,11.5104,24.1516,5.849,13.123,13.2863,11.1351,10.2498,10.2083,14.6593,7.6576,9.9742,5.0258,23.8166,14.4031,16.16,9.1516,28.5516,,,,,,,,,,,,,7.2,7.3032,24.3098,9.2242,26.0862,12.3686,16.4136,8.1072,15.2627,19.4472,14.4033,58.4236,,,,,,,,11.5019,10.09,23.9243,,9.8609,,,,24.5476,,
2016/12/22,23.78,9.3497,40.0278,11.4422,24.8847,5.8576,12.9463,13.3351,12.2524,10.3293,10.3574,14.501,7.6576,9.8249,5.0852,23.8166,14.4131,16.04,9.1516,28.0852,,,,,,,,,,,,,7.18,7.2732,24.3782,9.1558,26.684,12.727,16.069,7.9945,15.3798,19.199,14.2886,58.8405,,,,,,,,11.492,10.09,23.0149,,9.8897,,,,24.8726,,
2016/12/23,22.83,9.2035,39.6072,11.1208,24.0427,5.7549,12.966,13.1985,11.5744,10.1803,10.1586,14.7226,7.6576,9.6059,5.0605,23.8166,14.6129,15.22,9.1516,27.0453,,,,,,,,,,,,,6.98,7.2034,24.4271,8.9799,26.2656,12.5042,15.9166,8.2729,15.135,18.802,14.1466,55.3724,,,,,,,,11.3224,10.09,22.6751,,9.8994,,,,22.8879,,
2016/12/26,22.65,9.2912,40.7319,11.5785,24.2705,5.7763,12.9561,13.057,11.7272,10.2498,10.258,14.539,7.9122,9.6059,5.0951,23.8166,14.483,15.17,9.1516,27.4729,,,,,,,,,,,,,6.98,7.373,25.3858,9.0874,27.2819,12.9013,16.2148,8.0541,15.3266,19.0303,14.7802,55.5784,,,,,,,,11.5319,9.98,22.4852,,9.9186,,,,25.1744,,
2016/12/27,22.45,9.2327,41.084,11.9096,23.9634,5.7206,13.0248,13.0033,11.6221,10.2796,10.1288,14.6846,8.0454,9.5561,5.0704,23.8166,14.1534,15.43,9.1516,27.2397,,,,,,,,,,,,,6.93,7.5227,25.5326,9.0776,27.6506,12.9207,16.3473,8.1072,15.5253,18.6431,14.8293,55.6079,,,,,,,,11.6217,9.96,22.7351,,9.8223,,,,25.2034,,
2016/12/28,22.49,9.3692,41.0546,11.9486,23.6068,5.742,13.0837,12.9399,11.6508,10.2399,10.427,14.9884,8.0101,9.4466,5.001,23.8166,13.9736,15.36,9.1516,27.298,,,,,,,,,,,,,6.92,7.4329,25.3369,9.2144,27.8,12.8916,16.4799,7.9746,15.575,18.2857,14.802,57.9723,,,,,,,,11.5618,10.03,22.7551,,9.7934,,,,24.42,,
2016/12/29,21.87,9.2717,40.8395,12.007,23.3195,5.6821,13.1524,13.0472,11.3834,10.2001,10.1885,15.058,7.9905,9.357,5.1249,23.8166,14.0336,15.47,9.1516,27.0259,,,,,,,,,,,,,6.94,7.3032,25.3565,9.234,28.1886,12.9885,16.513,7.842,15.433,18.1368,14.9659,56.3878,,,,,,,,11.6416,10.11,22.0555,,9.8127,,,,24.89,,
2016/12/30,22.39,9.1937,41.1231,12.1239,23.4879,5.6436,13.4273,12.9399,11.3643,10.1505,10.1785,15.0707,8.1276,9.4068,5.0753,23.8166,14.0036,15.2,9.1516,26.54,,,,,,,,,,,,,6.98,7.3331,25.4934,9.3805,28.3979,13.4631,16.4997,7.8553,15.433,18.3453,15.0806,55.0634,,,,,,,,11.7114,10,21.386,,10.3135,,,,23.799,,
2017/1/3,22.47,9.34,39.4997,12.1239,23.6266,5.7634,13.4371,13.2814,11.4598,10.4385,10.1586,15.3429,7.638,9.5561,5.1744,23.8166,14.0436,15.4,9.1516,26.5691,,,,,,,,,,,,,6.98,7.5326,23.2826,9.2535,26.0463,12.8529,16.619,7.9414,15.504,18.1666,14.9167,56.1425,,,,,,,,11.8611,10.03,21.4759,,10.2268,,,,23.9035,,
2017/1/4,22.56,9.4472,40.194,12.1239,24.1318,5.9517,13.5156,13.379,11.6221,10.6669,10.3077,15.2922,7.8848,9.7751,5.2538,23.8166,14.503,15.56,9.1516,27.5701,,,,,,,,,,,,,7,7.5526,23.9869,9.234,26.1958,13.1725,16.7714,8.1138,15.543,18.2262,14.9113,56.9323,,,,,,,,11.881,10.12,21.7158,,10.169,,,,23.5727,,
2017/1/5,22.93,9.5544,39.8517,12.1239,23.9832,5.8918,13.3291,13.3936,11.6508,10.5478,10.1885,15.3808,7.7986,9.6855,5.2191,23.8166,14.3632,15.49,9.1516,27.1911,,,,,,,,,,,,,7,7.4728,23.713,9.1167,25.9068,13.1725,16.7648,8.1138,15.433,18.2361,14.7256,55.0879,,,,,,,,11.8511,10.05,21.4859,,10.169,,,,22.8821,,
2017/1/6,22.69,9.5739,38.8249,12.1239,23.2997,5.8704,13.0739,13.1936,11.6508,10.4882,10.0592,15.2542,7.732,9.6955,5.1348,23.8166,14.3332,15.46,9.1516,26.7149,,,,,,,,,,,,,6.98,7.2034,23.0674,9.0385,25.0101,13.1725,16.4467,7.9945,15.0712,18.1766,14.4852,50.5258,,,,,,,,11.6316,9.91,20.7664,,9.8897,,,,21.5358,,
2017/1/9,22.57,9.6714,39.1965,12.1239,23.369,5.9431,13.0248,13.3497,11.7176,10.4981,10.1388,15.3555,7.7203,9.6358,5.3182,23.8166,14.513,15.2,9.1516,26.8315,,,,,,,,,,,,,6.98,7.2134,23.0869,8.9799,25.2592,13.1725,16.5329,8.0144,15.1137,17.9681,13.7205,49.1768,,,,,,,,12.0706,9.84,21.0462,,9.8801,,,,21.3791,,
2017/1/10,22.56,9.5349,38.5804,12.1239,23.1313,5.8661,13.015,13.2521,11.6221,10.4385,10.0294,15.5581,7.8143,9.576,5.2686,23.8166,14.8127,15.32,9.1516,26.6663,,,,,,,,,,,,,6.87,7.1236,23.0869,8.8822,25.1695,13.1725,16.3672,7.9348,15.1421,17.8589,13.7424,48.7844,,,,,,,,11.9509,9.81,21.5059,,9.7742,,,,20.7639,,
2017/1/11,21.93,9.7397,38.5315,12.1239,23.052,5.7249,12.9267,13.2912,11.4407,10.5279,9.94,15.5517,7.8182,9.4964,5.3033,23.8166,14.7727,15.37,9.1516,26.0735,,,,,,,,,,,,,6.8,6.9839,22.6271,8.7356,25.1097,13.1725,16.3076,7.9282,15.0924,17.8092,13.4311,47.5139,,,,,,,,11.8012,9.72,21.9656,,9.6008,,,,19.8702,,
2017/1/12,21.12,9.4959,38.5315,12.1239,22.6558,5.6821,12.9169,13.1155,11.2306,10.3392,9.93,15.3808,7.732,9.4864,5.224,23.8166,14.6728,15.33,9.1516,25.3155,,,,,,,,,,,,,6.76,6.924,22.7935,8.7161,25.2691,13.1725,16.0491,7.9282,14.6738,17.839,13.3928,47.7297,,,,,,,,11.7813,9.67,21.5958,,9.5527,,,,20.3867,,
