ÈÕÆÚ,000062.SZ,000988.SZ,002008.SZ,002141.SZ,002161.SZ,002214.SZ,002388.SZ,002414.SZ,002724.SZ,002729.SZ,002869.SZ,300014.SZ,300078.SZ,300184.SZ,300220.SZ,300340.SZ,300390.SZ,300438.SZ,300516.SZ,300656.SZ,300736.SZ,300747.SZ,600071.SH,600074.SH,600110.SH,600152.SH,600288.SH,600353.SH,600751.SH,600884.SH,603595.SH,603659.SH,688020.SH,900938.SH
2017/5/25,22.3199,13.605,31.7976,7.15,7.8903,7.9655,9.4095,11.628,10.484,68.6058,47.8817,15.4229,10.662,6.2269,18.8938,25.2485,5.947,24.8606,40.3502,19.7226,,,20.37,12.16,12.7729,9.56,9.9763,7.311,5.92,13.3687,,,,0.513
2017/5/26,20.9333,13.5054,30.351,7.15,7.8604,7.9358,9.3796,11.5814,10.7363,68.6058,49.0892,15.4826,10.3932,6.1557,18.9038,24.8696,5.818,24.8507,40.5892,21.6955,,,20.38,12.25,12.5347,9.52,10.1354,7.2717,5.88,13.3589,,,,0.511
2017/5/31,21.6165,13.4457,30.7052,7.15,7.7905,7.8763,9.1902,11.5481,10.9349,68.6058,50.9546,15.5124,10.4927,6.1886,18.664,24.93,5.8856,23.745,41.0206,23.8662,,,19.9,12.16,12.4751,9.39,9.9862,7.3307,5.93,13.5067,,,,0.511
2017/6/1,19.4529,13.0473,30.7545,7.15,7.4808,7.5296,8.333,11.2355,10.8705,68.6058,51.799,14.518,9.6963,6.0351,17.2852,22.437,5.56,23.3994,38.8966,26.2528,,,19.57,11.85,11.84,9.19,9.7177,7.0654,5.61,13.0141,,,,0.503
2017/6/2,19.5467,13.3461,30.9021,7.15,7.5907,7.589,8.5224,11.3752,11.2141,68.6058,49.3641,14.4981,9.9551,6.1338,17.6948,22.0252,5.6214,23.7055,40.3237,28.8793,,,20.4,12.08,11.8201,8.88,9.9365,7.1636,5.69,13.1323,,,,0.508
2017/6/5,19.118,13.356,32.0338,7.15,7.6706,7.6484,8.6021,11.5215,11.1389,68.6058,47.6068,14.7169,10.2737,6.205,17.7647,22.0252,5.603,24.6039,41.16,31.7696,,,20.88,12.06,11.9789,8.95,10.1255,7.1932,5.72,13.5362,,,,0.508
2017/6/6,19.3189,13.4955,32.0834,7.15,7.7405,7.8862,8.941,11.608,10.9779,68.6058,45.8199,14.3291,10.3135,6.3092,18.0745,22.0252,5.7136,25.5221,41.2198,30.9421,,,20.81,12.06,11.8003,8.89,10.1951,7.3706,5.76,13.5264,,,,0.505
2017/6/7,19.9352,13.8341,32.0834,7.15,7.9503,8.015,9.3198,11.9074,11.3268,68.6058,47.4006,14.8561,10.7018,6.4133,18.584,22.0252,5.8057,25.4925,42.4876,32.879,,,21.29,12.18,12.1178,9.16,10.7123,7.5184,5.87,14.0978,,,,0.517
2017/6/8,19.4127,13.6947,32.6676,7.15,7.8504,7.9358,9.5989,11.9074,11.359,68.6058,44.9658,14.8561,10.5923,6.3311,18.3143,22.0252,5.8057,25.3642,41.7375,29.6229,,,20.82,12.11,12.2568,9.14,10.5532,7.4494,5.8,13.8515,,,,0.516
2017/6/9,19.1581,13.9636,32.2418,7.15,7.8903,7.8367,9.4992,11.8408,11.1658,68.6058,45.437,15.2141,10.3534,6.3037,18.8838,22.0252,5.7197,25.374,41.8105,28.4835,,,20.98,12.06,12.1675,9.02,10.5631,7.4494,5.82,13.9796,,,,0.517
2017/6/12,19.2921,13.6449,31.2912,7.15,7.6406,7.5791,9.549,11.4218,11.1282,68.6058,41.9222,15.0948,10.5823,6.1009,18.0345,22.0252,5.5354,24.6237,40.3237,25.971,,,21.13,11.77,12.4652,8.81,10.2946,7.4494,5.66,13.9401,,,,0.511
2017/6/13,19.6672,13.8142,31.6774,7.15,7.9103,7.7673,9.5391,11.5814,11.1872,68.6058,42.5996,16.6062,10.9905,6.2489,18.4042,22.0252,5.6767,26.3021,41.3791,26.5047,,,20.61,11.92,13.1004,9.27,10.4438,7.4494,5.77,15.014,,,,0.515
2017/6/14,19.2184,13.7544,30.905,7.15,7.9103,7.8565,9.5989,11.5947,11.2248,68.6058,42.0498,16.3576,11.0303,6.2982,18.7939,22.0252,5.6767,25.4431,41.6778,25.8631,,,20.57,11.8,13.1698,9.21,10.7024,7.4494,5.8,15.3883,,,,0.513
2017/6/15,19.3926,13.9536,31.0832,7.15,8.19,8.0154,9.9478,12.0005,11.3214,68.6058,43.2869,16.5366,11.6077,6.7367,19.2834,22.0252,5.8549,25.532,43.0783,26.5766,,,21.28,11.94,13.2095,9.38,10.7521,7.4494,5.85,15.4573,,,,0.517
2017/6/16,19.4194,13.9437,31.4892,7.15,8.0801,8.0551,9.7384,12.0537,11.2195,68.6058,42.8647,16.5366,11.6077,6.6326,19.2035,22.0252,5.775,25.5616,42.7995,26.6846,,,22.94,11.93,13.2294,9.27,10.6328,7.4494,5.84,15.7529,,,,0.516
2017/6/19,19.1113,14.0034,31.3605,7.15,8.2499,8.6511,9.7883,12.3331,11.2087,68.6058,43.444,16.6957,11.6376,6.6655,19.4733,22.0252,5.8303,25.8381,42.8792,26.5287,,,22.85,11.9,13.2989,9.44,10.6228,7.4494,5.88,15.6937,,,,0.519
2017/6/20,19.4395,14.4317,31.9843,7.15,8.2099,8.7802,9.7783,12.5726,11.4106,68.6058,42.7469,17.1531,11.5281,6.7203,19.1436,22.0252,5.7996,25.6702,42.9655,26.5047,,,22.93,12.02,13.805,9.47,10.6626,7.4494,5.91,16.4228,,,,0.519
2017/6/21,19.5467,14.4516,33.638,7.15,8.14,8.5518,9.8082,12.3397,11.4187,68.6058,42.4818,17.2824,11.3389,6.66,19.2735,22.0252,5.8979,25.3049,43.8217,26.3488,,,22.87,12.07,13.6562,9.41,10.6626,7.4494,5.84,16.2356,,,,0.519
2017/6/22,18.6022,14.3022,33.0736,7.15,7.9802,8.1942,9.5391,12.0071,11.0553,68.6058,42.7764,16.7355,11.2991,6.4791,18.3343,22.0252,5.6583,24.6434,42.3482,25.3414,,,22.49,12.69,13.1996,9.11,10.4637,7.4494,5.79,15.6937,,,,0.517
2017/6/23,18.1332,14.2126,33.9945,7.15,7.9602,8.3928,9.4294,12.3065,11.2329,68.6058,44.5534,16.9742,11.1597,6.4791,18.4142,22.0252,5.6767,24.209,41.8371,24.8976,,,22.99,13.13,13.1798,9.31,10.3145,7.4494,5.61,15.9203,,,,0.509
2017/6/26,18.3007,14.5313,34.4005,7.15,8.0901,8.4326,9.9577,12.3065,11.8709,68.6058,44.3276,17.1631,11.6276,6.6819,18.7639,22.0252,5.689,24.4854,42.3946,25.0235,,,23.31,13.11,13.7256,9.59,10.5333,7.4494,5.69,16.275,,,,0.509
2017/6/27,18.1065,14.4715,34.3312,7.15,8.14,8.3631,10.5658,12.3131,12.0728,68.6058,43.8269,16.8648,11.3389,6.6983,18.684,22.0252,5.6951,24.5348,42.5141,25.1555,,,23.31,12.84,13.7455,9.43,10.583,7.4494,5.69,16.1765,,,,0.51
2017/6/28,17.8921,14.4616,33.1825,7.15,8.0401,8.1942,10.4561,12.0936,11.8709,68.6058,42.1677,16.8349,11.1597,6.7586,18.3343,22.0252,5.5846,24.0806,41.618,24.5558,,,23.11,12.65,13.5172,9.4,10.394,7.4494,5.62,16.1863,,,,0.506
2017/6/29,17.8519,14.5213,34.4599,7.15,8.15,8.3829,10.3564,12.1468,12.0405,68.6058,42.2069,16.656,10.6719,6.797,18.5341,22.0252,5.603,24.4065,41.7773,24.8556,,,23.11,12.78,13.5371,9.39,10.4935,7.4494,5.63,16.1666,,,,0.505
2017/6/30,17.7715,14.5313,34.3015,7.15,8.0901,8.6014,10.7053,12.1734,12.0163,68.6058,42.7076,18.0481,10.6819,6.8189,18.594,22.0252,5.6337,24.8804,42.1424,25.4973,,,22.67,12.81,13.9837,9.41,10.5432,7.4494,5.69,16.2257,,,,0.506
2017/7/3,18.1667,14.6807,33.3607,7.15,8.16,8.5617,10.9346,12.2267,12.0486,68.6058,42.8058,19.132,11.7471,7.0821,18.9337,22.0252,5.689,25.3345,43.2708,25.947,,,22.7,13.21,14.1226,9.45,10.6228,7.4494,5.75,17.0139,,,,0.51
2017/7/4,18.2538,14.5413,35.4699,7.15,8.98,8.4425,10.7551,12.2666,11.8548,68.6058,42.3935,19.6988,12.2448,7.0875,19.0836,22.0252,5.7013,25.1469,43.3969,25.935,,,22.72,13.17,14.1722,9.53,10.593,7.4494,5.7,17.2109,,,,0.505
2017/7/5,18.2672,14.6608,36.6186,7.15,9.88,8.4922,10.7551,12.2998,11.8467,68.6058,45.0345,19.659,12.3145,7.2246,19.1036,22.0252,5.7996,25.6406,43.523,28.5315,,,23.12,13.37,14.728,9.69,10.8814,7.4494,5.81,17.4966,,,,0.51
2017/7/6,18.0864,14.84,36.7869,7.15,10.87,8.4028,10.9047,12.2732,11.6852,68.6058,46.6053,21.608,12.5435,7.3506,19.2735,22.0252,5.7074,27.092,44.0275,29.9527,,,22.84,13.23,15.2838,9.98,10.9809,7.4494,5.81,17.8034,,,,0.511
2017/7/7,18.16,14.84,36.8364,7.15,11.05,8.4922,10.7352,12.2998,11.8709,68.6058,46.1439,22.3239,12.3742,7.6302,19.2735,22.0252,5.7689,27.092,45.8661,29.0532,,,22.87,13.16,15.4624,10.07,10.9411,7.4494,5.83,18.9217,,,,0.511
2017/7/10,17.517,15.1289,35.7373,7.15,12.09,8.4028,10.5458,12.4595,11.5479,68.6058,43.6305,21.787,12.5335,7.252,18.8738,22.0252,5.6644,26.8649,45.1824,27.71,,,22.58,12.92,15.5418,9.76,10.7123,7.4494,6.41,18.793,,,,0.534
2017/7/11,17.5438,14.9297,35.7868,7.15,10.88,8.1843,10.3564,12.2799,11.4106,68.6058,42.8451,20.7628,12.0856,7.3561,18.2843,22.0252,5.6091,25.9171,44.2001,26.7146,,,21.35,12.93,14.8173,9.56,11.4782,7.4494,6.27,18.3873,,,,0.528
2017/7/12,17.5237,14.8799,36.9949,7.15,10.92,7.9757,10.5658,11.9805,11.3056,68.6058,43.4734,21.5284,12.3145,7.2136,18.5341,22.0252,5.5416,27.0327,44.2067,27.4761,,,21.71,13.19,15.3135,9.59,11.1102,7.4494,6.2,19.1295,9.5156,,,0.527
2017/7/13,17.4031,15.0094,36.3116,7.15,11.04,7.9558,10.6355,11.9805,11.556,68.6058,42.364,20.6434,12.1453,7.1259,18.3442,22.0252,5.5661,26.5884,43.6823,26.2468,,,21.82,12.58,14.7975,9.77,11.2097,7.4494,6.22,19.2878,10.4656,,,0.532
2017/7/14,17.3294,14.9894,36.5097,7.15,10.25,7.936,10.4362,11.7943,11.9113,68.6058,42.0204,21.3097,11.9561,7.1259,18.1544,22.0252,5.4617,29.2443,40.7551,25.4373,,,21.45,12.72,15.2342,9.8,10.951,7.4494,6.17,19.2581,11.5122,,,0.528
2017/7/17,16.0768,14.0433,35.6482,7.15,11.28,7.2606,9.3896,10.8031,11.5156,68.6058,37.8184,20.2855,10.7615,6.7696,16.335,22.0252,4.9272,28.5927,36.9717,22.8948,,,20.08,11.86,14.5494,8.83,9.9266,7.4494,5.7,18.2487,12.6654,,,0.502
2017/7/18,16.2442,14.2624,35.5987,7.15,11.33,7.3102,9.7085,10.8896,11.5802,68.6058,37.5729,21.0014,10.2438,6.8299,16.4849,22.0252,4.9149,29.4615,37.8478,23.0327,,,19.38,11.8,14.8173,9.17,10.0459,7.4494,5.82,18.5654,13.9304,,,0.508
2017/7/19,16.7064,14.5313,37.5395,7.15,11.13,7.4294,9.7185,10.9694,11.774,68.6058,37.4944,21.598,10.2737,6.956,16.5249,22.0252,4.9272,29.7083,38.0071,22.7748,,,19.38,11.84,15.5021,9.24,10.1454,7.4494,5.94,19.8915,15.3225,,,0.512
2017/7/20,16.7064,14.4815,37.5593,7.15,11.15,7.4393,9.6089,10.9295,11.7175,68.6058,36.9642,21.8665,10.5525,6.8738,16.4049,22.0252,4.9395,29.0942,38.0669,22.6069,,,20.01,11.48,15.7105,9.49,10.1354,7.4494,6.08,20.2379,16.8567,,,0.518
2017/7/21,16.7064,14.5911,37.1335,7.15,11.49,7.5387,9.4294,11.0958,11.3702,68.6058,36.9642,21.7571,10.7416,6.9066,16.375,22.0252,4.8965,28.4404,37.9142,22.457,,,19.99,11.54,16.038,9.38,10.2747,7.4494,6.02,20.4556,18.5434,,,0.517
2017/7/24,17.3964,14.9496,37.0147,7.15,10.79,7.6181,9.3995,11.3087,11.4025,68.6058,37.0918,20.9517,10.5525,7.2081,16.5749,22.0252,4.878,27.638,39.3081,22.7209,,,20.02,10.39,15.6113,9.64,10.1951,7.4494,6.47,19.0899,19.2191,,,0.527
2017/7/25,16.9945,14.9496,35.9551,7.15,10.72,7.7274,9.4294,11.2621,11.4914,68.6058,36.6206,21.7174,11.6077,7.2629,16.6449,22.0252,4.9149,27.955,38.9762,22.8408,,,19.91,10.39,15.2639,9.45,10.3145,7.4494,6.29,19.179,20.7839,,,0.523
2017/7/26,17.1485,14.85,35.1233,7.15,10.73,7.6678,9.26,11.3153,11.3622,68.6058,35.7861,22.9007,11.7272,7.3068,16.6249,22.0252,4.835,28.2819,39.5537,22.7389,,,19.49,10.39,14.8471,9.6,10.2647,7.4494,6.27,19.466,22.8618,,,0.524
2017/7/27,17.2423,15.1488,36.1829,7.15,11.15,7.777,9.5889,11.4816,11.3783,68.6058,37.3275,22.5029,12.9019,7.6466,17.4846,22.0252,5.0132,28.9555,40.5095,24.1181,,,19.8,10.39,14.6982,9.66,10.4537,7.4494,6.31,18.8623,24.1674,,,0.525
2017/7/28,17.2825,15.0193,35.6581,7.15,11.91,7.7174,9.6986,11.3752,11.346,68.6058,36.5126,22.8609,12.7028,7.5863,17.1147,22.0252,5.0071,29.4805,39.9586,23.5064,,,19.8,10.39,15.2738,9.87,10.3443,7.4494,6.24,20.7525,23.8982,,,0.526
2017/7/31,17.0749,15.1289,35.4501,7.15,13.09,7.7472,9.6487,11.3752,11.2249,68.6058,36.542,23.1692,13.4992,7.9481,17.1247,22.0252,4.9702,29.2725,39.5272,23.6024,,,19.92,10.39,15.7602,10.02,10.4637,7.4494,6.28,22.0489,24.4316,,,0.527
2017/8/1,17.7246,15.3181,34.8362,7.15,12.74,7.787,9.6089,11.2222,11.0472,68.6058,37.1017,24.4718,12.9616,7.7618,17.1947,22.0252,5.0378,30.2136,39.5604,23.4824,,,20.07,10.39,15.4227,10.06,10.3441,7.4494,6.2,22.039,24.1217,,,0.523
2017/8/2,17.4567,14.9795,35.4996,7.15,12.78,7.5188,9.2999,11.016,11.241,68.6058,37.0722,24.7502,12.2946,7.5699,16.9748,22.0252,4.9272,29.322,38.7373,22.9667,,,20.04,10.39,15.0059,9.82,10.2145,7.4494,6.18,22.2765,25.9659,,,0.519
2017/8/3,17.9189,15.1986,34.2123,7.15,12.17,7.6281,9.3597,11.0825,10.9665,68.6058,37.4453,24.2829,12.4838,7.6138,17.1647,22.0252,5.0132,29.1239,39.3612,23.1046,,,20.08,10.39,14.9662,9.8,10.2743,7.4494,6.18,21.8015,26.3418,,,0.519
2017/8/4,17.5907,14.9098,33.4004,7.15,12.26,7.8068,9.2999,11.5282,10.9584,68.6058,36.8169,22.841,12.5136,7.5425,17.0547,22.0252,4.9825,28.9456,39.8259,22.421,,,20.99,10.39,14.4005,9.66,10.2843,7.4494,6.23,20.7822,25.7068,,,0.524
2017/8/7,17.5103,15.1388,33.945,7.15,11.97,7.7472,9.3696,11.3619,10.9584,68.6058,37.19,23.0896,12.3643,7.7179,17.1247,22.0252,5.0316,29.4607,39.5404,22.505,,,20.85,10.39,14.8173,9.72,10.2743,7.4494,6.35,21.0197,25.4273,,,0.528
2017/8/8,17.584,15.2086,33.8361,7.15,12.2,7.7572,9.3497,11.3619,10.8938,68.6058,36.6206,22.6919,13.3399,7.7782,17.3147,22.0252,5.0746,29.3022,39.7263,22.2471,,,21.06,10.39,14.3012,9.71,10.2743,7.4494,6.39,20.5645,24.8685,,,0.526
2017/8/9,17.5438,15.1289,34.4797,7.15,11.93,7.777,9.2799,11.322,10.8857,68.6058,36.0806,23.8255,13.0114,7.8495,17.0947,22.0252,5.0501,28.7574,39.5205,21.9833,,,20.92,10.39,14.6089,9.75,10.5833,7.4494,6.27,21.3265,24.2131,,,0.522
2017/8/10,16.9476,15.5073,34.8461,7.15,12.38,7.5685,9.1404,11.2421,10.7484,68.6058,35.3541,23.3681,13.32,7.6686,16.7448,22.0252,4.9518,27.1328,38.4718,21.8754,,,20.59,10.39,14.1822,9.46,10.8125,7.4494,6.4,20.515,24.0506,,,0.524
2017/8/11,17.1418,15.2484,34.8461,7.15,11.5,7.5089,9.0905,11.2421,10.7403,68.6058,34.8043,22.3538,13.9073,7.6192,16.5749,22.0252,4.8596,26.9148,38.0337,21.7974,,,21.18,10.39,13.3783,9.19,10.7626,7.4494,6.53,19.2779,25.6255,,,0.527
2017/8/14,17.4299,15.8659,36.4007,7.15,11.5,7.6777,9.4095,11.4218,10.7161,68.6058,35.413,23.6664,15.0522,7.4603,17.2347,22.0252,5.0132,27.7469,38.8302,22.3851,,,21.24,10.39,14.0035,9.37,10.8623,7.4494,6.61,20.5249,28.186,,,0.533
2017/8/15,17.7179,15.8559,35.9947,7.15,11.7,7.7472,9.4195,11.9805,10.7,68.6058,35.9726,24.0741,15.2712,7.5206,17.2947,22.0252,5.0378,27.5191,38.8501,22.7808,,,21.6,10.39,14.1524,9.38,10.7726,7.4494,6.79,20.9603,29.3291,,,0.535
2017/8/16,17.8184,15.9456,35.4006,7.15,12.33,7.8962,9.549,12.3065,10.7646,68.6058,36.9053,23.6863,14.7934,7.7946,17.7445,22.0252,5.1484,27.6875,39.952,23.2965,,,21.89,10.39,13.9241,9.46,10.9819,7.4494,6.72,20.4754,28.9938,,,0.532
2017/8/17,17.9926,16.0751,34.757,7.15,12.22,8.0055,9.5989,12.3198,10.8211,68.6058,37.0133,23.7857,14.8531,7.7343,17.9445,22.0252,5.1606,28.371,40.0914,23.2845,,,21.99,10.39,13.6562,9.55,11.0815,7.4494,6.63,20.4061,29.7762,,,0.532
2017/8/18,17.738,15.836,34.4896,7.15,12.81,7.9658,9.7584,12.24,10.6919,64.247,36.8857,23.0996,15.769,7.5206,17.6846,22.0252,5.1729,27.6281,40.6091,23.1406,,,22.25,10.39,13.4676,9.54,10.9918,7.4494,6.58,19.753,29.197,,,0.534
2017/8/21,17.7581,16.334,34.7372,7.15,12.73,7.9757,9.8381,12.2466,10.6677,63.5006,37.7987,23.1294,15.759,7.6028,17.7645,22.0252,5.1668,27.5092,40.7286,24.0761,,,22.13,10.39,13.547,9.59,11.1214,7.4494,6.58,20.1092,31.1326,,,0.533
2017/8/22,17.383,16.0452,34.3015,7.15,12.29,7.8863,10.3166,12.0337,10.7403,62.7045,37.3471,23.2487,16.1074,7.4438,17.6046,22.0252,5.1484,27.529,39.859,23.8362,,,22.02,10.39,14.0234,9.46,11.3905,7.4494,6.68,20.9801,29.6695,,,0.535
2017/8/23,17.6175,15.846,34.8065,7.15,13.09,7.8466,10.5957,12.1003,10.7403,63.1523,37.4944,21.9262,15.2513,7.4329,17.5946,22.0252,5.1545,26.9049,39.7528,24.4359,,,21.96,10.39,13.805,9.35,11.1612,7.4494,6.5,20.1884,29.9235,,,0.531
2017/8/24,17.182,15.7563,34.4599,7.15,12.6,7.9856,10.3664,12.2666,10.708,62.8637,35.7664,21.5782,14.7734,7.3397,17.4146,22.0252,5.1729,26.1521,39.6997,23.5664,,,21.85,10.39,13.5966,9.4,11.0317,7.4494,6.38,19.753,29.705,,,0.524
2017/8/25,17.4299,15.8958,34.0638,7.15,12.56,7.9558,10.0574,12.6923,10.708,63.3215,36.7384,21.9163,15.1716,7.3945,17.7345,22.0252,5.2098,26.6375,39.9387,24.28,,,22.12,10.39,13.7554,9.57,11.0118,7.4494,6.49,19.842,30.6195,,,0.528
2017/8/28,17.7447,16.2145,35.3412,7.15,12.52,7.9956,10.0275,13.4773,10.7,63.4907,38.8689,22.2941,15.1219,7.5096,18.1944,22.0252,5.2958,27.5191,40.6888,25.5272,,,22.15,10.39,14.1425,9.67,11.1314,7.4494,6.54,20.2181,33.683,,,0.53
2017/8/29,17.872,15.9854,37.9257,7.15,12.26,8.0551,9.8481,13.2112,10.6677,63.5205,38.6823,21.8665,14.5743,7.4219,18.1744,22.0252,5.1668,27.3408,40.9144,25.4913,,,22.16,10.39,13.9142,9.77,10.9719,7.4494,6.5,20.0597,33.7643,,,0.53
2017/8/30,18.3744,15.9854,37.9059,7.15,12.27,8.0353,9.8182,13.2378,10.6757,63.6698,38.1423,22.2046,15.1119,7.5918,18.0844,22.0252,5.1729,27.5191,40.5958,25.0055,,,22.16,10.39,13.8943,9.69,11.0815,7.4494,6.48,20.5051,33.3883,,,0.531
2017/8/31,18.6557,15.846,38.807,7.15,12.28,8.0452,9.9378,13.424,10.6596,64.038,39.615,22.5129,15.5798,7.5863,18.4743,22.0252,5.1729,27.9253,41.1932,26.2348,,,22.16,10.39,14.1524,9.72,11.0915,7.4494,6.26,21.2374,33.9065,,,0.526
2017/9/1,18.6557,15.9555,38.4505,7.15,12,8.0849,10.2368,13.2844,10.5546,64.048,39.2321,22.9305,15.8785,7.6686,18.8342,22.0252,5.2159,28.3116,42.2486,27.1943,,,22.16,10.39,14.4501,9.68,11.3606,7.4494,6.27,21.5838,34.7143,,,0.523
2017/9/4,18.4749,16.3041,38.807,7.15,12.57,8.2339,10.1172,13.6569,10.3123,63.0628,38.6725,22.8907,15.6395,7.6302,20.7136,22.0252,5.3204,28.5295,41.7375,26.5646,,,22.16,10.39,14.0035,9.86,11.53,7.4494,6.29,21.2275,35.7659,,,0.525
2017/9/5,19.0108,16.3141,38.0643,7.15,12.75,8.3233,9.9876,13.3043,10.2962,62.5851,38.6725,23.8155,15.321,7.5315,21.2834,22.0252,5.3941,29.1833,42.0296,26.9184,,,21.1,10.39,13.7058,9.8,11.6695,7.4494,6.25,22.5635,35.644,,,0.524
2017/9/6,18.8835,16.7324,38.1336,7.15,12.52,8.3829,10.1471,13.4507,10.2235,62.4159,38.0147,26.2021,15.7291,7.7563,21.7233,22.0252,5.3757,32.1056,42.5207,26.7925,,,20.48,10.39,14.1127,10.78,11.5499,7.4494,6.22,23.6917,34.6838,,,0.522
2017/9/7,18.8165,16.5432,38.4901,7.15,12.8,8.2836,9.9179,13.3708,10.2962,62.5453,38.7805,25.8739,16.2866,7.6795,21.1235,22.0252,5.1975,33.0566,42.8792,27.2363,,,20.63,10.39,13.5867,11.02,11.5499,7.4494,6.18,23.2463,35.1868,,,0.522
2017/9/8,19.0376,16.8519,39.6091,7.15,13.62,8.2836,9.858,12.985,10.2962,62.605,38.2896,25.9236,15.8685,7.9207,20.9835,22.0252,5.2651,32.492,42.0694,26.9124,,,20.44,10.39,13.6661,10.87,12.1678,7.4494,6.31,23.1177,33.8354,,,0.535
2017/9/11,18.5017,16.9316,39.4902,7.15,13.35,8.2935,9.9976,13.1713,10.5385,62.1373,39.9881,27.9919,15.7291,8.0084,20.9236,22.0252,5.3204,33.9482,42.9323,27.8059,,,20.33,10.39,14.5891,11.33,11.8987,7.4494,6.28,25.4334,35.2681,,,0.537
2017/9/12,18.3208,16.9416,39.1338,7.15,13.19,8.1743,9.8879,13.6369,10.4092,61.9084,38.594,26.8683,16.0278,7.9098,21.5934,22.0252,5.2589,32.6604,42.2021,26.2828,,,20.97,10.39,14.5593,10.83,11.7492,7.4494,6.17,24.7308,34.7956,,,0.534
2017/9/13,18.361,16.7324,38.7179,7.15,13.15,8.2439,9.878,14.189,10.3931,61.9283,38.7707,26.9976,15.5499,7.8111,21.1535,22.0252,5.4064,33.0269,42.1158,26.8045,,,21.42,10.39,14.5097,10.89,11.8489,7.4494,6.25,24.9881,34.4196,,,0.537
2017/9/14,18.0395,17.3997,38.6981,7.15,13.38,8.1743,9.7484,13.8431,10.3527,61.8984,38.486,25.9535,15.5699,7.7179,20.3937,22.0252,5.3757,32.9873,41.4454,26.4687,,,21.31,10.39,14.1127,11.24,11.5798,7.4494,6.23,24.2756,34.8566,,,0.537
2017/9/15,18.0797,17.0212,38.9258,7.15,12.04,8.2439,9.7085,13.883,10.2962,62.0875,37.8184,26.1523,14.7734,7.5918,20.2338,22.0252,5.3634,32.3533,41.5583,25.6532,,,21.3,10.39,13.7653,12.36,11.52,7.4494,6.17,24.3943,33.2664,,,0.534
2017/9/18,18.0998,16.9914,40.5102,7.15,11.97,8.3333,9.7584,13.6901,10.28,62.1572,37.622,26.1623,14.7734,7.7508,20.5737,22.0252,5.3818,32.3335,41.857,25.989,,,21.35,10.39,13.7653,12.2,11.6994,7.4494,6.2,24.6318,33.6017,,,0.539
2017/9/19,18.2739,16.6328,39.4407,7.15,11.96,8.224,9.6288,13.4906,10.3527,62.0179,37.838,25.6154,14.8133,7.7837,20.2738,22.0252,5.345,31.7193,41.7508,26.1989,,,21.25,10.39,13.7653,12.24,11.6296,7.4494,6.19,23.6521,33.429,,,0.539
2017/9/20,18.4682,17.0212,40.025,7.15,11.83,8.3829,9.878,13.8099,10.3689,62.9234,38.27,26.1324,14.9327,7.7837,21.3234,22.0252,5.4924,32.0363,42.68,26.9364,,,21.25,10.39,13.7653,12.18,11.7791,7.4494,6.19,23.7511,33.4036,,,0.538
2017/9/21,18.9036,16.9216,41.1439,7.15,11.53,8.2439,9.9876,13.5504,10.5223,62.2268,38.6823,25.2574,14.5146,7.7508,21.7933,24.2271,5.4678,31.0754,42.1557,26.6966,,,20.65,10.39,13.7653,12.26,11.4502,7.4494,6.11,22.7812,32.5501,,,0.535
2017/9/22,18.3476,17.2304,41.4113,7.15,11.74,8.1346,10.0474,13.311,10.3527,61.9482,41.5295,24.9591,14.196,7.5809,22.1732,26.6488,5.4801,31.3528,42.5207,29.365,,,20.29,10.39,13.7653,11.8,11.4502,7.4494,6.07,22.8703,35.8066,,,0.534
2017/9/25,17.8452,16.8121,40.6488,7.15,11.3,8.075,9.6687,13.3309,10.2154,61.9382,40.3023,24.5613,14.1662,7.6028,20.8536,29.312,5.5108,30.5206,43.5164,28.6035,,,19.54,10.39,13.7653,11.07,11.6994,7.4494,5.91,22.2666,35.6745,,,0.529
2017/9/26,18.0596,16.3639,40.9459,7.15,11.32,8.1147,9.549,13.1979,10.2235,61.8984,37.6515,24.9491,14.3653,7.4274,20.2738,32.2443,5.3634,31.1051,45.5674,27.8119,,,20.01,10.39,13.7653,11.22,11.4901,7.4494,5.98,22.8208,33.81,,,0.531
2017/9/27,18.2337,16.8519,41.134,7.15,11.52,8.2737,9.549,13.3908,10.3123,62.2069,41.4215,26.0231,14.5544,7.5041,20.4237,35.4676,5.3634,32.0957,45.136,29.0712,,,20,10.39,13.7653,11.24,11.5001,7.4494,6.14,23.9787,33.81,,,0.535
2017/9/28,18.1868,16.7025,42.0153,7.15,11.5,8.4822,9.4195,13.1912,10.1508,61.8984,43.0611,25.5656,14.2359,7.5261,19.8839,35.4676,5.2098,31.6202,44.8638,28.5915,,,19.75,10.39,13.0111,10.81,11.8887,7.4494,6.08,24.0182,33.9319,,,0.534
2017/9/29,18.1667,16.8121,43.1739,7.15,11.35,8.6114,9.549,13.3908,10.2235,61.8984,42.7469,25.1381,14.2558,7.5863,20.2738,35.4676,5.2774,31.6797,44.2996,28.6454,,,19.73,10.39,13.4874,10.95,11.819,8.1983,6.1,23.8698,34.4654,,,0.539
2017/10/9,17.9524,17.4694,43.3719,7.15,11.8,8.5617,9.7883,13.6236,10.3366,62.9334,43.6894,25.9435,14.7934,7.6686,20.6536,39.0149,5.2897,31.3627,44.5054,29.1551,,,20.19,10.39,13.1599,10.93,11.9186,8.5826,6.09,23.9886,34.5314,,,0.54
